Verb_ID,Questions
218598,The verse is: בִּשְׁנַ֨ת בֹּ֤א תַרְתָּן֙ אַשְׁדֹּ֔ודָה בִּשְׁלֹ֣ח אֹתֹ֔ו סַֽרְגֹ֖ון מֶ֣לֶךְ אַשּׁ֑וּר וַיִּלָּ֥חֶם בְּאַשְׁדֹּ֖וד וַֽיִּלְכְּדָֽהּ׃ . The motion verb is: בֹּ֤א .
218602,The verse is: בִּשְׁנַ֨ת בֹּ֤א תַרְתָּן֙ אַשְׁדֹּ֔ודָה בִּשְׁלֹ֣ח אֹתֹ֔ו סַֽרְגֹ֖ון מֶ֣לֶךְ אַשּׁ֑וּר וַיִּלָּ֥חֶם בְּאַשְׁדֹּ֖וד וַֽיִּלְכְּדָֽהּ׃ . The motion verb is: שְׁלֹ֣ח .
218627,The verse is: בָּעֵ֣ת הַהִ֗יא דִּבֶּ֣ר יְהוָה֮ בְּיַ֣ד יְשַׁעְיָ֣הוּ בֶן־אָמֹוץ֮ לֵאמֹר֒ לֵ֗ךְ וּפִתַּחְתָּ֤ הַשַּׂק֙ מֵעַ֣ל מָתְנֶ֔יךָ וְנַעַלְךָ֥ תַחֲלֹ֖ץ מֵעַ֣ל רַגְלֶ֑יךָ וַיַּ֣עַשׂ כֵּ֔ן הָלֹ֖ךְ עָרֹ֥ום וְיָחֵֽף׃ ס . The motion verb is: לֵ֗ךְ .
218644,The verse is: בָּעֵ֣ת הַהִ֗יא דִּבֶּ֣ר יְהוָה֮ בְּיַ֣ד יְשַׁעְיָ֣הוּ בֶן־אָמֹוץ֮ לֵאמֹר֒ לֵ֗ךְ וּפִתַּחְתָּ֤ הַשַּׂק֙ מֵעַ֣ל מָתְנֶ֔יךָ וְנַעַלְךָ֥ תַחֲלֹ֖ץ מֵעַ֣ל רַגְלֶ֑יךָ וַיַּ֣עַשׂ כֵּ֔ן הָלֹ֖ךְ עָרֹ֥ום וְיָחֵֽף׃ ס . The motion verb is: הָלֹ֖ךְ .
218653,The verse is: וַיֹּ֣אמֶר יְהוָ֔ה כַּאֲשֶׁ֥ר הָלַ֛ךְ עַבְדִּ֥י יְשַׁעְיָ֖הוּ עָרֹ֣ום וְיָחֵ֑ף שָׁלֹ֤שׁ שָׁנִים֙ אֹ֣ות וּמֹופֵ֔ת עַל־מִצְרַ֖יִם וְעַל־כּֽוּשׁ׃ . The motion verb is: הָלַ֛ךְ .
218718,The verse is: וְ֠אָמַר יֹשֵׁ֨ב הָאִ֣י הַזֶּה֮ בַּיֹּ֣ום הַהוּא֒ הִנֵּה־כֹ֣ה מַבָּטֵ֗נוּ אֲשֶׁר־נַ֤סְנוּ שָׁם֙ לְעֶזְרָ֔ה לְהִ֨נָּצֵ֔ל מִפְּנֵ֖י מֶ֣לֶךְ אַשּׁ֑וּר וְאֵ֖יךְ נִמָּלֵ֥ט אֲנָֽחְנוּ׃ ס . The motion verb is: נַ֤סְנוּ .
218744,The verse is: מַשָּׂ֖א מִדְבַּר־יָ֑ם כְּסוּפֹ֤ות בַּנֶּ֨גֶב֙ לַֽחֲלֹ֔ף מִמִּדְבָּ֣ר בָּ֔א מֵאֶ֖רֶץ נֹורָאָֽה׃ . The motion verb is: בָּ֔א .
218759,The verse is: חָז֥וּת קָשָׁ֖ה הֻגַּד־לִ֑י הַבֹּוגֵ֤ד׀ בֹּוגֵד֙ וְהַשֹּׁודֵ֣ד׀ שֹׁודֵ֔ד עֲלִ֤י עֵילָם֙ צוּרִ֣י מָדַ֔י כָּל־אַנְחָתָ֖ה הִשְׁבַּֽתִּי׃ . The motion verb is: עֲלִ֤י .
218811,The verse is: כִּ֣י כֹ֥ה אָמַ֛ר אֵלַ֖י אֲדֹנָ֑י לֵ֚ךְ הַעֲמֵ֣ד הַֽמְצַפֶּ֔ה אֲשֶׁ֥ר יִרְאֶ֖ה יַגִּֽיד׃ . The motion verb is: לֵ֚ךְ .
218853,The verse is: וְהִנֵּה־זֶ֥ה בָא֙ רֶ֣כֶב אִ֔ישׁ צֶ֖מֶד פָּֽרָשִׁ֑ים וַיַּ֣עַן וַיֹּ֗אמֶר נָפְלָ֤ה נָֽפְלָה֙ בָּבֶ֔ל וְכָל־פְּסִילֵ֥י אֱלֹהֶ֖יהָ שִׁבַּ֥ר לָאָֽרֶץ׃ . The motion verb is: בָא֙ .
218862,The verse is: וְהִנֵּה־זֶ֥ה בָא֙ רֶ֣כֶב אִ֔ישׁ צֶ֖מֶד פָּֽרָשִׁ֑ים וַיַּ֣עַן וַיֹּ֗אמֶר נָפְלָ֤ה נָֽפְלָה֙ בָּבֶ֔ל וְכָל־פְּסִילֵ֥י אֱלֹהֶ֖יהָ שִׁבַּ֥ר לָאָֽרֶץ׃ . The motion verb is: נָפְלָ֤ה .
218863,The verse is: וְהִנֵּה־זֶ֥ה בָא֙ רֶ֣כֶב אִ֔ישׁ צֶ֖מֶד פָּֽרָשִׁ֑ים וַיַּ֣עַן וַיֹּ֗אמֶר נָפְלָ֤ה נָֽפְלָה֙ בָּבֶ֔ל וְכָל־פְּסִילֵ֥י אֱלֹהֶ֖יהָ שִׁבַּ֥ר לָאָֽרֶץ׃ . The motion verb is: נָֽפְלָה֙ .
218911,The verse is: אָמַ֣ר שֹׁמֵ֔ר אָתָ֥ה בֹ֖קֶר וְגַם־לָ֑יְלָה אִם־תִּבְעָי֥וּן בְּעָ֖יוּ שֻׁ֥בוּ אֵתָֽיוּ׃ ס . The motion verb is: שֻׁ֥בוּ .
218991,The verse is: מַשָּׂ֖א גֵּ֣יא חִזָּיֹ֑ון מַה־לָּ֣ךְ אֵפֹ֔וא כִּֽי־עָלִ֥ית כֻּלָּ֖ךְ לַגַּגֹּֽות׃ . The motion verb is: עָלִ֥ית .
219088,The verse is: וַיְגַ֕ל אֵ֖ת מָסַ֣ךְ יְהוּדָ֑ה וַתַּבֵּט֙ בַּיֹּ֣ום הַה֔וּא אֶל־נֶ֖שֶׁק בֵּ֥ית הַיָּֽעַר׃ . The motion verb is: יְגַ֕ל .
219113,The verse is: וְאֵ֨ת בְּקִיעֵ֧י עִיר־דָּוִ֛ד רְאִיתֶ֖ם כִּי־רָ֑בּוּ וַֽתְּקַבְּצ֔וּ אֶת־מֵ֥י הַבְּרֵכָ֖ה הַתַּחְתֹּונָֽה׃ . The motion verb is: תְּקַבְּצ֔וּ .
219200,The verse is: וְנִגְלָ֥ה בְאָזְנָ֖י יְהוָ֣ה צְבָאֹ֑ות אִם־יְ֠כֻפַּר הֶעָוֹן֙ הַזֶּ֤ה לָכֶם֙ עַד־תְּמֻת֔וּן אָמַ֛ר אֲדֹנָ֥י יְהוִ֖ה צְבָאֹֽות׃ פ . The motion verb is: נִגְלָ֥ה .
219223,The verse is: כֹּ֥ה אָמַ֛ר אֲדֹנָ֥י יְהוִ֖ה צְבָאֹ֑ות לֶךְ־בֹּא֙ אֶל־הַסֹּכֵ֣ן הַזֶּ֔ה עַל־שֶׁבְנָ֖א אֲשֶׁ֥ר עַל־הַבָּֽיִת׃ . The motion verb is: לֶךְ־.
219224,The verse is: כֹּ֥ה אָמַ֛ר אֲדֹנָ֥י יְהוִ֖ה צְבָאֹ֑ות לֶךְ־בֹּא֙ אֶל־הַסֹּכֵ֣ן הַזֶּ֔ה עַל־שֶׁבְנָ֖א אֲשֶׁ֥ר עַל־הַבָּֽיִת׃ . The motion verb is: בֹּא֙ .
219405,The verse is: בַּיֹּ֣ום הַה֗וּא נְאֻם֙ יְהוָ֣ה צְבָאֹ֔ות תָּמוּשׁ֙ הַיָּתֵ֔ד הַתְּקוּעָ֖ה בְּמָקֹ֣ום נֶאֱמָ֑ן וְנִגְדְּעָ֣ה וְנָפְלָ֗ה וְנִכְרַת֙ הַמַּשָּׂ֣א אֲשֶׁר־עָלֶ֔יהָ כִּ֥י יְהוָ֖ה דִּבֵּֽר׃ ס . The motion verb is: נָפְלָ֗ה .
219425,The verse is: מַשָּׂ֖א צֹ֑ר הֵילִ֣ילוּ׀ אֳנִיֹּ֣ות תַּרְשִׁ֗ישׁ כִּֽי־שֻׁדַּ֤ד מִבַּ֨יִת֙ מִבֹּ֔וא מֵאֶ֥רֶץ כִּתִּ֖ים נִגְלָה־לָֽמֹו׃ . The motion verb is: בֹּ֔וא .
219429,The verse is: מַשָּׂ֖א צֹ֑ר הֵילִ֣ילוּ׀ אֳנִיֹּ֣ות תַּרְשִׁ֗ישׁ כִּֽי־שֻׁדַּ֤ד מִבַּ֨יִת֙ מִבֹּ֔וא מֵאֶ֥רֶץ כִּתִּ֖ים נִגְלָה־לָֽמֹו׃ . The motion verb is: נִגְלָה־.
219436,The verse is: דֹּ֖מּוּ יֹ֣שְׁבֵי אִ֑י סֹחֵ֥ר צִידֹ֛ון עֹבֵ֥ר יָ֖ם מִלְאֽוּךְ׃ . The motion verb is: עֹבֵ֥ר .
219482,The verse is: עִבְר֖וּ תַּרְשִׁ֑ישָׁה הֵילִ֖ילוּ יֹ֥שְׁבֵי אִֽי׃ . The motion verb is: עִבְר֖וּ .
219527,The verse is: עִבְרִ֥י אַרְצֵ֖ךְ כַּיְאֹ֑ר בַּת־תַּרְשִׁ֕ישׁ אֵ֖ין מֵ֥זַח עֹֽוד׃ . The motion verb is: עִבְרִ֥י .
219565,The verse is: וַיֹּ֕אמֶר לֹֽא־תֹוסִ֥יפִי עֹ֖וד לַעְלֹ֑וז הַֽמְעֻשָּׁקָ֞ה בְּתוּלַ֣ת בַּת־צִידֹ֗ון כִּתִּים֙ ק֣וּמִי עֲבֹ֔רִי גַּם־שָׁ֖ם לֹא־יָנ֥וּחַֽ לָֽךְ׃ . The motion verb is: עֲבֹ֔רִי .
219623,The verse is: קְחִ֥י כִנֹּ֛ור סֹ֥בִּי עִ֖יר זֹונָ֣ה נִשְׁכָּחָ֑ה הֵיטִ֤יבִי נַגֵּן֙ הַרְבִּי־שִׁ֔יר לְמַ֖עַן תִּזָּכֵֽרִי׃ . The motion verb is: קְחִ֥י .
219646,The verse is: וְהָיָ֞ה מִקֵּ֣ץ׀ שִׁבְעִ֣ים שָׁנָ֗ה יִפְקֹ֤ד יְהוָה֙ אֶת־צֹ֔ר וְשָׁבָ֖ה לְאֶתְנַנָּ֑ה וְזָֽנְתָ֛ה אֶת־כָּל־מַמְלְכֹ֥ות הָאָ֖רֶץ עַל־פְּנֵ֥י הָאֲדָמָֽה׃ . The motion verb is: שָׁבָ֖ה .
219775,The verse is: וְהָאָ֥רֶץ חָנְפָ֖ה תַּ֣חַת יֹשְׁבֶ֑יהָ כִּֽי־עָבְר֤וּ תֹורֹת֙ חָ֣לְפוּ חֹ֔ק הֵפֵ֖רוּ בְּרִ֥ית עֹולָֽם׃ . The motion verb is: עָבְר֤וּ .
219834,The verse is: נִשְׁבְּרָ֖ה קִרְיַת־תֹּ֑הוּ סֻגַּ֥ר כָּל־בַּ֖יִת מִבֹּֽוא׃ . The motion verb is: בֹּֽוא׃ .
219845,The verse is: צְוָחָ֥ה עַל־הַיַּ֖יִן בַּֽחוּצֹ֑ות עָֽרְבָה֙ כָּל־שִׂמְחָ֔ה גָּלָ֖ה מְשֹׂ֥ושׂ הָאָֽרֶץ׃ . The motion verb is: גָּלָ֖ה .
219938,The verse is: וְֽ֠הָיָה הַנָּ֞ס מִקֹּ֤ול הַפַּ֨חַד֙ יִפֹּ֣ל אֶל־הַפַּ֔חַת וְהָֽעֹולֶה֙ מִתֹּ֣וךְ הַפַּ֔חַת יִלָּכֵ֖ד בַּפָּ֑ח כִּֽי־אֲרֻבֹּ֤ות מִמָּרֹום֙ נִפְתָּ֔חוּ וַֽיִּרְעֲשׁ֖וּ מֹ֥וסְדֵי אָֽרֶץ׃ . The motion verb is: נָּ֞ס .
219943,The verse is: וְֽ֠הָיָה הַנָּ֞ס מִקֹּ֤ול הַפַּ֨חַד֙ יִפֹּ֣ל אֶל־הַפַּ֔חַת וְהָֽעֹולֶה֙ מִתֹּ֣וךְ הַפַּ֔חַת יִלָּכֵ֖ד בַּפָּ֑ח כִּֽי־אֲרֻבֹּ֤ות מִמָּרֹום֙ נִפְתָּ֔חוּ וַֽיִּרְעֲשׁ֖וּ מֹ֥וסְדֵי אָֽרֶץ׃ . The motion verb is: יִפֹּ֣ל .
219949,The verse is: וְֽ֠הָיָה הַנָּ֞ס מִקֹּ֤ול הַפַּ֨חַד֙ יִפֹּ֣ל אֶל־הַפַּ֔חַת וְהָֽעֹולֶה֙ מִתֹּ֣וךְ הַפַּ֔חַת יִלָּכֵ֖ד בַּפָּ֑ח כִּֽי־אֲרֻבֹּ֤ות מִמָּרֹום֙ נִפְתָּ֔חוּ וַֽיִּרְעֲשׁ֖וּ מֹ֥וסְדֵי אָֽרֶץ׃ . The motion verb is: עֹולֶה֙ .
219993,The verse is: נֹ֣ועַ תָּנ֤וּעַ אֶ֨רֶץ֙ כַּשִּׁכֹּ֔ור וְהִֽתְנֹודְדָ֖ה כַּמְּלוּנָ֑ה וְכָבַ֤ד עָלֶ֨יהָ֙ פִּשְׁעָ֔הּ וְנָפְלָ֖ה וְלֹא־תֹסִ֥יף קֽוּם׃ ס . The motion verb is: נָפְלָ֖ה .
220023,The verse is: וְאֻסְּפ֨וּ אֲסֵפָ֤ה אַסִּיר֙ עַל־בֹּ֔ור וְסֻגְּר֖וּ עַל־מַסְגֵּ֑ר וּמֵרֹ֥ב יָמִ֖ים יִפָּקֵֽדוּ׃ . The motion verb is: אֻסְּפ֨וּ .
220204,The verse is: בִּלַּ֤ע הַמָּ֨וֶת֙ לָנֶ֔צַח וּמָחָ֨ה אֲדֹנָ֧י יְהוִ֛ה דִּמְעָ֖ה מֵעַ֣ל כָּל־פָּנִ֑ים וְחֶרְפַּ֣ת עַמֹּ֗ו יָסִיר֙ מֵעַ֣ל כָּל־הָאָ֔רֶץ כִּ֥י יְהוָ֖ה דִּבֵּֽר׃ פ . The motion verb is: יָסִיר֙ .
220308,The verse is: פִּתְח֖וּ שְׁעָרִ֑ים וְיָבֹ֥א גֹוי־צַדִּ֖יק שֹׁמֵ֥ר אֱמֻנִֽים׃ . The motion verb is: יָבֹ֥א .
220481,The verse is: כְּמֹ֤ו הָרָה֙ תַּקְרִ֣יב לָלֶ֔דֶת תָּחִ֥יל תִּזְעַ֖ק בַּחֲבָלֶ֑יהָ כֵּ֛ן הָיִ֥ינוּ מִפָּנֶ֖יךָ יְהוָֽה׃ . The motion verb is: תַּקְרִ֣יב .
220504,The verse is: הָרִ֣ינוּ חַ֔לְנוּ כְּמֹ֖ו יָלַ֣דְנוּ ר֑וּחַ יְשׁוּעֹת֙ בַּל־נַ֣עֲשֶׂה אֶ֔רֶץ וּבַֽל־יִפְּל֖וּ יֹשְׁבֵ֥י תֵבֵֽל׃ . The motion verb is: יִפְּל֖וּ .
220523,The verse is: יִֽחְי֣וּ מֵתֶ֔יךָ נְבֵלָתִ֖י יְקוּמ֑וּן הָקִ֨יצוּ וְרַנְּנ֜וּ שֹׁכְנֵ֣י עָפָ֗ר כִּ֣י טַ֤ל אֹורֹת֙ טַלֶּ֔ךָ וָאָ֖רֶץ רְפָאִ֥ים תַּפִּֽיל׃ ס . The motion verb is: תַּפִּֽיל׃ ס .
220524,The verse is: לֵ֤ךְ עַמִּי֙ בֹּ֣א בַחֲדָרֶ֔יךָ וּֽסְגֹ֥ר דְּלָתְךָ֖ בַּעֲדֶ֑ךָ חֲבִ֥י כִמְעַט־רֶ֖גַע עַד־יַעֲבָר־זָֽעַם׃ . The motion verb is: לֵ֤ךְ .
220526,The verse is: לֵ֤ךְ עַמִּי֙ בֹּ֣א בַחֲדָרֶ֔יךָ וּֽסְגֹ֥ר דְּלָתְךָ֖ בַּעֲדֶ֑ךָ חֲבִ֥י כִמְעַט־רֶ֖גַע עַד־יַעֲבָר־זָֽעַם׃ . The motion verb is: בֹּ֣א .
220538,The verse is: לֵ֤ךְ עַמִּי֙ בֹּ֣א בַחֲדָרֶ֔יךָ וּֽסְגֹ֥ר דְּלָתְךָ֖ בַּעֲדֶ֑ךָ חֲבִ֥י כִמְעַט־רֶ֖גַע עַד־יַעֲבָר־זָֽעַם׃ . The motion verb is: יַעֲבָר־.
220543,The verse is: כִּֽי־הִנֵּ֤ה יְהוָה֙ יֹצֵ֣א מִמְּקֹומֹ֔ו לִפְקֹ֛ד עֲוֹ֥ן יֹֽשֵׁב־הָאָ֖רֶץ עָלָ֑יו וְגִלְּתָ֤ה הָאָ֨רֶץ֙ אֶת־דָּמֶ֔יהָ וְלֹֽא־תְכַסֶּ֥ה עֹ֖וד עַל־הֲרוּגֶֽיהָ׃ ס . The motion verb is: יֹצֵ֣א .
220554,The verse is: כִּֽי־הִנֵּ֤ה יְהוָה֙ יֹצֵ֣א מִמְּקֹומֹ֔ו לִפְקֹ֛ד עֲוֹ֥ן יֹֽשֵׁב־הָאָ֖רֶץ עָלָ֑יו וְגִלְּתָ֤ה הָאָ֨רֶץ֙ אֶת־דָּמֶ֔יהָ וְלֹֽא־תְכַסֶּ֥ה עֹ֖וד עַל־הֲרוּגֶֽיהָ׃ ס . The motion verb is: גִלְּתָ֤ה .
220647,The verse is: הַבָּאִים֙ יַשְׁרֵ֣שׁ יַֽעֲקֹ֔ב יָצִ֥יץ וּפָרַ֖ח יִשְׂרָאֵ֑ל וּמָלְא֥וּ פְנֵי־תֵבֵ֖ל תְּנוּבָֽה׃ ס . The motion verb is: בָּאִים֙ .
220672,The verse is: בְּסַאסְּאָ֖ה בְּשַׁלְחָ֣הּ תְּרִיבֶ֑נָּה הָגָ֛ה בְּרוּחֹ֥ו הַקָּשָׁ֖ה בְּיֹ֥ום קָדִֽים׃ . The motion verb is: שַׁלְחָ֣הּ .
220692,The verse is: לָכֵ֗ן בְּזֹאת֙ יְכֻפַּ֣ר עֲוֹֽן־יַעֲקֹ֔ב וְזֶ֕ה כָּל־פְּרִ֖י הָסִ֣ר חַטָּאתֹ֑ו בְּשׂוּמֹ֣ו׀ כָּל־אַבְנֵ֣י מִזְבֵּ֗חַ כְּאַבְנֵי־גִר֙ מְנֻפָּצֹ֔ות לֹֽא־יָקֻ֥מוּ אֲשֵׁרִ֖ים וְחַמָּנִֽים׃ . The motion verb is: הָסִ֣ר .
220713,The verse is: כִּ֣י עִ֤יר בְּצוּרָה֙ בָּדָ֔ד נָוֶ֕ה מְשֻׁלָּ֥ח וְנֶעֱזָ֖ב כַּמִּדְבָּ֑ר שָׁ֣ם יִרְעֶ֥ה עֵ֛גֶל וְשָׁ֥ם יִרְבָּ֖ץ וְכִלָּ֥ה סְעִפֶֽיהָ׃ . The motion verb is: מְשֻׁלָּ֥ח .
220733,The verse is: בִּיבֹ֤שׁ קְצִירָהּ֙ תִּשָּׁבַ֔רְנָה נָשִׁ֕ים בָּאֹ֖ות מְאִירֹ֣ות אֹותָ֑הּ כִּ֣י לֹ֤א עַם־בִּינֹות֙ ה֔וּא עַל־כֵּן֙ לֹֽא־יְרַחֲמֶ֣נּוּ עֹשֵׂ֔הוּ וְיֹצְרֹ֖ו לֹ֥א יְחֻנֶּֽנּוּ׃ ס . The motion verb is: בָּאֹ֖ות .
220786,The verse is: וְהָיָ֣ה׀ בַּיֹּ֣ום הַה֗וּא יִתָּקַע֮ בְּשֹׁופָ֣ר גָּדֹול֒ וּבָ֗אוּ הָאֹֽבְדִים֙ בְּאֶ֣רֶץ אַשּׁ֔וּר וְהַנִּדָּחִ֖ים בְּאֶ֣רֶץ מִצְרָ֑יִם וְהִשְׁתַּחֲו֧וּ לַיהוָ֛ה בְּהַ֥ר הַקֹּ֖דֶשׁ בִּירוּשָׁלִָֽם׃ . The motion verb is: בָ֗אוּ .
220911,The verse is: וּלְר֖וּחַ מִשְׁפָּ֑ט לַיֹּושֵׁב֙ עַל־הַמִּשְׁפָּ֔ט וְלִ֨גְבוּרָ֔ה מְשִׁיבֵ֥י מִלְחָמָ֖ה שָֽׁעְרָה׃ ס . The motion verb is: מְשִׁיבֵ֥י .
221041,The verse is: וְהָיָ֨ה לָהֶ֜ם דְּבַר־יְהוָ֗ה צַ֣ו לָצָ֞ו צַ֤ו לָצָו֙ קַ֤ו לָקָו֙ קַ֣ו לָקָ֔ו זְעֵ֥יר שָׁ֖ם זְעֵ֣יר שָׁ֑ם לְמַ֨עַן יֵלְכ֜וּ וְכָשְׁל֤וּ אָחֹור֙ וְנִשְׁבָּ֔רוּ וְנֹוקְשׁ֖וּ וְנִלְכָּֽדוּ׃ פ . The motion verb is: יֵלְכ֜וּ .
221079,The verse is: כִּ֣י אֲמַרְתֶּ֗ם כָּרַ֤תְנֽוּ בְרִית֙ אֶת־מָ֔וֶת וְעִם־שְׁאֹ֖ול עָשִׂ֣ינוּ חֹזֶ֑ה שֹׁ֣וט שֹׁוטֵ֤ף כִּֽי־יַֽעֲבֹר֙ לֹ֣א יְבֹואֵ֔נוּ כִּ֣י שַׂ֧מְנוּ כָזָ֛ב מַחְסֵ֖נוּ וּבַשֶּׁ֥קֶר נִסְתָּֽרְנוּ׃ ס . The motion verb is: יַֽעֲבֹר֙ .
221081,The verse is: כִּ֣י אֲמַרְתֶּ֗ם כָּרַ֤תְנֽוּ בְרִית֙ אֶת־מָ֔וֶת וְעִם־שְׁאֹ֖ול עָשִׂ֣ינוּ חֹזֶ֑ה שֹׁ֣וט שֹׁוטֵ֤ף כִּֽי־יַֽעֲבֹר֙ לֹ֣א יְבֹואֵ֔נוּ כִּ֣י שַׂ֧מְנוּ כָזָ֛ב מַחְסֵ֖נוּ וּבַשֶּׁ֥קֶר נִסְתָּֽרְנוּ׃ ס . The motion verb is: יְבֹואֵ֔נוּ .
221143,The verse is: וְכֻפַּ֤ר בְּרִֽיתְכֶם֙ אֶת־מָ֔וֶת וְחָזוּתְכֶ֥ם אֶת־שְׁאֹ֖ול לֹ֣א תָק֑וּם שֹׁ֤וט שֹׁוטֵף֙ כִּ֣י יַֽעֲבֹ֔ר וִהְיִ֥יתֶם לֹ֖ו לְמִרְמָֽס׃ . The motion verb is: יַֽעֲבֹ֔ר .
221151,The verse is: מִדֵּ֤י עָבְרֹו֙ יִקַּ֣ח אֶתְכֶ֔ם כִּֽי־בַבֹּ֧קֶר בַּבֹּ֛קֶר יַעֲבֹ֖ר בַּיֹּ֣ום וּבַלָּ֑יְלָה וְהָיָ֥ה רַק־זְוָעָ֖ה הָבִ֥ין שְׁמוּעָֽה׃ . The motion verb is: עָבְרֹו֙ .
221152,The verse is: מִדֵּ֤י עָבְרֹו֙ יִקַּ֣ח אֶתְכֶ֔ם כִּֽי־בַבֹּ֧קֶר בַּבֹּ֛קֶר יַעֲבֹ֖ר בַּיֹּ֣ום וּבַלָּ֑יְלָה וְהָיָ֥ה רַק־זְוָעָ֖ה הָבִ֥ין שְׁמוּעָֽה׃ . The motion verb is: יִקַּ֣ח .
221161,The verse is: מִדֵּ֤י עָבְרֹו֙ יִקַּ֣ח אֶתְכֶ֔ם כִּֽי־בַבֹּ֧קֶר בַּבֹּ֛קֶר יַעֲבֹ֖ר בַּיֹּ֣ום וּבַלָּ֑יְלָה וְהָיָ֥ה רַק־זְוָעָ֖ה הָבִ֥ין שְׁמוּעָֽה׃ . The motion verb is: יַעֲבֹ֖ר .
221325,The verse is: גַּם־זֹ֕את מֵעִ֛ם יְהוָ֥ה צְבָאֹ֖ות יָצָ֑אָה הִפְלִ֣יא עֵצָ֔ה הִגְדִּ֖יל תּוּשִׁיָּֽה׃ ס . The motion verb is: יָצָ֑אָה .
221402,The verse is: וְהָיָ֛ה כְּאָבָ֥ק דַּ֖ק הֲמֹ֣ון זָרָ֑יִךְ וּכְמֹ֤ץ עֹבֵר֙ הֲמֹ֣ון עָֽרִיצִ֔ים וְהָיָ֖ה לְפֶ֥תַע פִּתְאֹֽם׃ . The motion verb is: עֹבֵר֙ .
221583,The verse is: וַיֹּ֣אמֶר אֲדֹנָ֗י יַ֚עַן כִּ֤י נִגַּשׁ֙ הָעָ֣ם הַזֶּ֔ה בְּפִ֤יו וּבִשְׂפָתָיו֙ כִּבְּד֔וּנִי וְלִבֹּ֖ו רִחַ֣ק מִמֶּ֑נִּי וַתְּהִ֤י יִרְאָתָם֙ אֹתִ֔י מִצְוַ֥ת אֲנָשִׁ֖ים מְלֻמָּדָֽה׃ . The motion verb is: נִגַּשׁ֙ .
221673,The verse is: הֲלֹוא־עֹוד֙ מְעַ֣ט מִזְעָ֔ר וְשָׁ֥ב לְבָנֹ֖ון לַכַּרְמֶ֑ל וְהַכַּרְמֶ֖ל לַיַּ֥עַר יֵחָשֵֽׁב׃ . The motion verb is: שָׁ֥ב .
221820,The verse is: הַהֹלְכִים֙ לָרֶ֣דֶת מִצְרַ֔יִם וּפִ֖י לֹ֣א שָׁאָ֑לוּ לָעֹוז֙ בְּמָעֹ֣וז פַּרְעֹ֔ה וְלַחְסֹ֖ות בְּצֵ֥ל מִצְרָֽיִם׃ . The motion verb is: הֹלְכִים֙ .
221822,The verse is: הַהֹלְכִים֙ לָרֶ֣דֶת מִצְרַ֔יִם וּפִ֖י לֹ֣א שָׁאָ֑לוּ לָעֹוז֙ בְּמָעֹ֣וז פַּרְעֹ֔ה וְלַחְסֹ֖ות בְּצֵ֥ל מִצְרָֽיִם׃ . The motion verb is: רֶ֣דֶת .
221928,The verse is: עַתָּ֗ה בֹּ֣וא כָתְבָ֥הּ עַל־ל֛וּחַ אִתָּ֖ם וְעַל־סֵ֣פֶר חֻקָּ֑הּ וּתְהִי֙ לְיֹ֣ום אַחֲרֹ֔ון לָעַ֖ד עַד־עֹולָֽם׃ . The motion verb is: בֹּ֣וא .
221978,The verse is: ס֚וּרוּ מִנֵּי־דֶ֔רֶךְ הַטּ֖וּ מִנֵּי־אֹ֑רַח הַשְׁבִּ֥יתוּ מִפָּנֵ֖ינוּ אֶת־קְדֹ֥ושׁ יִשְׂרָאֵֽל׃ ס . The motion verb is: ס֚וּרוּ .
222020,The verse is: לָכֵ֗ן יִֽהְיֶ֤ה לָכֶם֙ הֶעָוֹ֣ן הַזֶּ֔ה כְּפֶ֣רֶץ נֹפֵ֔ל נִבְעֶ֖ה בְּחֹומָ֣ה נִשְׂגָּבָ֑ה אֲשֶׁר־פִּתְאֹ֥ם לְפֶ֖תַע יָבֹ֥וא שִׁבְרָֽהּ׃ . The motion verb is: נֹפֵ֔ל .
222029,The verse is: לָכֵ֗ן יִֽהְיֶ֤ה לָכֶם֙ הֶעָוֹ֣ן הַזֶּ֔ה כְּפֶ֣רֶץ נֹפֵ֔ל נִבְעֶ֖ה בְּחֹומָ֣ה נִשְׂגָּבָ֑ה אֲשֶׁר־פִּתְאֹ֥ם לְפֶ֖תַע יָבֹ֥וא שִׁבְרָֽהּ׃ . The motion verb is: יָבֹ֥וא .
222085,The verse is: וַתֹּ֨אמְר֥וּ לֹא־כִ֛י עַל־ס֥וּס נָנ֖וּס עַל־כֵּ֣ן תְּנוּס֑וּן וְעַל־קַ֣ל נִרְכָּ֔ב עַל־כֵּ֖ן יִקַּ֥לּוּ רֹדְפֵיכֶֽם׃ . The motion verb is: נָנ֖וּס .
222088,The verse is: וַתֹּ֨אמְר֥וּ לֹא־כִ֛י עַל־ס֥וּס נָנ֖וּס עַל־כֵּ֣ן תְּנוּס֑וּן וְעַל־קַ֣ל נִרְכָּ֔ב עַל־כֵּ֖ן יִקַּ֥לּוּ רֹדְפֵיכֶֽם׃ . The motion verb is: תְּנוּס֑וּן .
