verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,sign_info,stem,tense,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,motion_type,spatial_arg_type,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,comments,reconstructed_verse,study_edition,book_scroll,cmpl_syntax
186395,<LH[,MT,1_Kings,12,18,<LWT,W JCLX H MLK RXB<M >T >DRM >CR <L H MS W JRGMW KL JFR>L BW >BN W JMT W H MLK RXB<M HT>MY L <LWT B MRKBH L NWS JRWCLM,NA,qal,infc,L <LWT B MRKBH,NA,B MRKBH,B H MRKBH/,in his chariot,0,prep,object,inanim,det,subs,complex,factive,goal,B,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
186400,NWS[,MT,1_Kings,12,18,NWS,W JCLX H MLK RXB<M >T >DRM >CR <L H MS W JRGMW KL JFR>L BW >BN W JMT W H MLK RXB<M HT>MY L <LWT B MRKBH L NWS JRWCLM,NA,qal,infc,L NWS JRWCLM,NA,JRWCLM,JRWCLM/,to Jerusalem,0,vc,toponym,inanim,det,nmpr,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,non-prepositional
186447,BW>[,MT,1_Kings,12,21,JB>W,W JB>W RXB<M JRWCLM W JQHL >T KL BJT JHWDH W >T CBV BNJMN M>H W CMNJM >LP BXWR <FH MLXMH L HLXM <M BJT JFR>L L HCJB >T H MLWKH L RXB<M BN CLMH,NA,qal,wayq,W JB>W RXB<M JRWCLM,RXB<M,JRWCLM,JRWCLM/,to Jerusalem,0,vc,toponym,inanim,det,nmpr,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,non-prepositional
186473,CWB[,MT,1_Kings,12,21,HCJB,W JB>W RXB<M JRWCLM W JQHL >T KL BJT JHWDH W >T CBV BNJMN M>H W CMNJM >LP BXWR <FH MLXMH L HLXM <M BJT JFR>L L HCJB >T H MLWKH L RXB<M BN CLMH,NA,hif,infc,L HCJB >T H MLWKH L RXB<M BN CLMH,NA,L RXB<M BN CLMH,L RXB<M/ BN/ CLMH=/,to Rehoboam son of Solomon,0,prep,person,anim,det,nmpr,complex,fictive,goal,L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
186574,CWB[,MT,1_Kings,12,26,TCWB,W J>MR JRB<M B LBW <TH TCWB H MMLKH L BJT DWD,NA,qal,impf,<TH TCWB H MMLKH L BJT DWD,H MMLKH,L BJT DWD,L BJT/ DWD==/,to the house of David,0,prep,abstract,inanim,det,subs,complex,fictive,goal,L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
186595,CWB[,MT,1_Kings,12,27,CB,>M J<LH H <M H ZH L <FWT ZBXJM B BJT JHWH B JRWCLM W CB LB H <M H ZH >L >DNJHM >L RXB<M MLK JHWDH W HRGNJ W CBW >L RXB<M MLK JHWDH,NA,qal,perf,W CB LB H <M H ZH >L >DNJHM >L RXB<M MLK JHWDH,LB H <M H ZH,>L >DNJHM >L RXB<M MLK JHWDH,>L >DWN/ >L RXB<M/ MLK/ JHWDH/,"to their lord, to Rehoboam king of Judah",0,prep,person,anim,det,subs,complex,fictive,goal,>L,>L,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
186610,CWB[,MT,1_Kings,12,27,CBW,>M J<LH H <M H ZH L <FWT ZBXJM B BJT JHWH B JRWCLM W CB LB H <M H ZH >L >DNJHM >L RXB<M MLK JHWDH W HRGNJ W CBW >L RXB<M MLK JHWDH,NA,qal,perf,W CBW >L RXB<M MLK JHWDH,NA,>L RXB<M MLK JHWDH,>L RXB<M/ MLK/ JHWDH/,to Rehoboam king of Judah,0,prep,person,anim,det,nmpr,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
186630,<LH[,MT,1_Kings,12,28,<LWT,W JW<Y H MLK W J<F CNJ <GLJ ZHB W J>MR >LHM RB LKM M <LWT JRWCLM HNH >LHJK JFR>L >CR H<LWK M >RY MYRJM,NA,qal,infc,M <LWT JRWCLM,NA,JRWCLM,JRWCLM/,to Jerusalem,0,vc,toponym,inanim,det,nmpr,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,non-prepositional
186663,HLK[,MT,1_Kings,12,30,JLKW,W JHJ H DBR H ZH L XV>T W JLKW H <M L PNJ H >XD <D DN,NA,qal,wayq,W JLKW H <M L PNJ H >XD <D DN,H <M,L PNJ H >XD <D DN,L PNH/ H >XD/ <D DN/,before the one until Dan,0,prep,person,anim,det,subs,complex,factive,goal,L PNH/,<D,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
186713,<LH[,MT,1_Kings,12,32,J<L,W J<F JRB<M XG B XDC H CMJNJ B XMCH <FR JWM L XDC K XG >CR B JHWDH W J<L <L H MZBX KN <FH B BJT_>L L ZBX L <GLJM >CR <FH W H<MJD B BJT_>L >T KHNJ H BMWT >CR <FH,NA,hif,wayq,W J<L <L H MZBX,NA,<L H MZBX,<L H MZBX/,to / upon the altar,0,prep,object,inanim,det,subs,simple,factive,goal,<L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
186739,<LH[,MT,1_Kings,12,33,J<L,W J<L <L H MZBX >CR <FH B BJT_>L B XMCH <FR JWM B XDC H CMJNJ B XDC >CR BD> M LBD W J<F XG L BNJ JFR>L W J<L <L H MZBX L HQVJR,NA,hif,wayq,W J<L <L H MZBX B XMCH <FR JWM B XDC H CMJNJ B XDC,NA,<L H MZBX,<L H MZBX/,to / upon the altar,0,prep,object,inanim,det,subs,simple,factive,goal,<L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
186770,<LH[,MT,1_Kings,12,33,J<L,W J<L <L H MZBX >CR <FH B BJT_>L B XMCH <FR JWM B XDC H CMJNJ B XDC >CR BD> M LBD W J<F XG L BNJ JFR>L W J<L <L H MZBX L HQVJR,NA,hif,wayq,W J<L <L H MZBX,NA,<L H MZBX,<L H MZBX/,to / upon the altar,0,prep,object,inanim,det,subs,simple,factive,goal,<L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
186780,BW>[,MT,1_Kings,13,1,B>,W HNH >JC >LHJM B> M JHWDH B DBR JHWH >L BJT_>L W JRB<M <MD <L H MZBX L HQVJR,NA,qal,perf,>JC >LHJM B> M JHWDH B DBR JHWH >L BJT_>L,>JC >LHJM,>L BJT_>L,>L BJT_>L/,to Beth-El,0,prep,toponym,inanim,det,nmpr,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
186900,CWB[,MT,1_Kings,13,4,HCJBH,W JHJ K CM< H MLK >T DBR >JC H >LHJM >CR QR> <L H MZBX B BJT_>L W JCLX JRB<M >T JDW M <L H MZBX L >MR TPFHW W TJBC JDW >CR CLX <LJW W L> JKL L HCJBH >LJW,NA,hif,infc,L HCJBH >LJW,NA,>LJW,>L,to him / it,0,prep,person,anim,det,prsf,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
186975,BW>[,MT,1_Kings,13,7,B>H,W JDBR H MLK >L >JC H >LHJM B>H >TJ H BJTH W S<DH W >TNH LK MTT,NA,qal,impv,B>H >TJ H BJTH,NA,H BJTH,H BJT/,in the house,1,dir-he,place,inanim,det,subs,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,non-prepositional
187051,BW>[,MT,1_Kings,13,10,B>,W JLK B DRK >XR W L> CB B DRK >CR B> BH >L BJT_>L,NA,qal,perf,>CR B> BH >L BJT_>L,NA,>L BJT_>L,>L BJT_>L/,to Beth-El,0,prep,toponym,inanim,det,nmpr,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
187163,HLK[,MT,1_Kings,13,15,LK,W J>MR >LJW LK >TJ H BJTH W >KL LXM,NA,qal,impv,LK >TJ H BJTH,NA,H BJTH,H BJT/,in the house,1,dir-he,place,inanim,det,subs,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,non-prepositional
187235,CWB[,MT,1_Kings,13,18,HCBHW,W J>MR LW GM >NJ NBJ> KMWK W ML>K DBR >LJ B DBR JHWH L >MR HCBHW >TK >L BJTK W J>KL LXM W JCT MJM KXC LW,NA,hif,impv,HCBHW >TK >L BJTK,NA,>L BJTK,>L BJT/,to your house,0,prep,place,inanim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
187326,BW>[,MT,1_Kings,13,22,TBW>,W TCB W T>KL LXM W TCT MJM B MQWM >CR DBR >LJK >L T>KL LXM W >L TCT MJM L> TBW> NBLTK >L QBR >BTJK,NA,qal,impf,L> TBW> NBLTK >L QBR >BTJK,NBLTK,>L QBR >BTJK,>L QBR/ >B/,to the tomb of your fathers,0,prep,place,inanim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
187511,BW>[,MT,1_Kings,13,29,JB>,W JF> H NBJ> >T NBLT >JC H >LHJM W JNXHW >L H XMWR W JCJBHW W JB> >L <JR H NBJ> H ZQN L SPD W L QBRW,NA,qal,wayq,W JB> >L <JR H NBJ> H ZQN,NA,>L <JR H NBJ> H ZQN,>L <JR/ H NBJ>/ H ZQN/,to the city of the old prophet,0,prep,place,inanim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
187669,HLK[,MT,1_Kings,14,2,HLKT,W J>MR JRB<M L >CTW QWMJ N> W HCTNJT W L> JD<W KJ >TJ >CT JRB<M W HLKT CLH HNH CM >XJH H NBJ> HW> DBR <LJ L MLK <L H <M H ZH,NA,qal,perf,W HLKT CLH,NA,CLH,CLH/,to Shiloh,0,vc,toponym,inanim,det,nmpr,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,non-prepositional
187698,BW>[,MT,1_Kings,14,3,B>T,W LQXT B JDK <FRH LXM W NQDJM W BQBQ DBC W B>T >LJW HW> JGJD LK MH JHJH L N<R,NA,qal,perf,W B>T >LJW,NA,>LJW,>L,to him / it,0,prep,person,anim,det,prsf,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
187716,HLK[,MT,1_Kings,14,4,TLK,W T<F KN >CT JRB<M W TQM W TLK CLH W TB> BJT >XJH W >XJHW L> JKL L R>WT KJ QMW <JNJW M FJBW,NA,qal,wayq,W TLK CLH,NA,CLH,CLH/,to Shiloh,0,vc,toponym,inanim,det,nmpr,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,non-prepositional
187719,BW>[,MT,1_Kings,14,4,TB>,W T<F KN >CT JRB<M W TQM W TLK CLH W TB> BJT >XJH W >XJHW L> JKL L R>WT KJ QMW <JNJW M FJBW,NA,qal,wayq,W TB> BJT >XJH,NA,BJT >XJH,BJT/ >XJH/,to the house of Ahijah,0,vc,place,inanim,det,subs,complex,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,non-prepositional
187876,BW>[,MT,1_Kings,14,10,MBJ>,LKN HNNJ MBJ> R<H >L BJT JRB<M W HKRTJ L JRB<M MCTJN B QJR <YWR W <ZWB B JFR>L W B<RTJ >XRJ BJT JRB<M K >CR JB<R H GLL <D TMW,NA,hif,ptca,HNNJ MBJ> R<H >L BJT JRB<M,NA,>L BJT JRB<M,>L BJT/ JRB<M/,to the house of Jeroboam,0,prep,place,inanim,det,subs,complex,fictive,goal,>L,NA,NA,NA,NA,NA,to bring evil / harm to a house - fictive,NA,NA,1_Kings_MT,prepositional
187931,HLK[,MT,1_Kings,14,12,LKJ,W >T QWMJ LKJ L BJTK B B>H RGLJK H <JRH W MT H JLD,NA,qal,impv,LKJ L BJTK,NA,L BJTK,L BJT/,to your house,0,prep,place,inanim,det,subs,complex,factive,goal,L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
187935,BW>[,MT,1_Kings,14,12,B>H,W >T QWMJ LKJ L BJTK B B>H RGLJK H <JRH W MT H JLD,NA,qal,infc,B B>H RGLJK H <JRH,RGLJK,H <JRH,H <JR/,to the city,1,dir-he,place,inanim,det,subs,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,non-prepositional
187955,BW>[,MT,1_Kings,14,13,JB>,W SPDW LW KL JFR>L W QBRW >TW KJ ZH L BDW JB> L JRB<M >L QBR J<N NMY> BW DBR VWB >L JHWH >LHJ JFR>L B BJT JRB<M,NA,qal,impf,KJ ZH L BDW JB> L JRB<M >L QBR,ZH,>L QBR,>L QBR/,to a grave,0,prep,place,inanim,und,subs,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
188057,BW>[,MT,1_Kings,14,17,TB>,W TQM >CT JRB<M W TLK W TB> TRYTH HJ> B>H B SP H BJT W H N<R MT,NA,qal,wayq,W TB> TRYTH,NA,TRYTH,TRYH/,to Tirzah,1,dir-he,toponym,inanim,det,nmpr,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,non-prepositional
188060,BW>[,MT,1_Kings,14,17,B>H,W TQM >CT JRB<M W TLK W TB> TRYTH HJ> B>H B SP H BJT W H N<R MT,NA,qal,ptca,HJ> B>H B SP H BJT,HJ>,B SP H BJT,B SP=/ H BJT/,on the threshold of the house,0,prep,place,inanim,det,subs,complex,factive,goal,B,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
188239,<LH[,MT,1_Kings,14,25,<LH,W JHJ B CNH H XMJCJT L MLK RXB<M <LH CWCQ MLK MYRJM <L JRWCLM,NA,qal,perf,<LH CWCQ MLK MYRJM <L JRWCLM,CWCQ MLK MYRJM,<L JRWCLM,<L JRWCLM/,upon Jerusalem,0,prep,toponym,inanim,det,nmpr,simple,factive,goal,<L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
188297,BW>[,MT,1_Kings,14,28,B>,W JHJ M DJ B> H MLK BJT JHWH JF>WM H RYJM W HCJBWM >L T> H RYJM,NA,qal,infc,M DJ B> H MLK BJT JHWH,H MLK,BJT JHWH,BJT/ JHWH/,to the house of YHWH,0,vc,place,inanim,det,subs,complex,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,non-prepositional
188306,CWB[,MT,1_Kings,14,28,HCJBWM,W JHJ M DJ B> H MLK BJT JHWH JF>WM H RYJM W HCJBWM >L T> H RYJM,NA,hif,perf,W HCJBWM >L T> H RYJM,NA,>L T> H RYJM,>L T>/ H RWY[,to the room of the ones running / guarding,0,prep,place,inanim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
188632,<LH[,MT,1_Kings,15,17,J<L,W J<L B<C> MLK JFR>L <L JHWDH W JBN >T H RMH L BLTJ TT JY> W B> L >S> MLK JHWDH,NA,qal,wayq,W J<L B<C> MLK JFR>L <L JHWDH,B<C> MLK JFR>L,<L JHWDH,<L JHWDH/,to / against Judah,0,prep,place,inanim,det,nmpr,simple,factive,goal,<L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
188648,BW>[,MT,1_Kings,15,17,B>,W J<L B<C> MLK JFR>L <L JHWDH W JBN >T H RMH L BLTJ TT JY> W B> L >S> MLK JHWDH,NA,qal,ptca,L BLTJ TT JY> W B> L >S> MLK JHWDH,NA,L >S> MLK JHWDH,L >S>/ MLK/ JHWDH/,to Asa king of Judah,0,prep,person,anim,det,nmpr,complex,factive,goal,L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
189443,BW>[,MT,1_Kings,16,18,JB>,W JHJ K R>WT ZMRJ KJ NLKDH H <JR W JB> >L >RMWN BJT H MLK W JFRP <LJW >T BJT MLK B >C W JMT,NA,qal,wayq,W JB> >L >RMWN BJT H MLK,NA,>L >RMWN BJT H MLK,>L >RMWN/ BJT/ H MLK/,to the citadell of the house of the king,0,prep,place,inanim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
189954,HLK[,MT,1_Kings,17,9,LK,QWM LK YRPTH >CR L YJDWN W JCBT CM HNH YWJTJ CM >CH >LMNH L KLKLK,NA,qal,impv,LK YRPTH,NA,YRPTH,YRPT/,to Zarephath,1,dir-he,toponym,inanim,det,nmpr,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,non-prepositional
189972,HLK[,MT,1_Kings,17,10,JLK,W JQM W JLK YRPTH W JB> >L PTX H <JR W HNH CM >CH >LMNH MQCCT <YJM W JQR> >LJH W J>MR QXJ N> LJ M<V MJM B KLJ W >CTH,NA,qal,wayq,W JLK YRPTH,NA,YRPTH,YRPT/,to Zarephath,1,dir-he,toponym,inanim,det,nmpr,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,non-prepositional
189975,BW>[,MT,1_Kings,17,10,JB>,W JQM W JLK YRPTH W JB> >L PTX H <JR W HNH CM >CH >LMNH MQCCT <YJM W JQR> >LJH W J>MR QXJ N> LJ M<V MJM B KLJ W >CTH,NA,qal,wayq,W JB> >L PTX H <JR,NA,>L PTX H <JR,>L PTX/ H <JR/,to the door of the city,0,prep,place,inanim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
190079,JY>[,MT,1_Kings,17,13,HWY>T,W J>MR >LJH >LJHW >L TJR>J B>J <FJ K DBRK >K <FJ LJ M CM <GH QVNH B R>CNH W HWY>T LJ W LK W L BNK T<FJ B >XRNH,NA,hif,perf,W HWY>T LJ,NA,LJ,L,to me,0,prep,person,anim,det,prsf,simple,factive,goal,L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
190186,BW>[,MT,1_Kings,17,18,B>T,W T>MR >L >LJHW MH LJ W LK >JC H >LHJM B>T >LJ L HZKJR >T <WNJ W L HMJT >T BNJ,NA,qal,perf,B>T >LJ,NA,>LJ,>L,to me,0,prep,person,anim,det,prsf,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
190209,<LH[,MT,1_Kings,17,19,J<LHW,W J>MR >LJH TNJ LJ >T BNK W JQXHW M XJQH W J<LHW >L H <LJH >CR HW> JCB CM W JCKBHW <L MVTW,NA,hif,wayq,W J<LHW >L H <LJH,NA,>L H <LJH,>L H <LJH/,to the upper room,0,prep,place,inanim,det,subs,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
190258,CWB[,MT,1_Kings,17,21,TCB,W JTMDD <L H JLD CLC P<MJM W JQR> >L JHWH W J>MR JHWH >LHJ TCB N> NPC H JLD H ZH <L QRBW,NA,qal,impf,TCB N> NPC H JLD H ZH <L QRBW,NPC H JLD H ZH,<L QRBW,<L QRB/,in his midst / inside of him,0,prep,body part,inanim,det,subs,complex,fictive,goal,<L,NA,NA,NA,NA,NA,let the soul of this child come inside of him,NA,NA,1_Kings_MT,prepositional
190274,CWB[,MT,1_Kings,17,22,TCB,W JCM< JHWH B QWL >LJHW W TCB NPC H JLD <L QRBW W JXJ,NA,qal,wayq,W TCB NPC H JLD <L QRBW,NPC H JLD,<L QRBW,<L QRB/,in his midst / inside of him,0,prep,body part,inanim,det,subs,complex,fictive,goal,<L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
190289,JRD[,MT,1_Kings,17,23,JRDHW,W JQX >LJHW >T H JLD W JRDHW MN H <LJH H BJTH W JTNHW L >MW W J>MR >LJHW R>J XJ BNK,NA,hif,wayq,W JRDHW MN H <LJH H BJTH,NA,H BJTH,H BJT/,in the house,1,dir-he,place,inanim,det,subs,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,non-prepositional
190411,HLK[,MT,1_Kings,18,5,LK,W J>MR >X>B >L <BDJHW LK B >RY >L KL M<JNJ H MJM W >L KL H NXLJM >WLJ NMY> XYJR W NXJH SWS W PRD W LW> NKRJT M H BHMH,NA,qal,impv,LK B >RY >L KL M<JNJ H MJM W >L KL H NXLJM,NA,B >RY,B >RY/,through / in a land,0,prep,place,inanim,und,subs,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
190411,HLK[,MT,1_Kings,18,5,LK,W J>MR >X>B >L <BDJHW LK B >RY >L KL M<JNJ H MJM W >L KL H NXLJM >WLJ NMY> XYJR W NXJH SWS W PRD W LW> NKRJT M H BHMH,NA,qal,impv,LK B >RY >L KL M<JNJ H MJM W >L KL H NXLJM,NA,>L KL M<JNJ H MJM W >L KL H NXLJM,>L KL/ M<JN/ H MJM/ W >L KL/ H NXL/,to all the springs of water and to all the torrents,0,prep,place,inanim,det,subs,complex,factive,goal,>L,>L,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
190449,HLK[,MT,1_Kings,18,6,HLK,W JXLQW LHM >T H >RY L <BR BH >X>B HLK B DRK >XD L BDW W <BDJHW HLK B DRK >XD L BDW,NA,qal,perf,>X>B HLK B DRK >XD L BDW,>X>B,B DRK >XD,B DRK/ >XD/,in one way,0,prep,place,inanim,und,subs,complex,factive,goal,B,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
190457,HLK[,MT,1_Kings,18,6,HLK,W JXLQW LHM >T H >RY L <BR BH >X>B HLK B DRK >XD L BDW W <BDJHW HLK B DRK >XD L BDW,NA,qal,perf,W <BDJHW HLK B DRK >XD L BDW,<BDJHW,B DRK >XD,B DRK/ >XD/,in one way,0,prep,place,inanim,und,subs,complex,factive,goal,B,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
190742,NGC[,MT,1_Kings,18,21,JGC,W JGC >LJHW >L KL H <M W J>MR <D MTJ >TM PSXJM <L CTJ H S<PJM >M JHWH H >LHJM LKW >XRJW W >M H B<L LKW >XRJW W L> <NW H <M >TW DBR,NA,qal,wayq,W JGC >LJHW >L KL H <M,>LJHW,>L KL H <M,>L KL/ H <M/,to all the people,0,prep,group,anim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
191024,NGC[,MT,1_Kings,18,30,GCW,W J>MR >LJHW L KL H <M GCW >LJ W JGCW KL H <M >LJW W JRP> >T MZBX JHWH H HRWS,NA,qal,impv,GCW >LJ,NA,>LJ,>L,to me,0,prep,person,anim,det,prsf,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
191027,NGC[,MT,1_Kings,18,30,JGCW,W J>MR >LJHW L KL H <M GCW >LJ W JGCW KL H <M >LJW W JRP> >T MZBX JHWH H HRWS,NA,qal,wayq,W JGCW KL H <M >LJW,KL H <M,>LJW,>L,to him / it,0,prep,person,anim,det,prsf,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
191260,JRD[,MT,1_Kings,18,40,JWRDM,W J>MR >LJHW LHM TPFW >T NBJ>J H B<L >JC >L JMLV MHM W JTPFWM W JWRDM >LJHW >L NXL QJCWN W JCXVM CM,NA,hif,wayq,W JWRDM >LJHW >L NXL QJCWN,>LJHW,>L NXL QJCWN,>L NXL/ QJCWN/,to the valley of Kishon,0,prep,place,inanim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
191292,<LH[,MT,1_Kings,18,42,<LH,W J<LH >X>B L >KL W L CTWT W >LJHW <LH >L R>C H KRML W JGHR >RYH W JFM PNJW BJN BRKW,NA,qal,perf,W >LJHW <LH >L R>C H KRML,>LJHW,>L R>C H KRML,>L R>C/ H KRML==/,to the top of the Carmel,0,prep,place,inanim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
191379,HLK[,MT,1_Kings,18,45,JLK,W JHJ <D KH W <D KH W H CMJM HTQDRW <BJM W RWX W JHJ GCM GDWL W JRKB >X>B W JLK JZR<>LH,NA,qal,wayq,W JLK JZR<>LH,NA,JZR<>LH,JZR<>L/,to Jezreel,1,dir-he,toponym,inanim,det,nmpr,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,non-prepositional
191396,BW>[,MT,1_Kings,18,46,B>KH,W JD JHWH HJTH >L >LJHW W JCNS MTNJW W JRY L PNJ >X>B <D B>KH JZR<>LH,NA,qal,infc,<D B>KH JZR<>LH,NA,JZR<>LH,JZR<>L/,to Jezreel,1,dir-he,toponym,inanim,det,nmpr,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,non-prepositional
191455,BW>[,MT,1_Kings,19,3,JB>,W JR> W JQM W JLK >L NPCW W JB> B>R CB< >CR L JHWDH W JNX >T N<RW CM,NA,qal,wayq,W JB> B>R CB<,NA,B>R CB<,B>R/ CB<==/,to Beersheba,0,vc,place,inanim,det,subs,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,non-prepositional
191468,HLK[,MT,1_Kings,19,4,HLK,W HW> HLK B MDBR DRK JWM W JB> W JCB TXT RTM >XT W JC>L >T NPCW L MWT W J>MR RB <TH JHWH QX NPCJ KJ L> VWB >NKJ M >BTJ,NA,qal,perf,W HW> HLK B MDBR DRK JWM,HW>,B MDBR,B H MDBR/,in the wilderness,0,prep,place,inanim,det,subs,simple,factive,goal,B,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
191560,HLK[,MT,1_Kings,19,8,JLK,W JQM W J>KL W JCTH W JLK B KX H >KJLH H HJ> >RB<JM JWM W >RB<JM LJLH <D HR H >LHJM XRB,NA,qal,wayq,W JLK B KX H >KJLH H HJ> >RB<JM JWM W >RB<JM LJLH <D HR H >LHJM XRB,NA,<D HR H >LHJM XRB,<D HR/ H >LHJM/ XRB===/,"to the mountain of god, Horeb",0,prep,place,inanim,det,subs,complex,factive,goal,<D,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
191578,BW>[,MT,1_Kings,19,9,JB>,W JB> CM >L H M<RH W JLN CM W HNH DBR JHWH >LJW W J>MR LW MH LK PH >LJHW,NA,qal,wayq,W JB> CM >L H M<RH,NA,>L H M<RH,>L H M<RH/,to the cave,0,prep,place,inanim,det,subs,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,prepositional
191758,CWB[,MT,1_Kings,19,15,CWB,W J>MR JHWH >LJW LK CWB L DRKK MDBRH DMFQ W B>T W MCXT >T XZ>L L MLK <L >RM,NA,qal,impv,CWB L DRKK MDBRH DMFQ,NA,MDBRH DMFQ,MDBR/ DMFQ/,to the wilderness of Damascus,1,dir-he,place,inanim,det,subs,complex,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_Kings_MT,non-prepositional
