verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,gcons_clause,subject,complement,dir_he,dir_he_dss,sign_info,stem,tense,preposition_1,preposition_2,preposition_3,preposition_4
1920191,BW>[,1Q8,Isaiah,22,15,BW>,KH >MR >DNJ JHWH YB>WT LK BW> >L H SKN H ZH <L CBN> >CR <L H BJT,BW> >L H SKN H ZH <L CBN>,,>L H SKN H ZH <L CBN>,0,0,0000000000000000000000000000000000000000000000000,qal,impv,>L,<L,,
1902318,HLK[,1Qisaa,Isaiah,22,15,LK,KH >MR >DWNJ JHWH YB>WT LK BW> >L H SWKN H ZH >L CBN> >CR <L H BJT,,,,,0,000000000000000000000000000000000000000000000000000,qal,impv,,,,
1902319,BW>[,1Qisaa,Isaiah,22,15,BW>,KH >MR >DWNJ JHWH YB>WT LK BW> >L H SWKN H ZH >L CBN> >CR <L H BJT,BW> >L H SWKN H ZH >L CBN,,>L H SWKN H ZH >L CBN,0,0,,qal,impv,>L,<L,,
1920309,MWC[,1Q8,Isaiah,22,25,TMWC,B JWM H HW> N>M JHWH YB>WT TMWC H JTD H TQW<H B MQWM N>MN W NGD<H W NPLH W NKRT H MF> >CR <LJH KJ JHWH DBR,,,,,0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,qal,impf,,,,
1920320,NPL[,1Q8,Isaiah,22,25,NPLH,B JWM H HW> N>M JHWH YB>WT TMWC H JTD H TQW<H B MQWM N>MN W NGD<H W NPLH W NKRT H MF> >CR <LJH KJ JHWH DBR,,,,,0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,qal,perf,,,,
1902495,MWC[,1Qisaa,Isaiah,22,25,TMWC,B JWM H HW> NW>M JHWH YB>WT TMWC H JTD H TQW<H B MQWM N>MN W NGD<H W NPLH W NKRT H MF> >CR <LJH KJ JHWH DBR,,,,,0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000,qal,impf,,,,
1902506,NPL[,1Qisaa,Isaiah,22,25,NPLH,B JWM H HW> NW>M JHWH YB>WT TMWC H JTD H TQW<H B MQWM N>MN W NGD<H W NPLH W NKRT H MF> >CR <LJH KJ JHWH DBR,,,,,0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000,qal,perf,,,,
219425,BW>[,MT,Isaiah,23,1,BW>,MF> YR HJLJLW >NJWT TRCJC KJ CDD M BJT M BW> M >RY KTJM NGLH LMW,M BW> M >RY KTJM,,M >RY KTJM,,,,qal,infc,MN,,,
219429,GLH[,MT,Isaiah,23,1,NGLH,MF> YR HJLJLW >NJWT TRCJC KJ CDD M BJT M BW> M >RY KTJM NGLH LMW,NGLH LMW,,LMW,,,,nif,perf,L,,,
1920341,BW>[,1Q8,Isaiah,23,1,BW>,MF> YR HJLJLW >NJWT TRCJC KJ CDD M BJT M BW> M >RY KTJM NGLH LMW,M BW> M >RY KTJJM,,M >RY KTJJM,,0,0000000000000000000000000000000000000000000000000000,qal,infc,MN,,,
1920345,GLH[,1Q8,Isaiah,23,1,NGLH,MF> YR HJLJLW >NJWT TRCJC KJ CDD M BJT M BW> M >RY KTJM NGLH LMW,NGLH LMW,,LMW,,0,0000000000000000000000000000000000000000000000000000,nifal,perf,L,,,
1902527,BW>[,1Qisaa,Isaiah,23,1,BW>,MF> YR >JLJLW >NJWT TRCJC KJ CWDD M BJT M BW> M >RY KTJJM NGLH LMW,M BW> M >RY KTJJM,,M >RY KTJJM,,0,000000000000000000000000000000000000000000000000000000,qal,infc,MN,,,
1902531,GLH[,1Qisaa,Isaiah,23,1,NGLH,MF> YR >JLJLW >NJWT TRCJC KJ CWDD M BJT M BW> M >RY KTJJM NGLH LMW,NGLH LMW,,LMW,,0,000000000000000000000000000000000000000000000000000000,nifal,perf,L,,,
1902539,<BR[,1Qisaa,Isaiah,23,2,<BRW,DMW JWCBJ >J SXR YJDWN <BRW JM ML>KJK,,,,,0,000000000000000000000000000000000,qal,perf,,,,
219482,<BR[,MT,Isaiah,23,6,<BRW,<BRW TRCJCH HJLJLW JCBJ >J,<BRW TRCJCH,,TRCJCH,,,,qal,impv,,,,
1902589,<BR[,1Qisaa,Isaiah,23,6,<WBRJ,<WBRJ TLRCJCH HJLJLW JWCBJ >J,<WBRJ TLRCJCH,,TLRCJCH,,1,0000000000000000000000000000,qal,impv,,,,
219527,<BR[,MT,Isaiah,23,10,<BRJ,<BRJ >RYK K J>R BT TRCJC >JN MZX <WD,<BRJ >RYK K J>R,,>RYK,,,,qal,impv,,,,
219565,<BR[,MT,Isaiah,23,12,<BRJ,W J>MR L> TWSJPJ <WD L <LWZ H M<CQH BTWLT BT YJDWN KTJJM QWMJ <BRJ GM CM L> JNWX LK,KTJJM <BRJ,,KTJJM,,,,qal,impv,,,,
1902679,<BR[,1Qisaa,Isaiah,23,12,<BRJ,W JW>MR LW> TWSJPJ <WD L <LWZ M<CQH BTWLT BT YJDWN KTJJM QWMJ <BRJ GM CM LW> JNWX LK,KTJJM <BRJ,,KTJJM,0,0,,qal,impv,,,,
1902683,NWX[,1Qisaa,Isaiah,23,12,JNWX,W JW>MR LW> TWSJPJ <WD L <LWZ M<CQH BTWLT BT YJDWN KTJJM QWMJ <BRJ GM CM LW> JNWX LK,,,,,0,000000000000000000000000000000000000000000000000000000000000000000000,qal,impf,,,,
219646,CWB[,MT,Isaiah,23,17,CBH,W HJH M QY CB<JM CNH JPQD JHWH >T YR W CBH L >TNNH W ZNTH >T KL MMLKWT H >RY <L PNJ H >DMH,W CBH L >TNNH,,L >TNNH,,,,qal,perf,L,,,
1902749,CWB[,1Qisaa,Isaiah,23,17,CBH,W HJH M QY CB<JN CNH JPQWD JHWH >T YR W CBH L >TNNH W ZNTH >T MMLKWT H >RY <L PNJ H >DMH,W CBH L >TNNH,,L >TNNH,0,0,,qal,perf,L,,,
1902946,GLH[,1Qisaa,Isaiah,24,11,GLH,YWXH <L H JJN B XWYWT <RBH KWL FMXH GLH MFWF H >RY,,,,,0,0000000000000000000000000000000000000000,qal,perf,,,,
219938,NWS[,MT,Isaiah,24,18,NS,W HJH H NS M QWL H PXD JPL >L H PXT W H <WLH M TWK H PXT JLKD B PX KJ >RBWT M MRWM NPTXW W JR<CW MWSDJ >RY,H NS M QWL H PXD,,M QWL H PXD,,,,qal,ptca,MN,,,
219943,NPL[,MT,Isaiah,24,18,JPL,W HJH H NS M QWL H PXD JPL >L H PXT W H <WLH M TWK H PXT JLKD B PX KJ >RBWT M MRWM NPTXW W JR<CW MWSDJ >RY,JPL >L H PXT,,>L H PXT,,,,qal,impf,>L,,,
219949,<LH[,MT,Isaiah,24,18,<WLH,W HJH H NS M QWL H PXD JPL >L H PXT W H <WLH M TWK H PXT JLKD B PX KJ >RBWT M MRWM NPTXW W JR<CW MWSDJ >RY,H <WLH M TWK H PXT,,M TWK H PXT,,,,qal,ptca,MN,,,
1920401,NWS[,1Q8,Isaiah,24,18,NS,H NS M QWL H PXD JPL >L H PXT W H <WLH M TWK H PXT JLKD B PX KJ >RBWT M MRWM NPTXW W JR<CW MWSDJ >RY,H NS M QWL H PXD,,M QWL H PXD,0,0,00000000000000000000000000000000000000000000000000000000000000000000000000,qal,ptca,M,,,
1920406,NPL[,1Q8,Isaiah,24,18,JPL,H NS M QWL H PXD JPL >L H PXT W H <WLH M TWK H PXT JLKD B PX KJ >RBWT M MRWM NPTXW W JR<CW MWSDJ >RY,JPL >L H PXT,,>L H PXT,0,0,00000000000000000000000000000000000000000000000000000000000000000000000000,qal,impf,>L,,,
1920412,<LH[,1Q8,Isaiah,24,18,<WLH,H NS M QWL H PXD JPL >L H PXT W H <WLH M TWK H PXT JLKD B PX KJ >RBWT M MRWM NPTXW W JR<CW MWSDJ >RY,H <WLH M TWK H PXT,,M TWK H PXT,0,0,00000000000000000000000000000000000000000000000000000000000000000000000000,qal,ptca,M,,,
1903044,NWS[,1Qisaa,Isaiah,24,18,NS,W HJH H NS M QWL H PXD JPWL >L H PXT W H <WLH M TWK H PXT JLKD B PX KJ >RBWT M MRWM NPTXW W JR<CW MWSDJ >RY,H NS M QWL H PXD,,M QWL H PXD,0,0,,qal,ptca,M,,,
1903049,NPL[,1Qisaa,Isaiah,24,18,JPWL,W HJH H NS M QWL H PXD JPWL >L H PXT W H <WLH M TWK H PXT JLKD B PX KJ >RBWT M MRWM NPTXW W JR<CW MWSDJ >RY,JPWL >L H PXT,,>L H PXT,0,0,,qal,impf,>L,,,
1903055,<LH[,1Qisaa,Isaiah,24,18,<WLH,W HJH H NS M QWL H PXD JPWL >L H PXT W H <WLH M TWK H PXT JLKD B PX KJ >RBWT M MRWM NPTXW W JR<CW MWSDJ >RY,H <WLH M TWK H PXT,,M TWK H PXT,0,0,,qal,ptca,M,,,
1920454,NPL[,1Q8,Isaiah,24,20,NPLH,NW< TNW< >RY K CKWR W HTNWD> K MLWNH W KBD <LJH PC<H W NPLH W L> TSJP QWM,,,,,0,00000000000000000000000000000000000000000000000000000000000,qal,perf,,,,
1903100,NPL[,1Qisaa,Isaiah,24,20,NPL,NW< TNW< H >RY K CKWR W HTNWDD> W K MLWNH W KBD <LJH PC<H W NPL W LW> TWSJP QWM,,,,,0,000000000000000000000000000000000000000000000000000000000000000,qal,perf,,,,
220204,SWR[,MT,Isaiah,25,8,JSJR,BL< H MWT L NYX W MXH >DNJ JHWH DM<H M <L KL PNJM W XRPT <MW JSJR M <L KL H >RY KJ JHWH DBR,W XRPT <MW JSJR M <L KL H >RY,,M <L KL H >RY,,,,hif,impf,MN,<L,,
1920668,SWR[,1Q8,Isaiah,25,8,JSJR,BL< H MWT L NYX W MXH >DNJ JHWH DM<H M <L KL PNJM W XRPT <MW JSJR M <L KL H >RY KJ JHWH DBR,W XRPT <MW JSJR M <L KWL H >RY,,M <L KWL H >RY,,0,000000000000000000000000000000000000000000000000000000000000000000000,hifil,impf,MN,<L,,
1903313,SWR[,1Qisaa,Isaiah,25,8,JSJR,BL< H MWT L NYX W MXH >DWNJ JHWH DM<H M <L KWL PNJM W XRPT <MW JSJR M <L KWL H >RY KJ JHWH DBR,W XRPT <MW JSJR M <L KWL H >RY,,M <L KWL H >RY,,0,000000000000000000000000000000000000000000000000000000000000000000000000,hifil,impf,MN,<L,,
220237,NWX[,MT,Isaiah,25,10,TNWX,KJ TNWX JD JHWH B HR H ZH W NDWC MW>B TXTJW K HDWC MTBN BMJ MDMNH,KJ TNWX JD JHWH B HR H ZH,JD JHWH,B HR H ZH,,,,qal,impf,B,,,
1903348,NWX[,1Qisaa,Isaiah,25,10,TNWX,KJ TNWX JD JHWH B HR H ZH W NDC MW>B TXTJW K XDWC MTBN B MJ MDMNH,KJ TNWX JD JHWH B HR H ZH,JD JHWH,B HR H ZH,0,0,,qal,impf,B,,,
220526,BW>[,MT,Isaiah,26,20,B>,LK <MJ B> B XDRJK W SGR DLTJK B<DK XBJ K M<V RG< <D J<BWR Z<M,B> B XDRJK,,B XDRJK,,,,qal,impv,B,,,
1903652,BW>[,1Qisaa,Isaiah,26,20,B>,LK <MJ B> B XDRJK W SGR DLTJK B<DK XBW K M<V RG< <D J<BWR Z<M,B> B XDRJK,,B XDRJK,,0,0000000000000000000000000000000000000000000000000000,qal,impv,B,,,
220543,JY>[,MT,Isaiah,26,21,JY>,KJ HNH JHWH JY> M MQWMW L PQD <WN JCB H >RY <LJW W GLTH H >RY >T DMJH W L> TKSH <WD <L HRWGJH,KJ HNH JHWH JY> M MQWMW,JHWH,M MQWMW,,,,qal,ptca,MN,,,
1903669,JY>[,1Qisaa,Isaiah,26,21,JY>,KJ JHWH JY> M MQWMW L PQWD <WWN JWCB H >RY <LJW W GLTH H >RY >T DMJH W LW> TKSH <WD <L HRWGJH,KJ JHWH JY> M MQWMW,JHWH,M MQWMW,0,0,,qal,ptca,M,,,
1903680,GLH[,1Qisaa,Isaiah,26,21,GLTH,KJ JHWH JY> M MQWMW L PQWD <WWN JWCB H >RY <LJW W GLTH H >RY >T DMJH W LW> TKSH <WD <L HRWGJH,,,,,0,0000000000000000000000000000000000000000000000000000000000000000000000000000,piel,perf,,,,
1903711,BRX[,1Qisaa,Isaiah,27,1,BWRX,B JWM H HW> JPQWD JHWH B XRBW H QCH W H GDWLH W H XZQH <L LWJTN NXC BWRX W <L LWJTN NXC <QLTWN W HRG >T H TNJN >CR B JM,,,,,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,qal,ptca,,,,
1903777,BW>[,1Qisaa,Isaiah,27,6,B>JM,H B>JM JCRJC J<QWB W JYJY W JPRX JFR>L W ML>W PNJ TBL TNWBH,,,,,0,000000000000000000000000000000000000000000000000,qal,ptca,,,,
1903827,SWR[,1Qisaa,Isaiah,27,9,HSJR,L KN B ZW>T JKPR <WWN J<QWB W ZH KWL PRJ HSJR XV>WW B FWMW KWL >BNJ MZBX K >BNJ GJR MNPYWT LW> JQWMW >CRJM W XMNJM,,,,,0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,hifil,infc,,,,
1903870,BW>[,1Qisaa,Isaiah,27,11,B>WT,B JBC QYJRH TCBRNH NCJM B>WT M>JRWT >WTH KJ LW> <M BJNWT HW> <L KN LW> JRXMNW <WFHW W JWYRW LW> JXWNNW,,,,,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,qal,ptca,,,,
1903923,BW>[,1Qisaa,Isaiah,27,13,B>W,W HJH B JWM H HW> JTQ< B CWPR GDWL W B>W H >WBDJM B >RY >CWR W H NDXJM B >RY MYRJM W HCTXW L JHWH B HR H QDC B JRWCLM,,,,,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,qal,perf,,,,
220840,CVP[,MT,Isaiah,28,2,CVPJM,HNH XZQ W >MY L >DNJ K ZRM BRD F<R QVB K ZRM MJM KBJRJM CVPJM HNJX L >RY B JD,K ZRM BRD F<R QVB K ZRM MJM KBJRJM CVPJM HNJX L >RY B JD,,L >RY,,,,qal,ptca,L,,,
220841,NWX[,MT,Isaiah,28,2,HNJX,HNH XZQ W >MY L >DNJ K ZRM BRD F<R QVB K ZRM MJM KBJRJM CVPJM HNJX L >RY B JD,K ZRM BRD F<R QVB K ZRM MJM KBJRJM CVPJM HNJX L >RY B JD,,L >RY,,,,hif,perf,L,,,
1903980,CVP[,1Qisaa,Isaiah,28,2,CWVPJM,HNH B XZQ W >MY L JHWH K ZRM BRD F<R QVB K ZRM MJM KBRJM CWVPJM W HNJX L >RY B JD,,,,,0,0000000000000000000000000000000000000000000000000000000000000,qal,ptca,,,,
1903982,NWX[,1Qisaa,Isaiah,28,2,HNJX,HNH B XZQ W >MY L JHWH K ZRM BRD F<R QVB K ZRM MJM KBRJM CWVPJM W HNJX L >RY B JD,K ZRM BRD F<R QVB K ZRM MJM KBRJM CWVPJM W HNJX L >RY B JD,,L >RY,0,0,,hifil,perf,L,,,
1904054,CWB[,1Qisaa,Isaiah,28,6,MCJBJ,W L RWX MCPV L JWCB <L H MCPV W L GBWRH MCJBJ MLXMH C<R,,,,,0,0000000000000000000000000000000000000000000,hifil,ptca,,,,
1904066,T<H[,1Qisaa,Isaiah,28,7,T<W,GM >LH B JJN CGW W B CKR T<W KWHN W NBJ CGW B CKR NBL<W MN H JJN T<W MN H CKR CGW B R>H PQW PLJLJH,,,,,0,0000000000000000000000000000000000000000000000000000000000000000000000000,qal,perf,,,,
1904077,T<H[,1Qisaa,Isaiah,28,7,T<W,GM >LH B JJN CGW W B CKR T<W KWHN W NBJ CGW B CKR NBL<W MN H JJN T<W MN H CKR CGW B R>H PQW PLJLJH,,,,,0,0000000000000000000000000000000000000000000000000000000000000000000000000,qal,perf,,,,
221007,NWX[,MT,Isaiah,28,12,HNJXW,>CR >MR >LJHM Z>T H MNWXH HNJXW L <JP W Z>T H MRG<H W L> >BW> CMW<,HNJXW L <JP,,L <JP,,,,hif,impv,L,,,
1904151,NWX[,1Qisaa,Isaiah,28,12,HNJXW,>CR >MR >LJHMH ZW>T H MNWXH HNJXW L J<WP W ZW>T H MRG<H W LW> >BW L CMW<,HNJXW L J<WP,,L J<WP,0,0,,hifil,impv,L,,,
1904186,HLK[,1Qisaa,Isaiah,28,13,JLKW,W HJH LHM DBR JHWH YJ L YJ YJ L YJ QW L QW QW L QW Z<JR CM Z<JR CM LM<N JLKW W KCLW >XWR W NCBRW W NWQCW W NLKDW,,,,,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,qal,impf,,,,
1920758,CVP[,1Q8,Isaiah,28,15,CWVP,KRTNW BRJT >T MWT W <M C>WL <FJNW XZH CJV CWVP KJ <BR L> JB>NW KJ FMNW KZB MXSNW W B CQR NSTRNW,,,,,0,00000000000000000000000000000000000000000000000000000000000000000000000000000,qal,ptca,,,,
1920760,<BR[,1Q8,Isaiah,28,15,<BR,KRTNW BRJT >T MWT W <M C>WL <FJNW XZH CJV CWVP KJ <BR L> JB>NW KJ FMNW KZB MXSNW W B CQR NSTRNW,,,,,0,00000000000000000000000000000000000000000000000000000000000000000000000000000,qal,perf,,,,
1920762,BW>[,1Q8,Isaiah,28,15,JB>NW,KRTNW BRJT >T MWT W <M C>WL <FJNW XZH CJV CWVP KJ <BR L> JB>NW KJ FMNW KZB MXSNW W B CQR NSTRNW,,,,,0,00000000000000000000000000000000000000000000000000000000000000000000000000000,qal,impf,,,,
1904225,CVP[,1Qisaa,Isaiah,28,15,CWVP,KJ >MRTM KRTNW BRJT >T MWT W <M C>WL <FJNW XZH CWV CWVP KJ JBWR LW> JBW>NW KJ FMNW KZB MXSNJ W B CQR NSTRNW,,,,,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,qal,ptca,,,,
1904227,<BR[,1Qisaa,Isaiah,28,15,JBWR,KJ >MRTM KRTNW BRJT >T MWT W <M C>WL <FJNW XZH CWV CWVP KJ JBWR LW> JBW>NW KJ FMNW KZB MXSNJ W B CQR NSTRNW,,,,,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,qal,impf,,,,
1904229,BW>[,1Qisaa,Isaiah,28,15,JBW>NW,KJ >MRTM KRTNW BRJT >T MWT W <M C>WL <FJNW XZH CWV CWVP KJ JBWR LW> JBW>NW KJ FMNW KZB MXSNJ W B CQR NSTRNW,,,,,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,qal,impf,,,,
1920792,XWC[,1Q8,Isaiah,28,16,JXJC,L KN KH >MR >DNJ JHWH HNNJ JWSD B YJWN >BN >BN BXN PNT JQRT MWSD MWSD H M>MJN L> JXJC,,,,,0,00000000000000000000000000000000000000000000000000000000000000000000,hifil,impf,,,,
1904259,XWC[,1Qisaa,Isaiah,28,16,JXJC,L KN KH >MR >DWNJ JHWH HNNJ MJSD B YJWN >BN >BN BXN PNT JQRT MWSD MWSD H M>MJN LW> JXJC,,,,,0,0000000000000000000000000000000000000000000000000000000000000000000000,hifil,impf,,,,
1920811,CVP[,1Q8,Isaiah,28,17,JCVPW,W FMTJ MCPV L QW W YDQH L MCQLT W J<H BRD MXSH KZB W STR MJM JCVPW,,,,,0,000000000000000000000000000000000000000000000000000,qal,impf,,,,
1904280,CVP[,1Qisaa,Isaiah,28,17,CVPW,W FMTJ MCPV L QW W YDQH L MCQLT W J<H BRD M MXSH KZB W STR MJM W CVPW,,,,,0,0000000000000000000000000000000000000000000000000000,qal,perf,,,,
1920825,CVP[,1Q8,Isaiah,28,18,CWVP,W KPR BRJTKM >T MWT W XZWTKM >T C>WL L> TQWM CWV CWVP KJ J<BR W HJJTM LW L MRMS,,,,,0,00000000000000000000000000000000000000000000000000000000000000000,qal,ptca,,,,
1920827,<BR[,1Q8,Isaiah,28,18,J<BR,W KPR BRJTKM >T MWT W XZWTKM >T C>WL L> TQWM CWV CWVP KJ J<BR W HJJTM LW L MRMS,,,,,0,00000000000000000000000000000000000000000000000000000000000000000,qal,impf,,,,
1904295,CVP[,1Qisaa,Isaiah,28,18,CWVP,W KPR >T BRJTKMH >T MWT W XZWTKM >T C>WL LW> TQWM CWV CWVP KJ J<BWR W HJJTMH LW L MRMS,,,,,0,00000000000000000000000000000000000000000000000000000000000000000000000,qal,ptca,,,,
1904297,<BR[,1Qisaa,Isaiah,28,18,J<BWR,W KPR >T BRJTKMH >T MWT W XZWTKM >T C>WL LW> TQWM CWV CWVP KJ J<BWR W HJJTMH LW L MRMS,,,,,0,00000000000000000000000000000000000000000000000000000000000000000000000,qal,impf,,,,
1920836,<BR[,1Q8,Isaiah,28,19,<BRW,M DJ <BRW JQX >TKM KJ B BQR B BQR J<BR W B LJLH W HJH RQ ZW<H HBJN CMW<H,,,,,0,0000000000000000000000000000000111000000000000000000000000000,qal,infc,,,,
1920844,<BR[,1Q8,Isaiah,28,19,J<BR,M DJ <BRW JQX >TKM KJ B BQR B BQR J<BR W B LJLH W HJH RQ ZW<H HBJN CMW<H,,,,,0,0000000000000000000000000000000111000000000000000000000000000,qal,impf,,,,
1904306,<BR[,1Qisaa,Isaiah,28,19,<BRW,M DJ <BRW JQX >TKMH KJ B BQR B BQR J<BWR B JWM W B LJLH RQ ZW<H HBJN CMW<H,,,,,0,00000000000000000000000000000000000000000000000000000000000,qal,infc,,,,
1904314,<BR[,1Qisaa,Isaiah,28,19,J<BWR,M DJ <BRW JQX >TKMH KJ B BQR B BQR J<BWR B JWM W B LJLH RQ ZW<H HBJN CMW<H,,,,,0,00000000000000000000000000000000000000000000000000000000000,qal,impf,,,,
221291,SBB[,MT,Isaiah,28,27,JWSB,KJ L> B XRWY JWDC QYX W >WPN <GLH <L KMN JWSB KJ B MVH JXBV QYX W KMN B CBV,W >WPN <GLH <L KMN JWSB,>WPN <GLH,<L KMN,,,,hof,impf,<L,,,
1904447,SBB[,1Qisaa,Isaiah,28,27,JSWB,KJ LW> B XRWY JDC QYX W >PN <GLH <L KMN JSWB KJ B MVH JXBV QYX W KMN B CBV,W >PN <GLH <L KMN JSWB,W >PN <GLH ,<L KMN,0,0,,qal,impf,<L,,,
221325,JY>[,MT,Isaiah,28,29,JY>H,GM Z>T M <M JHWH YB>WT JY>H HPLJ> <YH HGDJL TWCJH,GM Z>T M <M JHWH YB>WT JY>H,GM Z>T,M <M JHWH YB>WT,,,,qal,perf,MN,<M,,
1904480,JY>[,1Qisaa,Isaiah,28,29,JY>H,GM ZW>T M <M JHWH YB>WT JY>H HPLH <YH W HGDJL TWCJH,GM ZW>T M <M JHWH YB>WT JY>H,GM ZW>T,M <M JHWH YB>WT,0,0,,qal,perf,M,<M,,
1920957,<BR[,1Q8,Isaiah,29,5,<WBR,W HJH W K MY <WBR HMWN <RJYJM W HJH L PT< PT>M,,,,,0,00000100000000000000000000000000000000,qal,ptca,,,,
1904562,<BR[,1Qisaa,Isaiah,29,5,<WBR,W HJH K >BQ DQ HMWN ZDJK W K MWY <WBR HMWN <RJYJM W HJH L PT< PT>M,,,,,0,0000000000000000000000000000000000000000000000000000,qal,ptca,,,,
1904754,NGC[,1Qisaa,Isaiah,29,13,NGC,W JW>MR >DWNJ J<N KJ NGC H <M H ZH B PJW W B FPTJW KBDWNJ W LBW RXWQ MMNJ W THJH JR>T >WTJ K MYWT >NCJM MLMDH,,,,,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,nifal,perf,,,,
221673,CWB[,MT,Isaiah,29,17,CB,H LW> <WD M<V MZ<R W CB LBNWN L KRML W H KRML L J<R JXCB,W CB LBNWN L KRML,LBNWN,L KRML,,,,qal,perf,L,,,
1904852,CWB[,1Qisaa,Isaiah,29,17,CB,H LW> <WD M<V MZ<R W CB LBNWN L KRML W H KRML L J<R JXCB,W CB LBNWN L KRML,LBNWN,L KRML,0,0,,qal,perf,L,,,
221822,JRD[,MT,Isaiah,30,2,RDT,H HLKJM L RDT MYRJM W PJ L> C>LW L <WZ B M<WZ PR<H W L XSWT B YL MYRJM,L RDT MYRJM,,MYRJM,,,,qal,infc,,,,
221829,<WZ[,MT,Isaiah,30,2,<WZ,H HLKJM L RDT MYRJM W PJ L> C>LW L <WZ B M<WZ PR<H W L XSWT B YL MYRJM,L <WZ B M<WZ PR<H,,B M<WZ PR<H,,,,qal,infa,B,,,
221835,XSH[,MT,Isaiah,30,2,XSWT,H HLKJM L RDT MYRJM W PJ L> C>LW L <WZ B M<WZ PR<H W L XSWT B YL MYRJM,W L XSWT B YL MYRJM,,B YL MYRJM,,,,qal,infc,B,,,
1905005,JRD[,1Qisaa,Isaiah,30,2,RDT,H HWLKJM L RDT MYRJM W PJ LW> C>LW L <WZ B M<WZ PR<WH W L XSWT B YL MYRJM,L RDT MYRJM,,MYRJM,,0,000000000000000000000000000000000000000000000000000000000,qal,infc,,,,
1905012,<WZ[,1Qisaa,Isaiah,30,2,<WZ,H HWLKJM L RDT MYRJM W PJ LW> C>LW L <WZ B M<WZ PR<WH W L XSWT B YL MYRJM,L <WZ B M<WZ PR<WH,,B M<WZ PR<WH,,0,000000000000000000000000000000000000000000000000000000000,qal,infc,B,,,
1905018,XSH[,1Qisaa,Isaiah,30,2,XSWT,H HWLKJM L RDT MYRJM W PJ LW> C>LW L <WZ B M<WZ PR<WH W L XSWT B YL MYRJM,W L XSWT B YL MYRJM,,B YL MYRJM,,0,000000000000000000000000000000000000000000000000000000000,qal,infc,B,,,
1905088,<WP[,1Qisaa,Isaiah,30,6,M<WPP,MF> BHMWT NGB B >RY YRH W YJH W YWQH LBJ> W LJC W >JN MJM >P<H W FRP M<WPP JF> <L KTP <JRJM XJLM W <L DBCT GMLJM >WYRWTM <L <M LW> JW<JLW,,,,,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,polel,ptca,,,,
221978,SWR[,MT,Isaiah,30,11,SWRW,SWRW MNJ DRK HVW MNJ >RX HCBJTW M PNJNW >T QDWC JFR>L,SWRW MNJ DRK,,MNJ DRK,,,,qal,impv,MN,,,
1921047,SWR[,1Q8,Isaiah,30,11,SWRW,SWRW MNJ DRK HVW MNJ >RX HCBJTW M PNJNW >T QDWC JFR>L,TSJRW MNW DRK,,MNW DRK,,0,000000000000000000000000000000000000000000000,qal,impv,MN,,,
1905172,SWR[,1Qisaa,Isaiah,30,11,TSJRW,TSJRW MNW DRK HVW MNJ >RX HCBJTW M PNJNW >T QDWC JFR>L,TSJRW MNW DRK,,MNW DRK,,0,0000000000000000000000000000000000000000000000,hifil,impf,MN,,,
1921092,NPL[,1Q8,Isaiah,30,13,NPL,L KN JHJH LKM H <WN H ZH K PRY NPL NB<H B XWMH NFGBH >CR PT>M L PT< JBW> CBRH,,,,,0,0000000000000000000000000000000000000000000000000000000000000,qal,ptca,,,,
1921101,BW>[,1Q8,Isaiah,30,13,JBW>,L KN JHJH LKM H <WN H ZH K PRY NPL NB<H B XWMH NFGBH >CR PT>M L PT< JBW> CBRH,,,,,0,0000000000000000000000000000000000000000000000000000000000000,qal,impf,,,,
1905217,NPL[,1Qisaa,Isaiah,30,13,NWPL,L KN JHJH LKM H <HWWN H ZH K PRY NWPL NB<H B XWMH NFGBH >CR PT>M L PT< JBW> CBRH,,,,,0,0000000000000000000000000000000000000000000000000000000000000000,qal,ptca,,,,
1905226,BW>[,1Qisaa,Isaiah,30,13,JBW>,L KN JHJH LKM H <HWWN H ZH K PRY NWPL NB<H B XWMH NFGBH >CR PT>M L PT< JBW> CBRH,,,,,0,0000000000000000000000000000000000000000000000000000000000000000,qal,impf,,,,
1905285,NWS[,1Qisaa,Isaiah,30,16,NNWS,W T>MRW LW> KJ >L SWS NNWS <L KN TNWSWN W >L QL NRKB <L KN JQLW RWDPJKM,,,,,0,0000000000000000000000000000000000000000000000000000000000,qal,impf,,,,
