,verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,gcons_clause,subject,complement,dir_he,dir_he_dss,sign_info,stem,tense,preposition_1,preposition_2,preposition_3,preposition_4
311,221128,CVP[,MT,Isaiah,28,17,JCVPW,W FMTJ MCPV L QW W YDQH L MCQLT W J<H BRD MXSH KZB W STR MJM JCVPW,W STR MJM JCVPW,MJM,,,,,qal,impf,,,,
312,1904280,CVP[,1Qisaa,Isaiah,28,17,CVPW,W FMTJ MCPV L QW W YDQH L MCQLT W J<H BRD M MXSH KZB W STR MJM W CVPW,,,,,0,,qal,perf,,,,
313,221141,CVP[,MT,Isaiah,28,18,CWVP,W KPR BRJTKM >T MWT W XZWTKM >T C>WL L> TQWM CWV CWVP KJ J<BR W HJJTM LW L MRMS,CWV CWVP,,,,,,qal,ptca,,,,
314,221143,<BR[,MT,Isaiah,28,18,J<BR,W KPR BRJTKM >T MWT W XZWTKM >T C>WL L> TQWM CWV CWVP KJ J<BR W HJJTM LW L MRMS,KJ J<BR,,,,,,qal,impf,,,,
315,1904295,CVP[,1Qisaa,Isaiah,28,18,CWVP,W KPR >T BRJTKMH >T MWT W XZWTKM >T C>WL LW> TQWM CWV CWVP KJ J<BWR W HJJTMH LW L MRMS,,,,,0,,qal,ptca,,,,
316,1904297,<BR[,1Qisaa,Isaiah,28,18,J<BWR,W KPR >T BRJTKMH >T MWT W XZWTKM >T C>WL LW> TQWM CWV CWVP KJ J<BWR W HJJTMH LW L MRMS,,,,,0,,qal,impf,,,,
317,221151,<BR[,MT,Isaiah,28,19,<BRW,M DJ <BRW JQX >TKM KJ B BQR B BQR J<BR B JWM W B LJLH W HJH RQ ZW<H HBJN CMW<H,M DJ <BRW,,,,,,qal,infc,,,,
318,221161,<BR[,MT,Isaiah,28,19,J<BR,M DJ <BRW JQX >TKM KJ B BQR B BQR J<BR B JWM W B LJLH W HJH RQ ZW<H HBJN CMW<H,KJ B BQR B BQR J<BR B JWM W B LJLH,,,,,,qal,impf,,,,
319,1904306,<BR[,1Qisaa,Isaiah,28,19,<BRW,M DJ <BRW JQX >TKMH KJ B BQR B BQR J<BWR B JWM W B LJLH RQ ZW<H HBJN CMW<H,,,,,0,,qal,infc,,,,
320,1904314,<BR[,1Qisaa,Isaiah,28,19,J<BWR,M DJ <BRW JQX >TKMH KJ B BQR B BQR J<BWR B JWM W B LJLH RQ ZW<H HBJN CMW<H,,,,,0,,qal,impf,,,,
321,220840,CVP[,MT,Isaiah,28,2,CVPJM,HNH XZQ W >MY L >DNJ K ZRM BRD F<R QVB K ZRM MJM KBJRJM CVPJM HNJX L >RY B JD,K ZRM BRD F<R QVB K ZRM MJM KBJRJM CVPJM HNJX L >RY B JD,,L >RY,0,,,qal,ptca,L,,,
322,220841,NWX[,MT,Isaiah,28,2,HNJX,HNH XZQ W >MY L >DNJ K ZRM BRD F<R QVB K ZRM MJM KBJRJM CVPJM HNJX L >RY B JD,K ZRM BRD F<R QVB K ZRM MJM KBJRJM CVPJM HNJX L >RY B JD,,L >RY,0,,,hif,perf,L,,,
323,1903980,CVP[,1Qisaa,Isaiah,28,2,CWVPJM,HNH B XZQ W >MY L JHWH K ZRM BRD F<R QVB K ZRM MJM KBRJM CWVPJM W HNJX L >RY B JD,,,,,0,,qal,ptca,,,,
324,1903982,NWX[,1Qisaa,Isaiah,28,2,HNJX,HNH B XZQ W >MY L JHWH K ZRM BRD F<R QVB K ZRM MJM KBRJM CWVPJM W HNJX L >RY B JD,,,,,0,,hifil,perf,,,,
325,221291,SBB[,MT,Isaiah,28,27,JWSB,KJ L> B XRWY JWDC QYX W >WPN <GLH <L KMN JWSB KJ B MVH JXBV QYX W KMN B CBV,W >WPN <GLH <L KMN JWSB,>WPN <GLH,<L KMN,0,,,hof,impf,<L,,,
326,1904447,SBB[,1Qisaa,Isaiah,28,27,JSWB,KJ LW> B XRWY JDC QYX W >PN <GLH <L KMN JSWB KJ B MVH JXBV QYX W KMN B CBV,,,,,0,,qal,impf,,,,
327,221325,JY>[,MT,Isaiah,28,29,JY>H,GM Z>T M <M JHWH YB>WT JY>H HPLJ> <YH HGDJL TWCJH,GM Z>T M <M JHWH YB>WT JY>H,GM Z>T,M <M JHWH YB>WT,0,,,qal,perf,M,<M,,
328,1904480,JY>[,1Qisaa,Isaiah,28,29,JY>H,GM ZW>T M <M JHWH YB>WT JY>H HPLH <YH W HGDJL TWCJH,,,,,0,,qal,perf,,,,
329,220911,CWB[,MT,Isaiah,28,6,MCJBJ,W L RWX MCPV L JWCB <L H MCPV W L GBWRH MCJBJ MLXMH C<RH,MCJBJ MLXMH C<RH,,,,,,hif,ptca,,,,
330,1904054,CWB[,1Qisaa,Isaiah,28,6,MCJBJ,W L RWX MCPV L JWCB <L H MCPV W L GBWRH MCJBJ MLXMH C<R,,,,,0,,hifil,ptca,,,,
331,220925,T<H[,MT,Isaiah,28,7,T<W,W GM >LH B JJN CGW W B CKR T<W KHN W NBJ> CGW B CKR NBL<W MN H JJN T<W MN H CKR CGW B R>H PQW PLJLJH,W B CKR T<W,,,,,,qal,perf,,,,
332,220937,T<H[,MT,Isaiah,28,7,T<W,W GM >LH B JJN CGW W B CKR T<W KHN W NBJ> CGW B CKR NBL<W MN H JJN T<W MN H CKR CGW B R>H PQW PLJLJH,T<W MN H CKR,,,,,,qal,perf,,,,
333,1904066,T<H[,1Qisaa,Isaiah,28,7,T<W,GM >LH B JJN CGW W B CKR T<W KWHN W NBJ CGW B CKR NBL<W MN H JJN T<W MN H CKR CGW B R>H PQW PLJLJH,,,,,0,,qal,perf,,,,
334,1904077,T<H[,1Qisaa,Isaiah,28,7,T<W,GM >LH B JJN CGW W B CKR T<W KWHN W NBJ CGW B CKR NBL<W MN H JJN T<W MN H CKR CGW B R>H PQW PLJLJH,,,,,0,,qal,perf,,,,
335,221583,NGC[,MT,Isaiah,29,13,NGC,W J>MR >DNJ J<N KJ NGC H <M H ZH B PJW W B FPTJW KBDWNJ W LBW RXQ MMNJ W THJ JR>TM >TJ MYWT >NCJM MLMDH,J<N KJ NGC H <M H ZH B PJW,H <M H ZH,,,,,nif,perf,,,,
336,1904754,NGC[,1Qisaa,Isaiah,29,13,NGC,W JW>MR >DWNJ J<N KJ NGC H <M H ZH B PJW W B FPTJW KBDWNJ W LBW RXWQ MMNJ W THJH JR>T >WTJ K MYWT >NCJM MLMDH,,,,,0,,nifal,perf,,,,
337,221673,CWB[,MT,Isaiah,29,17,CB,H LW> <WD M<V MZ<R W CB LBNWN L KRML W H KRML L J<R JXCB,W CB LBNWN L KRML,LBNWN,L KRML,0,,,qal,perf,L,,,
338,1904852,CWB[,1Qisaa,Isaiah,29,17,CB,H LW> <WD M<V MZ<R W CB LBNWN L KRML W H KRML L J<R JXCB,,,,,0,,qal,perf,,,,
339,221789,T<H[,MT,Isaiah,29,24,T<J,W JD<W T<J RWX BJNH W RWGNJM JLMDW LQX,W JD<W T<J RWX BJNH,T<J RWX,,,,,qal,ptca,,,,
340,1904970,T<H[,1Qisaa,Isaiah,29,24,TW<J,W JD<W TW<J RWX BJNH W RWGNJM JLMDW LQX,,,,,0,,qal,ptca,,,,
341,221402,<BR[,MT,Isaiah,29,5,<BR,W HJH K >BQ DQ HMWN ZRJK W K MY <BR HMWN <RJYJM W HJH L PT< PT>M,W K MY <BR HMWN <RJYJM,HMWN <RJYJM,,,,,qal,ptca,,,,
342,1904562,<BR[,1Qisaa,Isaiah,29,5,<WBR,W HJH K >BQ DQ HMWN ZDJK W K MWY <WBR HMWN <RJYJM W HJH L PT< PT>M,,,,,0,,qal,ptca,,,,
343,212924,SWR[,MT,Isaiah,3,1,MSJR,KJ HNH H >DWN JHWH YB>WT MSJR M JRWCLM W M JHWDH MC<N W MC<NH KL MC<N LXM W KL MC<N MJM,KJ HNH H >DWN JHWH YB>WT MSJR M JRWCLM W M JHWDH MC<N W MC<NH KL MC<N LXM W KL MC<N MJM,H >DWN JHWH YB>WT,M JRWCLM W M JHWDH,0,,,hif,ptca,M,M,,
344,1895743,SWR[,1Qisaa,Isaiah,3,1,MHSJR,KJ> HNH H >DWN JHWH YB>WT MHSJR M JRWCLM W M JHWDH MC<N W MC<NH KL MC<N LXM W KWL MC<N MJM,,,M JRWCLM W M JHWDH,0,0,,hifil,ptca,M,M,,
345,1895915,CWB[,1Qisaa,Isaiah,3,11,JCWB,>WJ L RC< R< KJ> GMWL JDW JCWB LW>,,,,,0,,qal,impf,,,,
346,213097,T<H[,MT,Isaiah,3,12,MT<JM,<MJ NGFJW M<WLL W NCJM MCLW BW <MJ M>CRJK MT<JM W DRK >RXTJK BL<W,M>CRJK MT<JM,M>CRJK,,,,,hif,ptca,,,,
347,1895927,T<H[,1Qisaa,Isaiah,3,12,MT<JM,<MJ NGFW M<WLL W NCJM MCLW BW <MJ MCRJK MT<JM W DRKJ >WRXWTJK BL<W,,,,,0,,hifil,ptca,,,,
348,213114,BW>[,MT,Isaiah,3,14,JBW>,JHWH B MCPV JBW> <M ZQNJ <MW W FRJW W >TM B<RTM H KRM GZLT H <NJ B BTJKM,JHWH B MCPV JBW> <M ZQNJ <MW W FRJW,JHWH,B MCPV,0,,,qal,impf,B,,,
349,213114,BW>[,MT,Isaiah,3,14,JBW>,JHWH B MCPV JBW> <M ZQNJ <MW W FRJW W >TM B<RTM H KRM GZLT H <NJ B BTJKM,JHWH B MCPV JBW> <M ZQNJ <MW W FRJW,JHWH,<M ZQNJ <MW W FRJW,0,,,qal,impf,<M,,,
350,1895945,BW>[,1Qisaa,Isaiah,3,14,JBW>,JHWH B MCPV JBW> <M ZQNJ <MW W FRJW W >TMH B<RTM H KRM GZLT H <NJ B BTJKM,,,B MCPV,0,0,,qal,impf,B,,,
351,1895945,BW>[,1Qisaa,Isaiah,3,14,JBW>,JHWH B MCPV JBW> <M ZQNJ <MW W FRJW W >TMH B<RTM H KRM GZLT H <NJ B BTJKM,,,<M ZQNJ <MW W FRJW,0,0,,qal,impf,<M,,,
352,213151,HLK[,MT,Isaiah,3,16,TLKNH,W J>MR JHWH J<N KJ GBHW BNWT YJWN W TLKNH NVWWT GRWN W MFQRWT <JNJM HLWK W VPP TLKNH W B RGLJHM T<KSNH,W TLKNH NVWWT GRWN W MFQRWT <JNJM,,,,,,qal,wayq,,,,
353,213157,HLK[,MT,Isaiah,3,16,HLWK,W J>MR JHWH J<N KJ GBHW BNWT YJWN W TLKNH NVWWT GRWN W MFQRWT <JNJM HLWK W VPP TLKNH W B RGLJHM T<KSNH,HLWK W VPP TLKNH,,,,,,qal,infa,,,,
354,213160,HLK[,MT,Isaiah,3,16,TLKNH,W J>MR JHWH J<N KJ GBHW BNWT YJWN W TLKNH NVWWT GRWN W MFQRWT <JNJM HLWK W VPP TLKNH W B RGLJHM T<KSNH,HLWK W VPP TLKNH,,,,,,qal,impf,,,,
355,1895984,HLK[,1Qisaa,Isaiah,3,16,TLKNH,W JW>MR JHWH J<N KJ> GBHW BNWT YJWN W TLKNH NVJWT GRWN W MFQRWT <JNJM HLWK W VWPP TLKNH W B RGLJHNH T<KSNH,,,,,0,,qal,wayy,,,,
356,1895990,HLK[,1Qisaa,Isaiah,3,16,HLWK,W JW>MR JHWH J<N KJ> GBHW BNWT YJWN W TLKNH NVJWT GRWN W MFQRWT <JNJM HLWK W VWPP TLKNH W B RGLJHNH T<KSNH,,,,,0,,qal,infa,,,,
357,1895993,HLK[,1Qisaa,Isaiah,3,16,TLKNH,W JW>MR JHWH J<N KJ> GBHW BNWT YJWN W TLKNH NVJWT GRWN W MFQRWT <JNJM HLWK W VWPP TLKNH W B RGLJHNH T<KSNH,,,,,0,,qal,impf,,,,
358,213180,SWR[,MT,Isaiah,3,18,JSJR,B JWM H HW> JSJR >DNJ >T TP>RT H <KSJM W H CBJSJM W H FHRNJM,B JWM H HW> JSJR >DNJ >T TP>RT H <KSJM W H CBJSJM W H FHRNJM,>DNJ,,,,,hif,impf,,,,
359,1896015,SWR[,1Qisaa,Isaiah,3,18,JSJR,B JWM H HW> JSJR >DWNJ JHWH >T TP>RT H <KJSJM W H CBJCJM W H FHRNJM,,,,,0,,hifil,impf,,,,
360,213271,NPL[,MT,Isaiah,3,25,JPLW,MTJK B XRB JPLW W GBWRTK B MLXMH,MTJK B XRB JPLW,MTJK,,,,,qal,impf,,,,
361,1896114,NPL[,1Qisaa,Isaiah,3,25,JPWLW,MTJK B XRB JPWLW W GBWRWTJK B MLXMH,,,,,0,,qal,impf,,,,
362,213042,NPL[,MT,Isaiah,3,8,NPL,KJ KCLH JRWCLM W JHWDH NPL KJ LCWNM W M<LLJHM >L JHWH L MRWT <NJ KBWDW,W JHWDH NPL,JHWDH,,,,,qal,perf,,,,
363,1895866,NPL[,1Qisaa,Isaiah,3,8,NPLH,KJ KCLH JRWCLJM W JHWDH NPLH KJ LCWNM W M<LLJHM <L JHWH L MRWT <JNJ KBWDW,,,,,0,,qal,perf,,,,
364,221978,SWR[,MT,Isaiah,30,11,SWRW,SWRW MNJ DRK HVW MNJ >RX HCBJTW M PNJNW >T QDWC JFR>L,SWRW MNJ DRK,,MNJ DRK,0,,,qal,impv,MNJ,,,
365,1905172,SWR[,1Qisaa,Isaiah,30,11,TSJRW,TSJRW MNW DRK HVW MNJ >RX HCBJTW M PNJNW >T QDWC JFR>L,,,MNJ DRK,0,0,,hifil,impf,MNJ,,,
366,222020,NPL[,MT,Isaiah,30,13,NPL,LKN JHJH LKM H <WN H ZH K PRY NPL NB<H B XWMH NFGBH >CR PT>M L PT< JBW> CBRH,LKN JHJH LKM H <WN H ZH K PRY NPL,H <WN H ZH,,,,,qal,ptca,,,,
367,222029,BW>[,MT,Isaiah,30,13,JBW>,LKN JHJH LKM H <WN H ZH K PRY NPL NB<H B XWMH NFGBH >CR PT>M L PT< JBW> CBRH,>CR PT>M L PT< JBW> CBRH,CBRH,,,,,qal,impf,,,,
368,1905217,NPL[,1Qisaa,Isaiah,30,13,NWPL,L KN JHJH LKM H <HWWN H ZH K PRY NWPL NB<H B XWMH NFGBH >CR PT>M L PT< JBW> CBRH,,,,,0,,qal,ptca,,,,
369,1905226,BW>[,1Qisaa,Isaiah,30,13,JBW>,L KN JHJH LKM H <HWWN H ZH K PRY NWPL NB<H B XWMH NFGBH >CR PT>M L PT< JBW> CBRH,,,,,0,,qal,impf,,,,
370,222085,NWS[,MT,Isaiah,30,16,NNWS,W T>MRW L> KJ <L SWS NNWS <L KN TNWSWN W <L QL NRKB <L KN JQLW RDPJKM,KJ <L SWS NNWS,,,,,,qal,impf,,,,
371,222088,NWS[,MT,Isaiah,30,16,TNWSWN,W T>MRW L> KJ <L SWS NNWS <L KN TNWSWN W <L QL NRKB <L KN JQLW RDPJKM,<L KN TNWSWN,,,,,,qal,impf,,,,
372,1905285,NWS[,1Qisaa,Isaiah,30,16,NNWS,W T>MRW LW> KJ >L SWS NNWS <L KN TNWSWN W >L QL NRKB <L KN JQLW RWDPJKM,,,,,0,,qal,impf,,,,
373,1905288,NWS[,1Qisaa,Isaiah,30,16,TNWSWN,W T>MRW LW> KJ >L SWS NNWS <L KN TNWSWN W >L QL NRKB <L KN JQLW RWDPJKM,,,,,0,,qal,impf,,,,
374,222107,NWS[,MT,Isaiah,30,17,TNSW,>LP >XD M PNJ G<RT >XD M PNJ G<RT XMCH TNSW <D >M NWTRTM K TRN <L R>C H HR W K NS <L H GB<H,M PNJ G<RT XMCH TNSW,,,,,,qal,impf,,,,
375,1905308,NWS[,1Qisaa,Isaiah,30,17,TNWSW,>LP >XD M PNJ G<RT >XD W M PNJ XMCH TNWSW <D >M NWTRTM K TRN <L R>WC HR W K NS <L H GB<H,,,,,0,,qal,impf,,,,
376,221820,HLK[,MT,Isaiah,30,2,HLKJM,H HLKJM L RDT MYRJM W PJ L> C>LW L <WZ B M<WZ PR<H W L XSWT B YL MYRJM,H HLKJM,,,,,,qal,ptca,,,,
377,221822,JRD[,MT,Isaiah,30,2,RDT,H HLKJM L RDT MYRJM W PJ L> C>LW L <WZ B M<WZ PR<H W L XSWT B YL MYRJM,L RDT MYRJM,,MYRJM,0,,,qal,infc,,,,
378,221829,<WZ[,MT,Isaiah,30,2,<WZ,H HLKJM L RDT MYRJM W PJ L> C>LW L <WZ B M<WZ PR<H W L XSWT B YL MYRJM,L <WZ B M<WZ PR<H,,B M<WZ PR<H,0,,,qal,infa,B,,,
379,221835,XSH[,MT,Isaiah,30,2,XSWT,H HLKJM L RDT MYRJM W PJ L> C>LW L <WZ B M<WZ PR<H W L XSWT B YL MYRJM,W L XSWT B YL MYRJM,,B YL MYRJM,0,,,qal,infc,B,,,
380,1905003,HLK[,1Qisaa,Isaiah,30,2,HWLKJM,H HWLKJM L RDT MYRJM W PJ LW> C>LW L <WZ B M<WZ PR<WH W L XSWT B YL MYRJM,,,,,0,,qal,ptca,,,,
381,1905005,JRD[,1Qisaa,Isaiah,30,2,RDT,H HWLKJM L RDT MYRJM W PJ LW> C>LW L <WZ B M<WZ PR<WH W L XSWT B YL MYRJM,,,MYRJM,0,0,,qal,infc,,,,
382,1905012,<WZ[,1Qisaa,Isaiah,30,2,<WZ,H HWLKJM L RDT MYRJM W PJ LW> C>LW L <WZ B M<WZ PR<WH W L XSWT B YL MYRJM,,,B M<WZ PR<H,0,0,,qal,infc,B,,,
383,1905018,XSH[,1Qisaa,Isaiah,30,2,XSWT,H HWLKJM L RDT MYRJM W PJ LW> C>LW L <WZ B M<WZ PR<WH W L XSWT B YL MYRJM,,,B YL MYRJM,0,0,,qal,infc,B,,,
384,222193,HLK[,MT,Isaiah,30,21,LKW,W >ZNJK TCM<NH DBR M >XRJK L >MR ZH H DRK LKW BW KJ T>MJNW W KJ TFM>JLW,LKW BW,,BW,0,,,qal,impv,BW,,,
385,1905399,HLK[,1Qisaa,Isaiah,30,21,LKW,W >WZNJK TCM<NH DBR M >XRJK L >MWR ZH H DRK LKW BW KJ TJ>MJNW W KJ TFM>JLW,,,BW,0,0,,qal,impv,BW,,,
386,222285,NPL[,MT,Isaiah,30,25,NPL,W HJH <L KL HR GBH W <L KL GB<H NF>H PLGJM JBLJ MJM B JWM HRG RB B NPL MGDLJM,B NPL MGDLJM,MGDLJM,,,,,qal,infc,,,,
387,1905491,NPL[,1Qisaa,Isaiah,30,25,NPL,W HJH <L KWL HR GBH W <L KWL GB<H NF>H PLGJM JWBLJ MJM B JWM HRG RB B NPL MGDLJM,,,,,0,,qal,infc,,,,
388,222321,BW>[,MT,Isaiah,30,27,B>,HNH CM JHWH B> M MRXQ B<R >PW W KBD MF>H FPTJW ML>W Z<M W LCWNW K >C >KLT,HNH CM JHWH B> M MRXQ,CM JHWH,M MRXQ,0,,,qal,perf,M,,,
389,1905530,BW>[,1Qisaa,Isaiah,30,27,B>,HNH CM JHWH B> M MRXQ BW<R >PW W KBD MF>H FPTJW ML>W Z<M W LCWNW K >C >WKLT,,,M MRXQ,0,0,,qal,ptca,M,,,
390,222341,CVP[,MT,Isaiah,30,28,CWVP,W RWXW K NXL CWVP <D YW>R JXYH L HNPH GWJM B NPT CW> W RSN MT<H <L LXJJ <MJM,W RWXW K NXL CWVP,RWXW,,,,,qal,ptca,,,,
391,222353,T<H[,MT,Isaiah,30,28,MT<H,W RWXW K NXL CWVP <D YW>R JXYH L HNPH GWJM B NPT CW> W RSN MT<H <L LXJJ <MJM,W RSN MT<H <L LXJJ <MJM,RSN MT<H,,,,,hif,ptca,,,,
392,1905551,CVP[,1Qisaa,Isaiah,30,28,CWVP,W RWXW K NXL CWVP <D YW>R W XYH L NPH GW>JM B NPT CW> W RSN MT<H <L LWXJJ <MJM,,,,,0,,qal,ptca,,,,
393,1905564,T<H[,1Qisaa,Isaiah,30,28,MT<H,W RWXW K NXL CWVP <D YW>R W XYH L NPH GW>JM B NPT CW> W RSN MT<H <L LWXJJ <MJM,,,,,0,,hifil,ptca,,,,
394,222370,HLK[,MT,Isaiah,30,29,HWLK,H CJR JHJH LKM K LJL HTQDC XG W FMXT LBB K HWLK B XLJL L BW> B HR JHWH >L YWR JFR>L,K HWLK B XLJL,,,,,,qal,ptca,,,,
395,222375,BW>[,MT,Isaiah,30,29,BW>,H CJR JHJH LKM K LJL HTQDC XG W FMXT LBB K HWLK B XLJL L BW> B HR JHWH >L YWR JFR>L,L BW> B HR JHWH >L YWR JFR>L,,>L YWR JFR>L,0,,,qal,infc,>L,,,
396,1905582,HLK[,1Qisaa,Isaiah,30,29,HWLK,H CJR W HJH LKMH K LJL HTQDJCW XG W FMXT LBB K HWLK B XLJL L BW> B HR JHWH >L YWR JFR>L,,,,,0,,qal,ptca,,,,
397,1905586,BW>[,1Qisaa,Isaiah,30,29,BW>,H CJR W HJH LKMH K LJL HTQDJCW XG W FMXT LBB K HWLK B XLJL L BW> B HR JHWH >L YWR JFR>L,,,,,0,,qal,infc,,,,
398,222422,NWX[,MT,Isaiah,30,32,JNJX,W HJH KL M<BR MVH MWSDH >CR JNJX JHWH <LJW B TPJM W B KNRWT W B MLXMWT TNWPH NLXM BH,>CR JNJX JHWH <LJW,JHWH,<LJW,0,,,hif,impf,<LJW,,,
399,1905635,NWX[,1Qisaa,Isaiah,30,32,JNJX,W HJH KWL M<BR MVH MWSDW >CR JNJX JHWH <LJW B TPJM W B KNRWT W B MLXMWT TNWPH NLXM BH,,,<LJW,0,0,,hifil,impf,<LJW,,,
400,221899,<WP[,MT,Isaiah,30,6,M<WPP,MF> BHMWT NGB B >RY YRH W YWQH LBJ> W LJC MHM >P<H W FRP M<WPP JF>W <L KTP <JRJM XJLHM W <L DBCT GMLJM >WYRTM <L <M L> JW<JLW,>P<H W FRP M<WPP,>P<H W FRP M<WPP,,,,,piel,ptca,,,,
401,1905088,<WP[,1Qisaa,Isaiah,30,6,M<WPP,MF> BHMWT NGB B >RY YRH W YJH W YWQH LBJ> W LJC W >JN MJM >P<H W FRP M<WPP JF> <L KTP <JRJM XJLM W <L DBCT GMLJM >WYRWTM <L <M LW> JW<JLW,,,,,0,,polel,ptca,,,,
402,221928,BW>[,MT,Isaiah,30,8,BW>,<TH BW> KTBH <L LWX >TM W <L SPR XQH W THJ L JWM >XRWN L <D <D <WLM,<TH BW>,,,,,,qal,impv,,,,
403,1905120,BW>[,1Qisaa,Isaiah,30,8,BW>,<TH BW> KWTBH> <L LWX >WTM W <L SPR XQH W THJ L JWM >XRWN L <D <D <WLM,,,,,0,,qal,impv,,,,
404,222463,JRD[,MT,Isaiah,31,1,JRDJM,HWJ H JRDJM MYRJM L <ZRH <L SWSJM JC<NW W JBVXW <L RKB KJ RB W <L PRCJM KJ <YMW M>D W L> C<W <L QDWC JFR>L W >T JHWH L> DRCW,H JRDJM MYRJM L <ZRH,,MYRJM,0,,,qal,ptca,,,,
405,1905679,JRD[,1Qisaa,Isaiah,31,1,JWRDJM,HWJ H JWRDJM L MYRJM L <ZRH <L SWSJM JC<NW W JBVXW <L H RKB KJ RB W <L PRCJM KJ <YMW M>DH W LW> C<W >L QDWC JFR>L W >T JHWH LW> DRCW,,,,,1,,qal,ptca,,,,
406,222498,BW>[,MT,Isaiah,31,2,JB>,W GM HW> XKM W JB> R< W >T DBRJW L> HSJR W QM <L BJT MR<JM W <L <ZRT P<LJ >WN,W JB> R<,,,,,,hif,wayq,,,,
407,222504,SWR[,MT,Isaiah,31,2,HSJR,W GM HW> XKM W JB> R< W >T DBRJW L> HSJR W QM <L BJT MR<JM W <L <ZRT P<LJ >WN,W >T DBRJW L> HSJR,,,,,,hif,perf,,,,
408,1905717,BW>[,1Qisaa,Isaiah,31,2,JBJ>,W GM HW> XKM W JBJ> R< W >T DBRJW LW> HSJR W QM <L BJT MR<JM W <L <ZRT PW<LJ >WN,,,,,0,,hifil,wayy,,,,
409,1905723,SWR[,1Qisaa,Isaiah,31,2,HSJR,W GM HW> XKM W JBJ> R< W >T DBRJW LW> HSJR W QM <L BJT MR<JM W <L <ZRT PW<LJ >WN,,,,,0,,hifil,perf,,,,
410,222535,NPL[,MT,Isaiah,31,3,NPL,W MYRJM >DM W L> >L W SWSJHM BFR W L> RWX W JHWH JVH JDW W KCL <WZR W NPL <ZR W JXDW KLM JKLJWN,W NPL <ZR,<ZR,,,,,qal,perf,,,,
411,1905755,NPL[,1Qisaa,Isaiah,31,3,NPL,W MYRJM >DM W LW> >L W SWSJHMH BFR W LW> >RJH W JHWH JVH JDW W KCL <WZR W NPL <ZR JXDW KWLM JKLJWN,,,,,0,,qal,perf,,,,
412,222571,JRD[,MT,Isaiah,31,4,JRD,KJ KH >MR JHWH >LJ K >CR JHGH H >RJH W H KPJR <L VRPW >CR JQR> <LJW ML> R<JM M QWLM L> JXT W M HMWNM L> J<NH KN JRD JHWH YB>WT L YB> <L HR YJWN W <L GB<TH,KN JRD JHWH YB>WT <L HR YJWN W <L GB<TH,JHWH YB>WT,,,,,qal,impf,,,,
413,1905792,JRD[,1Qisaa,Isaiah,31,4,JRD,KJ KH >MR JHWH >LJ K >CR JHGH H >RJH W H KPJR <L VRPJW >CR JQR> >LJW ML>W RW<JM M QWLM LW> JXT W M HMWNM LW> JXT J<NH KN JRD JHWH YB>WT L YB> <L HR YJWN W <L GB<TH,,,,,0,,qal,impf,,,,
414,222584,<WP[,MT,Isaiah,31,5,<PWT,K YPRJM <PWT KN JGN JHWH YB>WT <L JRWCLM GNWN W HYJL PSX W HMLJV,K YPRJM <PWT,,,,,,qal,ptca,,,,
415,1905806,<WP[,1Qisaa,Isaiah,31,5,<PWT,K YPWRJM <PWT KN JGN JHWH YB>WT <L JRWCLM GNWN W HYJL W PSX W HPLJV,,,,,0,,qal,ptca,,,,
416,222597,CWB[,MT,Isaiah,31,6,CWBW,CWBW L >CR H<MJQW SRH BNJ JFR>L,CWBW,,,,,,qal,impv,,,,
417,1905821,CWB[,1Qisaa,Isaiah,31,6,CWBJW,CWBJW L >CR L >CR H<MJQW SRH BNJ JFR>L,,,,,0,,qal,impv,,,,
418,222623,NPL[,MT,Isaiah,31,8,NPL,W NPL >CWR B XRB L> >JC W XRB L> >DM T>KLNW W NS LW M PNJ XRB W BXWRJW L MS JHJW,W NPL >CWR B XRB L> >JC,>CWR,,,,,qal,perf,,,,
419,222635,NWS[,MT,Isaiah,31,8,NS,W NPL >CWR B XRB L> >JC W XRB L> >DM T>KLNW W NS LW M PNJ XRB W BXWRJW L MS JHJW,W NS LW M PNJ XRB,,M PNJ XRB,0,,,qal,perf,M,,,
420,1905850,NPL[,1Qisaa,Isaiah,31,8,NPL,W NPL >CWR B XRB LW> >JC W XRB LW> >DM T>KWLNW W NS W LW> M PNJ XRB W BXWRJW L MS JHJW,,,,,0,,qal,perf,,,,
421,1905862,NWS[,1Qisaa,Isaiah,31,8,NS,W NPL >CWR B XRB LW> >JC W XRB LW> >DM T>KWLNW W NS W LW> M PNJ XRB W BXWRJW L MS JHJW,,,,,0,,qal,perf,,,,
422,222649,<BR[,MT,Isaiah,31,9,J<BWR,W SL<W M MGWR J<BWR W XTW M NS FRJW N>M JHWH >CR >WR LW B YJWN W TNWR LW B JRWCLM,W SL<W M MGWR J<BWR,SL<W,M MGWR,0,,,qal,impf,M,,,
423,1905878,<BR[,1Qisaa,Isaiah,31,9,J<BWR,W SL<W M MGWR J<BWR W XTW MNWS FRJW NW>M JHWH >CR >WR LW B YJWN W TNWR LW B JRWCLM,,,,,0,,qal,impf,,,,
424,222804,BW>[,MT,Isaiah,32,10,JBW>,JMJM <L CNH TRGZNH BVXWT KJ KLH BYJR >SP BLJ JBW>,BLJ JBW>,,,,,,qal,impf,,,,
425,1906044,BW>[,1Qisaa,Isaiah,32,10,JBW>,JMJM <L CNH TRGZNH H BWVXWT KJ KLH BYJR >SP BL JBW>,,,,,0,,qal,impf,,,,
