,verb_id,lex,scroll,book,chapter,verse,g_cons,hebrew,g_cons_verse,stem,tense,subject,subj_heb,complement,cmpl_heb
109,218147,BW>[,MT,Isaiah,19,1,B>,בָ֣א ,MF> MYRJM HNH JHWH RKB <L <B QL W B> MYRJM W N<W >LJLJ MYRJM M PNJW W LBB MYRJM JMS B QRBW,qal,perf,,,MYRJM,מִצְרַ֔יִם 
110,1901188,BW>[,1Qisaa,Isaiah,19,1,B>,בא ,MF> MYRJM HNH JHWH RWKB <L <B QL W B> MYRJM W N<W >LJLJ MYRJM M PNJW W LBB MYRJM JMS B QRBW,qal,ptca,,,MYRJM,מִצְרַ֔יִם 
111,218487,CLX[,MT,Isaiah,19,20,JCLX,יִשְׁלַ֥ח ,W HJH L >WT W L <D L JHWH YB>WT B >RY MYRJM KJ JY<QW >L JHWH M PNJ LXYJM W JCLX LHM MWCJ< W RB W HYJLM,qal,impf,,,LHM,לָהֶ֛ם 
112,1901548,CLX[,1Qisaa,Isaiah,19,20,CLX,שלח ,W HJJH L >WT W L <D L JHWH YB>WT B >RY MYRJM KJ JY<QW >L JHWH M PNJ LWXYJM W CLX LHM MWCJ< W JRD W HYJLM,qal,perf,,,,
113,1901552,JRD[,1Qisaa,Isaiah,19,20,JRD,ירד ,W HJJH L >WT W L <D L JHWH YB>WT B >RY MYRJM KJ JY<QW >L JHWH M PNJ LWXYJM W CLX LHM MWCJ< W JRD W HYJLM,qal,perf,,,,
114,218530,CWB[,MT,Isaiah,19,22,CBW,שָׁ֨בוּ֙ ,W NGP JHWH >T MYRJM NGP W RPW> W CBW <D JHWH W N<TR LHM W RP>M,qal,perf,,,<D JHWH,עַד־יְהוָ֔ה 
115,1901591,CWB[,1Qisaa,Isaiah,19,22,CBW,שבו ,W NGP JHWH >T MYRJM NGP W NRPW W CBW <D JHWH W N<TR LHM W RP>M,qal,perf,,,<D JHWH,עַד־יְהוָ֔ה 
116,218549,BW>[,MT,Isaiah,19,23,B>,בָֽא־,B JWM H HW> THJH MSLH M MYRJM >CWRH W B> >CWR B MYRJM W MYRJM B >CWR W <BDW MYRJM >T >CWR,qal,perf,>CWR,אַשּׁ֥וּר ,B MYRJM,בְּמִצְרַ֖יִם 
117,1901610,BW>[,1Qisaa,Isaiah,19,23,B>,בא ,B JWM H HW> THJH MSLH M MYRJM >CWRH W B> >CWR B MYRJM W MYRJM B >CWR W <BDW >T >CWR,qal,perf,,,,
118,218269,CLK[,MT,Isaiah,19,8,MCLJKJ,מַשְׁלִיכֵ֥י ,W >NW H DJGJM W >BLW KL MCLJKJ B J>WR XKH W PRFJ MKMRT <L PNJ MJM >MLLW,hif,ptca,,,B J>WR,בַיְאֹ֖ור 
119,1901322,CLK[,1Qisaa,Isaiah,19,8,MCLJKJ,משליכי ,W >NW H DGJM W >BLW KWL MCLJKJ B J>WR XKH W PRFJ MKMRT <L PNJ MJM >MLLW,hifil,ptca,,,,
120,212702,BW>[,MT,Isaiah,2,10,BW>,בֹּ֣וא ,BW> B YWR W HVMN B <PR M PNJ PXD JHWH W M HDR G>NW,qal,impv,,,B YWR,בַצּ֔וּר 
121,212830,BW>[,MT,Isaiah,2,19,B>W,בָ֨אוּ֙ ,W B>W B M<RWT YRJM W B MXLWT <PR M PNJ PXD JHWH W M HDR G>WNW B QWMW L <RY H >RY,qal,perf,,,B M<RWT YRJM W B MXLWT <PR,בִּמְעָרֹ֣ות צֻרִ֔ים וּבִמְחִלֹּ֖ות עָפָ֑ר 
122,1895648,BW>[,1Qisaa,Isaiah,2,19,B>W,באו ,W B>W B M<RWT YWRJM W B MXLWT <PR M PNJ PXD JHWH W M HDR G>WNW B QWMW L <RWY H >RY,qal,perf,,,B M<RWT YRJM W B MXLWT <PR,בִּמְעָרֹ֣ות צֻרִ֔ים וּבִמְחִלֹּ֖ות עָפָ֑ר 
123,1895675,CLK[,1Qisaa,Isaiah,2,20,JCLJK,ישליך ,B JWM H HW> JCLJK H >DM >T >LJLJ KSPW W >T >LJLJ ZHBW >CR <FW >YB<WTJW L HCTXWT L XPRPRJM W L <VLPJM,hifil,impf,,,,
124,212880,BW>[,MT,Isaiah,2,21,BW>,בֹוא֙ ,L BW> B NQRWT H YRJM W B S<PJ H SL<JM M PNJ PXD JHWH W M HDR G>WNW B QWMW L <RY H >RY,qal,infc,,,B NQRWT H YRJM W B S<PJ H SL<JM,בְּנִקְרֹ֣ות הַצֻּרִ֔ים וּבִסְעִפֵ֖י הַסְּלָעִ֑ים 
125,1895697,BW>[,1Qisaa,Isaiah,2,21,BW>,בוא ,L BW> B NQRWT H YWRJM W B S<PJ H SL<JM M PNJ PXD JHWH W M HDR G>WNW B QWMW L <RWY H >RY,qal,infc,,,B NQRWT H YRJM W B S<PJ H SL<JM,בְּנִקְרֹ֣ות הַצֻּרִ֔ים וּבִסְעִפֵ֖י הַסְּלָעִ֑ים 
126,212577,<LH[,MT,Isaiah,2,3,N<LH,נַעֲלֶ֣ה ,W HLKW <MJM RBJM W >MRW LKW W N<LH >L HR JHWH >L BJT >LHJ J<QB W JRNW M DRKJW W NLKH B >RXTJW KJ M YJWN TY> TWRH W DBR JHWH M JRWCLM,qal,impf,,,>L HR JHWH >L BJT >LHJ J<QB,אֶל־הַר־יְהוָ֗ה אֶל־בֵּית֙ אֱלֹהֵ֣י יַעֲקֹ֔ב 
127,212590,HLK[,MT,Isaiah,2,3,NLKH,נֵלְכָ֖ה ,W HLKW <MJM RBJM W >MRW LKW W N<LH >L HR JHWH >L BJT >LHJ J<QB W JRNW M DRKJW W NLKH B >RXTJW KJ M YJWN TY> TWRH W DBR JHWH M JRWCLM,qal,impf,,,B >RXTJW,בְּאֹרְחֹתָ֑יו 
128,212596,JY>[,MT,Isaiah,2,3,TY>,תֵּצֵ֣א ,W HLKW <MJM RBJM W >MRW LKW W N<LH >L HR JHWH >L BJT >LHJ J<QB W JRNW M DRKJW W NLKH B >RXTJW KJ M YJWN TY> TWRH W DBR JHWH M JRWCLM,qal,impf,TWRH,תֹורָ֔ה ,M YJWN,מִצִּיֹּון֙ 
129,1895395,HLK[,1Qisaa,Isaiah,2,3,HLKW,הלכו ,W HLKW <MJM RBJM W >MRW LKW W N<LH >L BJT >LWHJ J<QWB W JRWNW M DRKJW W N>LKH B >WRXTJW KJ> M YJWN TY> TWRH W DBR JHWH M JRWCLJM,qal,perf,,,,
130,1895400,HLK[,1Qisaa,Isaiah,2,3,LKW,לכו ,W HLKW <MJM RBJM W >MRW LKW W N<LH >L BJT >LWHJ J<QWB W JRWNW M DRKJW W N>LKH B >WRXTJW KJ> M YJWN TY> TWRH W DBR JHWH M JRWCLJM,qal,impv,,,,
131,1895402,<LH[,1Qisaa,Isaiah,2,3,N<LH,נעלה ,W HLKW <MJM RBJM W >MRW LKW W N<LH >L BJT >LWHJ J<QWB W JRWNW M DRKJW W N>LKH B >WRXTJW KJ> M YJWN TY> TWRH W DBR JHWH M JRWCLJM,qal,impf,,,,
132,1895412,HLK[,1Qisaa,Isaiah,2,3,N>LKH,נאלכה ,W HLKW <MJM RBJM W >MRW LKW W N<LH >L BJT >LWHJ J<QWB W JRWNW M DRKJW W N>LKH B >WRXTJW KJ> M YJWN TY> TWRH W DBR JHWH M JRWCLJM,qal,impf,,,,
133,1895418,JY>[,1Qisaa,Isaiah,2,3,TY>,תצא ,W HLKW <MJM RBJM W >MRW LKW W N<LH >L BJT >LWHJ J<QWB W JRWNW M DRKJW W N>LKH B >WRXTJW KJ> M YJWN TY> TWRH W DBR JHWH M JRWCLJM,qal,impf,,,,
134,212637,HLK[,MT,Isaiah,2,5,NLKH,נֵלְכָ֖ה ,BJT J<QB LKW W NLKH B >WR JHWH,qal,impf,,,B >WR JHWH,בְּאֹ֥ור יְהוָֽה׃ 
135,1895464,HLK[,1Qisaa,Isaiah,2,5,LKW,לכו ,BJT J<QWB LKW W NLKH B >WR JHWH,qal,impv,,,,
136,1895466,HLK[,1Qisaa,Isaiah,2,5,NLKH,נלכה ,BJT J<QWB LKW W NLKH B >WR JHWH,qal,impf,,,,
137,218598,BW>[,MT,Isaiah,20,1,B>,בֹּ֤א ,B CNT B> TRTN >CDWDH B CLX >TW SRGWN MLK >CWR W JLXM B >CDWD W JLKDH,qal,infc,TRTN,תַרְתָּן֙ ,>CDWDH,אַשְׁדֹּ֔ודָה 
138,1901660,BW>[,1Qisaa,Isaiah,20,1,B>,בא ,B CNT B> TWRTN >CDWDH B CLX >WTW SRGWN MLK >CWR W JLXM B >CDWD W JLKWDH,qal,infc,,,>CDWDH,אַשְׁדֹּ֔ודָה 
139,1901689,HLK[,1Qisaa,Isaiah,20,2,LK,לך ,B <T H HJ> DBR JHWH B JD JC<JH BN >MWY L >MWR LK W PTXT H FQ M <L MTNJK W N<LJK TXLJY M <L RGLJK W J<F KN HLWK <RWM W JXP,qal,impv,,,,
140,1901706,HLK[,1Qisaa,Isaiah,20,2,HLWK,הלוך ,B <T H HJ> DBR JHWH B JD JC<JH BN >MWY L >MWR LK W PTXT H FQ M <L MTNJK W N<LJK TXLJY M <L RGLJK W J<F KN HLWK <RWM W JXP,qal,infa,,,,
141,218718,NWS[,MT,Isaiah,20,6,NSNW,נַ֤סְנוּ ,W >MR JCB H >J H ZH B JWM H HW> HNH KH MBVNW >CR NSNW CM L <ZRH L HNYL M PNJ MLK >CWR W >JK NMLV >NXNW,qal,perf,,,CM,שָׁם֙ 
142,218744,BW>[,MT,Isaiah,21,1,B>,בָּ֔א ,MF> MDBR JM K SWPWT B NGB L XLP M MDBR B> M >RY NWR>H,qal,perf,,,M MDBR M >RY NWR>H,מִמִּדְבָּ֣ר מֵאֶ֖רֶץ נֹורָאָֽה׃ 
143,1901809,BW>[,1Qisaa,Isaiah,21,1,B>,בא ,MF> DBR JM K SPWT B NGB L XLP M MDBR B> M >RY NWR>H RXWQH,qal,ptca,,,,
144,1901883,HLK[,1Qisaa,Isaiah,21,6,LK,לך ,KJ KH >MR >LJ >DWNJ LK H<MD H MYPH >CR JR>H W JGJD,qal,impv,,,,
145,1901931,BW>[,1Qisaa,Isaiah,21,9,B>,בא ,W HNH ZH B> RWKB >JC YMD PRCJM W J<NJ W JW>MR NPLH NPLH BBL W KWL PSJLJ >LWHJH CBRW L >RY,qal,ptca,,,,
146,1901940,NPL[,1Qisaa,Isaiah,21,9,NPLH,נפלה ,W HNH ZH B> RWKB >JC YMD PRCJM W J<NJ W JW>MR NPLH NPLH BBL W KWL PSJLJ >LWHJH CBRW L >RY,qal,perf,,,,
147,1901941,NPL[,1Qisaa,Isaiah,21,9,NPLH,נפלה ,W HNH ZH B> RWKB >JC YMD PRCJM W J<NJ W JW>MR NPLH NPLH BBL W KWL PSJLJ >LWHJH CBRW L >RY,qal,perf,,,,
148,218991,<LH[,MT,Isaiah,22,1,<LJT,עָלִ֥ית ,MF> GJ> XZJWN MH LK >PW> KJ <LJT KLK L GGWT,qal,perf,KLK,כֻּלָּ֖ךְ ,L GGWT,לַגַּגֹּֽות׃ 
149,1902075,<LH[,1Qisaa,Isaiah,22,1,<LJTJ,עליתי ,MF> GJ XZWWN M LKJ >PW> KJ <LJTJ KWLK L GGWT,qal,perf,,,,
150,1902293,GLH[,1Qisaa,Isaiah,22,14,NGLH,נגלה ,W NGLH B >WZNJ JHWH YB>WT >M JKPR LKM H <WWN H ZH LKMH <D TMWTWN >MR >DWNJ JHWH YB>WT,nifal,perf,,,,
151,219224,BW>[,MT,Isaiah,22,15,B>,בֹּא֙ ,KH >MR >DNJ JHWH YB>WT LK B> >L H SKN H ZH <L CBN> >CR <L H BJT,qal,impv,,,>L H SKN H ZH <L CBN>,אֶל־הַסֹּכֵ֣ן הַזֶּ֔ה עַל־שֶׁבְנָ֖א 
152,1902318,HLK[,1Qisaa,Isaiah,22,15,LK,לכ ,KH >MR >DWNJ JHWH YB>WT LK BW> >L H SWKN H ZH >L CBN> >CR <L H BJT,qal,impv,,,,
153,1902319,BW>[,1Qisaa,Isaiah,22,15,BW>,בוא ,KH >MR >DWNJ JHWH YB>WT LK BW> >L H SWKN H ZH >L CBN> >CR <L H BJT,qal,impv,,,,
154,1902506,NPL[,1Qisaa,Isaiah,22,25,NPLH,נפלה ,B JWM H HW> NW>M JHWH YB>WT TMWC H JTD H TQW<H B MQWM N>MN W NGD<H W NPLH W NKRT H MF> >CR <LJH KJ JHWH DBR,qal,perf,,,,
155,1902177,GLH[,1Qisaa,Isaiah,22,8,JGL,יגל ,W JGL >T MSK JHWDH W TBV B JWM H HW> >L NCQ BJT H J<R,piel,wayy,,,,
156,219425,BW>[,MT,Isaiah,23,1,BW>,בֹּ֔וא ,MF> YR HJLJLW >NJWT TRCJC KJ CDD M BJT M BW> M >RY KTJM NGLH LMW,qal,infc,,,M >RY KTJM,מֵאֶ֥רֶץ כִּתִּ֖ים 
157,219429,GLH[,MT,Isaiah,23,1,NGLH,נִגְלָה־,MF> YR HJLJLW >NJWT TRCJC KJ CDD M BJT M BW> M >RY KTJM NGLH LMW,nif,perf,,,LMW,לָֽמֹו׃ 
158,1902527,BW>[,1Qisaa,Isaiah,23,1,BW>,בוא ,MF> YR >JLJLW >NJWT TRCJC KJ CWDD M BJT M BW> M >RY KTJJM NGLH LMW,qal,infc,,,M >RY KTJM,מֵאֶ֥רֶץ כִּתִּ֖ים 
159,1902531,GLH[,1Qisaa,Isaiah,23,1,NGLH,נגלה ,MF> YR >JLJLW >NJWT TRCJC KJ CWDD M BJT M BW> M >RY KTJJM NGLH LMW,nifal,perf,,,LMW,לָֽמֹו׃ 
160,219527,<BR[,MT,Isaiah,23,10,<BRJ,עִבְרִ֥י ,<BRJ >RYK K J>R BT TRCJC >JN MZX <WD,qal,impv,,,>RYK,אַרְצֵ֖ךְ 
161,219565,<BR[,MT,Isaiah,23,12,<BRJ,עֲבֹ֔רִי ,W J>MR L> TWSJPJ <WD L <LWZ H M<CQH BTWLT BT YJDWN KTJJM QWMJ <BRJ GM CM L> JNWX LK,qal,impv,,,KTJJM,כִּתִּים֙ 
162,1902679,<BR[,1Qisaa,Isaiah,23,12,<BRJ,עברי ,W JW>MR LW> TWSJPJ <WD L <LWZ M<CQH BTWLT BT YJDWN KTJJM QWMJ <BRJ GM CM LW> JNWX LK,qal,impv,,,,
163,219646,CWB[,MT,Isaiah,23,17,CBH,שָׁבָ֖ה ,W HJH M QY CB<JM CNH JPQD JHWH >T YR W CBH L >TNNH W ZNTH >T KL MMLKWT H >RY <L PNJ H >DMH,qal,perf,,,L >TNNH,לְאֶתְנַנָּ֑ה 
164,1902749,CWB[,1Qisaa,Isaiah,23,17,CBH,שבה ,W HJH M QY CB<JN CNH JPQWD JHWH >T YR W CBH L >TNNH W ZNTH >T MMLKWT H >RY <L PNJ H >DMH,qal,perf,,,,
165,1902539,<BR[,1Qisaa,Isaiah,23,2,<BRW,עברו ,DMW JWCBJ >J SXR YJDWN <BRW JM ML>KJK,qal,perf,,,,
166,219482,<BR[,MT,Isaiah,23,6,<BRW,עִבְר֖וּ ,<BRW TRCJCH HJLJLW JCBJ >J,qal,impv,,,TRCJCH,תַּרְשִׁ֑ישָׁה 
167,1902589,<BR[,1Qisaa,Isaiah,23,6,<WBRJ,עוברי ,<WBRJ TLRCJCH HJLJLW JWCBJ >J,qal,impv,,,TRCJCH,תַּרְשִׁ֑ישָׁה 
168,1902946,GLH[,1Qisaa,Isaiah,24,11,GLH,גלה ,YWXH <L H JJN B XWYWT <RBH KWL FMXH GLH MFWF H >RY,qal,perf,,,,
169,219938,NWS[,MT,Isaiah,24,18,NS,נָּ֞ס ,W HJH H NS M QWL H PXD JPL >L H PXT W H <WLH M TWK H PXT JLKD B PX KJ >RBWT M MRWM NPTXW W JR<CW MWSDJ >RY,qal,ptca,,,M QWL H PXD,מִקֹּ֤ול הַפַּ֨חַד֙ 
170,219943,NPL[,MT,Isaiah,24,18,JPL,יִפֹּ֣ל ,W HJH H NS M QWL H PXD JPL >L H PXT W H <WLH M TWK H PXT JLKD B PX KJ >RBWT M MRWM NPTXW W JR<CW MWSDJ >RY,qal,impf,,,>L H PXT,אֶל־הַפַּ֔חַת 
171,219949,<LH[,MT,Isaiah,24,18,<WLH,עֹולֶה֙ ,W HJH H NS M QWL H PXD JPL >L H PXT W H <WLH M TWK H PXT JLKD B PX KJ >RBWT M MRWM NPTXW W JR<CW MWSDJ >RY,qal,ptca,,,M TWK H PXT,מִתֹּ֣וךְ הַפַּ֔חַת 
172,1903044,NWS[,1Qisaa,Isaiah,24,18,NS,נס ,W HJH H NS M QWL H PXD JPWL >L H PXT W H <WLH M TWK H PXT JLKD B PX KJ >RBWT M MRWM NPTXW W JR<CW MWSDJ >RY,qal,ptca,,,,
173,1903049,NPL[,1Qisaa,Isaiah,24,18,JPWL,יפול ,W HJH H NS M QWL H PXD JPWL >L H PXT W H <WLH M TWK H PXT JLKD B PX KJ >RBWT M MRWM NPTXW W JR<CW MWSDJ >RY,qal,impf,,,,
174,1903055,<LH[,1Qisaa,Isaiah,24,18,<WLH,עולה ,W HJH H NS M QWL H PXD JPWL >L H PXT W H <WLH M TWK H PXT JLKD B PX KJ >RBWT M MRWM NPTXW W JR<CW MWSDJ >RY,qal,ptca,,,,
175,1903100,NPL[,1Qisaa,Isaiah,24,20,NPL,נפל ,NW< TNW< H >RY K CKWR W HTNWDD> W K MLWNH W KBD <LJH PC<H W NPL W LW> TWSJP QWM,qal,perf,,,,
176,220023,>SP[,MT,Isaiah,24,22,>SPW,אֻסְּפ֨וּ ,W >SPW >SPH >SJR <L BWR W SGRW <L MSGR W M RB JMJM JPQDW,pual,perf,,,<L BWR,עַל־בֹּ֔ור 
177,1903129,>SP[,1Qisaa,Isaiah,24,22,>SPW,אספו ,>SPW >SPH <L BWR W SGRW <L MSGR W M RWB JMJM JPQDW,pual,perf,,,,
178,220204,SWR[,MT,Isaiah,25,8,JSJR,יָסִיר֙ ,BL< H MWT L NYX W MXH >DNJ JHWH DM<H M <L KL PNJM W XRPT <MW JSJR M <L KL H >RY KJ JHWH DBR,hif,impf,,,M <L KL H >RY,מֵעַ֣ל כָּל־הָאָ֔רֶץ 
179,1903313,SWR[,1Qisaa,Isaiah,25,8,JSJR,יסיר ,BL< H MWT L NYX W MXH >DWNJ JHWH DM<H M <L KWL PNJM W XRPT <MW JSJR M <L KWL H >RY KJ JHWH DBR,hifil,impf,,,M <L KL H >RY,מֵעַ֣ל כָּל־הָאָ֔רֶץ 
180,220526,BW>[,MT,Isaiah,26,20,B>,בֹּ֣א ,LK <MJ B> B XDRJK W SGR DLTJK B<DK XBJ K M<V RG< <D J<BWR Z<M,qal,impv,,,B XDRJK,בַחֲדָרֶ֔יךָ 
181,1903652,BW>[,1Qisaa,Isaiah,26,20,B>,בא ,LK <MJ B> B XDRJK W SGR DLTJK B<DK XBW K M<V RG< <D J<BWR Z<M,qal,impv,,,B XDRJK,בַחֲדָרֶ֔יךָ 
182,220543,JY>[,MT,Isaiah,26,21,JY>,יֹצֵ֣א ,KJ HNH JHWH JY> M MQWMW L PQD <WN JCB H >RY <LJW W GLTH H >RY >T DMJH W L> TKSH <WD <L HRWGJH,qal,ptca,JHWH,יְהוָה֙ ,M MQWMW,מִמְּקֹומֹ֔ו 
183,1903669,JY>[,1Qisaa,Isaiah,26,21,JY>,יצא ,KJ JHWH JY> M MQWMW L PQWD <WWN JWCB H >RY <LJW W GLTH H >RY >T DMJH W LW> TKSH <WD <L HRWGJH,qal,ptca,,,,
184,1903680,GLH[,1Qisaa,Isaiah,26,21,GLTH,גלתה ,KJ JHWH JY> M MQWMW L PQWD <WWN JWCB H >RY <LJW W GLTH H >RY >T DMJH W LW> TKSH <WD <L HRWGJH,piel,perf,,,,
185,1903849,CLX[,1Qisaa,Isaiah,27,10,MCLX,משלח ,KJ <JR BYWRH BDD NWH MCLX W N<ZB K MDBR CM JR<H <GL W CM JRBY W KLH S<PJH,pual,ptca,,,,
186,1903923,BW>[,1Qisaa,Isaiah,27,13,B>W,באו ,W HJH B JWM H HW> JTQ< B CWPR GDWL W B>W H >WBDJM B >RY >CWR W H NDXJM B >RY MYRJM W HCTXW L JHWH B HR H QDC B JRWCLM,qal,perf,,,,
187,1903777,BW>[,1Qisaa,Isaiah,27,6,B>JM,באים ,H B>JM JCRJC J<QWB W JYJY W JPRX JFR>L W ML>W PNJ TBL TNWBH,qal,ptca,,,,
188,1903827,SWR[,1Qisaa,Isaiah,27,9,HSJR,הסיר ,L KN B ZW>T JKPR <WWN J<QWB W ZH KWL PRJ HSJR XV>WW B FWMW KWL >BNJ MZBX K >BNJ GJR MNPYWT LW> JQWMW >CRJM W XMNJM,hifil,infc,,,,
189,1904186,HLK[,1Qisaa,Isaiah,28,13,JLKW,ילכו ,W HJH LHM DBR JHWH YJ L YJ YJ L YJ QW L QW QW L QW Z<JR CM Z<JR CM LM<N JLKW W KCLW >XWR W NCBRW W NWQCW W NLKDW,qal,impf,,,,
190,1904227,<BR[,1Qisaa,Isaiah,28,15,JBWR,יבור ,KJ >MRTM KRTNW BRJT >T MWT W <M C>WL <FJNW XZH CWV CWVP KJ JBWR LW> JBW>NW KJ FMNW KZB MXSNJ W B CQR NSTRNW,qal,impf,,,,
191,1904229,BW>[,1Qisaa,Isaiah,28,15,JBW>NW,יבוא׳נו ,KJ >MRTM KRTNW BRJT >T MWT W <M C>WL <FJNW XZH CWV CWVP KJ JBWR LW> JBW>NW KJ FMNW KZB MXSNJ W B CQR NSTRNW,qal,impf,,,,
192,1904297,<BR[,1Qisaa,Isaiah,28,18,J<BWR,יעבור ,W KPR >T BRJTKMH >T MWT W XZWTKM >T C>WL LW> TQWM CWV CWVP KJ J<BWR W HJJTMH LW L MRMS,qal,impf,,,,
193,1904306,<BR[,1Qisaa,Isaiah,28,19,<BRW,עבר׳ו ,M DJ <BRW JQX >TKMH KJ B BQR B BQR J<BWR B JWM W B LJLH RQ ZW<H HBJN CMW<H,qal,infc,,,,
194,1904307,LQX[,1Qisaa,Isaiah,28,19,JQX,יקח ,M DJ <BRW JQX >TKMH KJ B BQR B BQR J<BWR B JWM W B LJLH RQ ZW<H HBJN CMW<H,qal,impf,,,,
195,1904314,<BR[,1Qisaa,Isaiah,28,19,J<BWR,יעבור ,M DJ <BRW JQX >TKMH KJ B BQR B BQR J<BWR B JWM W B LJLH RQ ZW<H HBJN CMW<H,qal,impf,,,,
196,221325,JY>[,MT,Isaiah,28,29,JY>H,יָצָ֑אָה ,GM Z>T M <M JHWH YB>WT JY>H HPLJ> <YH HGDJL TWCJH,qal,perf,GM Z>T,גַּם־זֹ֕את ,M <M JHWH YB>WT,מֵעִ֛ם יְהוָ֥ה צְבָאֹ֖ות 
197,1904480,JY>[,1Qisaa,Isaiah,28,29,JY>H,יצאה ,GM ZW>T M <M JHWH YB>WT JY>H HPLH <YH W HGDJL TWCJH,qal,perf,,,,
198,1904054,CWB[,1Qisaa,Isaiah,28,6,MCJBJ,משיבי ,W L RWX MCPV L JWCB <L H MCPV W L GBWRH MCJBJ MLXMH C<R,hifil,ptca,,,,
199,1904754,NGC[,1Qisaa,Isaiah,29,13,NGC,נגש ,W JW>MR >DWNJ J<N KJ NGC H <M H ZH B PJW W B FPTJW KBDWNJ W LBW RXWQ MMNJ W THJH JR>T >WTJ K MYWT >NCJM MLMDH,nifal,perf,,,,
200,221673,CWB[,MT,Isaiah,29,17,CB,שָׁ֥ב ,H LW> <WD M<V MZ<R W CB LBNWN L KRML W H KRML L J<R JXCB,qal,perf,LBNWN,לְבָנֹ֖ון ,L KRML,לַכַּרְמֶ֑ל 
201,1904852,CWB[,1Qisaa,Isaiah,29,17,CB,שב ,H LW> <WD M<V MZ<R W CB LBNWN L KRML W H KRML L J<R JXCB,qal,perf,,,,
202,1904562,<BR[,1Qisaa,Isaiah,29,5,<WBR,עובר ,W HJH K >BQ DQ HMWN ZDJK W K MWY <WBR HMWN <RJYJM W HJH L PT< PT>M,qal,ptca,,,,
203,212924,SWR[,MT,Isaiah,3,1,MSJR,מֵסִ֤יר ,KJ HNH H >DWN JHWH YB>WT MSJR M JRWCLM W M JHWDH MC<N W MC<NH KL MC<N LXM W KL MC<N MJM,hif,ptca,H >DWN JHWH YB>WT,הָאָדֹ֜ון יְהוָ֣ה צְבָאֹ֗ות ,M JRWCLM W M JHWDH,מִירוּשָׁלִַ֨ם֙ וּמִ֣יהוּדָ֔ה 
204,1895743,SWR[,1Qisaa,Isaiah,3,1,MHSJR,מהסיר ,KJ> HNH H >DWN JHWH YB>WT MHSJR M JRWCLM W M JHWDH MC<N W MC<NH KL MC<N LXM W KWL MC<N MJM,hifil,ptca,,,M JRWCLM W M JHWDH,מִירוּשָׁלִַ֨ם֙ וּמִ֣יהוּדָ֔ה 
205,1895915,CWB[,1Qisaa,Isaiah,3,11,JCWB,ישוב ,>WJ L RC< R< KJ> GMWL JDW JCWB LW>,qal,impf,,,,
206,213114,BW>[,MT,Isaiah,3,14,JBW>,יָבֹ֔וא ,JHWH B MCPV JBW> <M ZQNJ <MW W FRJW W >TM B<RTM H KRM GZLT H <NJ B BTJKM,qal,impf,JHWH,יְהוָה֙ ,B MCPV,בְּמִשְׁפָּ֣ט 
207,213114,BW>[,MT,Isaiah,3,14,JBW>,יָבֹ֔וא ,JHWH B MCPV JBW> <M ZQNJ <MW W FRJW W >TM B<RTM H KRM GZLT H <NJ B BTJKM,qal,impf,JHWH,יְהוָה֙ ,<M ZQNJ <MW W FRJW,עִם־זִקְנֵ֥י עַמֹּ֖ו וְשָׂרָ֑יו 
208,1895945,BW>[,1Qisaa,Isaiah,3,14,JBW>,יבוא ,JHWH B MCPV JBW> <M ZQNJ <MW W FRJW W >TMH B<RTM H KRM GZLT H <NJ B BTJKM,qal,impf,,,B MCPV,בְּמִשְׁפָּ֣ט 
209,1895945,BW>[,1Qisaa,Isaiah,3,14,JBW>,יבוא ,JHWH B MCPV JBW> <M ZQNJ <MW W FRJW W >TMH B<RTM H KRM GZLT H <NJ B BTJKM,qal,impf,,,<M ZQNJ <MW W FRJW,עִם־זִקְנֵ֥י עַמֹּ֖ו וְשָׂרָ֑יו 
210,1895984,HLK[,1Qisaa,Isaiah,3,16,TLKNH,תלכנה ,W JW>MR JHWH J<N KJ> GBHW BNWT YJWN W TLKNH NVJWT GRWN W MFQRWT <JNJM HLWK W VWPP TLKNH W B RGLJHNH T<KSNH,qal,wayy,,,,
211,1895990,HLK[,1Qisaa,Isaiah,3,16,HLWK,הלוך ,W JW>MR JHWH J<N KJ> GBHW BNWT YJWN W TLKNH NVJWT GRWN W MFQRWT <JNJM HLWK W VWPP TLKNH W B RGLJHNH T<KSNH,qal,infa,,,,
212,1895993,HLK[,1Qisaa,Isaiah,3,16,TLKNH,תלכנה ,W JW>MR JHWH J<N KJ> GBHW BNWT YJWN W TLKNH NVJWT GRWN W MFQRWT <JNJM HLWK W VWPP TLKNH W B RGLJHNH T<KSNH,qal,impf,,,,
213,1896015,SWR[,1Qisaa,Isaiah,3,18,JSJR,יסיר ,B JWM H HW> JSJR >DWNJ JHWH >T TP>RT H <KJSJM W H CBJCJM W H FHRNJM,hifil,impf,,,,
214,1896114,NPL[,1Qisaa,Isaiah,3,25,JPWLW,יפולו ,MTJK B XRB JPWLW W GBWRWTJK B MLXMH,qal,impf,,,,
215,1895866,NPL[,1Qisaa,Isaiah,3,8,NPLH,נפלה ,KJ KCLH JRWCLJM W JHWDH NPLH KJ LCWNM W M<LLJHM <L JHWH L MRWT <JNJ KBWDW,qal,perf,,,,
216,221978,SWR[,MT,Isaiah,30,11,SWRW,ס֚וּרוּ ,SWRW MNJ DRK HVW MNJ >RX HCBJTW M PNJNW >T QDWC JFR>L,qal,impv,,,MNJ DRK,מִנֵּי־דֶ֔רֶךְ 
