verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,sign_info,stem,tense,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,motion_type,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,preposition_7,comments
2063611,JY>[,4Q128,Deuteronomy,11,10,JY>TM,KJ H >RY >CR >TMH B>JM CMH L RCTH L> K >RY MYRJM HW> >CR JY>TM M CMH >CR TZR< >T ZR<K W HCQJT B RGLJKH K GN H JRQ,00 0 000 000 0000 0000 000 0 0000 00 0 000 00000 000 000 00000 0 000 000 0000 00 0000 0 00000 0 000000 0 00 0 000,qal,perf,>CR JY>TM M CMH,,M CMH,MN CM,from there,1,prep + dir-he,adv,inanim,det,adv,simple,factive,MN,,,,,,,
1929010,BW>[,1Q13,Deuteronomy,11,10,B>,KJ H >RY >CR >TH B> CMH L RCTH L> K >RY MYRJM HJ> >CR JY>TM M CM >CR TZR< >T ZR<K W HCQJT B RGLK,00 0 000 000 000 00 000 0 0000 00 0 000 00000 000 000 00000 0 00 000 0000 00 0000 0 00000 0 0000 1 1 1111,qal,ptca,>CR >TH B> CMH,>TH,CMH,CM,there,1,dir-he,adv,inanim,det,adv,simple,factive,,,,,,,,
1929020,JY>[,1Q13,Deuteronomy,11,10,JY>TM,KJ H >RY >CR >TH B> CMH L RCTH L> K >RY MYRJM HJ> >CR JY>TM M CM >CR TZR< >T ZR<K W HCQJT B RGLK,00 0 000 000 000 00 000 0 0000 00 0 000 00000 000 000 00000 0 00 000 0000 00 0000 0 00000 0 0000 1 1 1111,qal,perf,>CR JY>TM M CM,,M CM,MN CM,from there,0,prep,adv,inanim,det,adv,simple,factive,MN,,,,,,,
99834,<BR[,MT,Deuteronomy,11,11,<BRJM,W H >RY >CR >TM <BRJM CMH L RCTH >RY HRJM W BQ<T L MVR H CMJM TCTH MJM,,qal,ptca,>CR >TM <BRJM CMH,>TM,CMH,CM,there,1,dir-he,adv,inanim,det,adv,simple,factive,,,,,,,,
2078572,BW>[,8Q4,Deuteronomy,11,11,B>JM,W H >RY >CR >TM B>JM CMH L RCTH >RY HRJM W BQ<T L MVR H CMJM TCTH MJM,0 0 000 000 000 0000 000 0 0000 000 0000 0 0000 0 000 0 0000 0000 000,qal,ptca,>CR >TM B>JM CMH,>TM,CMH,CM,there,1,dir-he,adv,inanim,det,adv,simple,factive,,,,,,,,
1989285,<BR[,4Q38,Deuteronomy,11,11,<BRJM,W H >RY >CR >TMH <BRJM CMH L RCTH >RY HRJM W BQ<WT L MVR H CMJM TCTH MJM,0 0 000 000 0000 00000 000 0 0000 000 0000 0 00000 0 000 0 0000 0000 000,qal,ptca,>CR >TMH <BRJM CMH,>TMH,CMH,CM,there,1,dir-he,adv,inanim,det,adv,simple,factive,,,,,,,,
1988535,<BR[,4Q37,Deuteronomy,11,11,<BRJM,W H >RY >C TMH <BRJM CMH L RCTH >RY HRJM W BQ<T L MVR H CMJM TCTH MJM,0 0 000 001 1000 00000 000 0 0000 000 0000 0 0000 0 000 0 0000 0000 000,qal,ptca,>C TMH <BRJM CMH,TMH,CMH,CM,there,1,dir-he,adv,inanim,det,adv,simple,factive,,,,,,,,
1980004,<BR[,4Q30,Deuteronomy,11,11,<BRJM,W H >RY >CR >TM <BRJM CMH L RCTH >RY HRJM W BQ<T L MVR H CMJM TCTH MJM,0 0 000 000 000 00000 000 0 0000 000 0000 0 0000 0 000 0 0000 0000 000,qal,ptca,>CR >TM <BRJM CMH,>TM,CMH,CM,there,1,dir-he,adv,inanim,det,adv,simple,factive,,,,,,,,
2068726,BW>[,4Q138,Deuteronomy,11,11,B>JM,W H >RY >CR >TMH B>JM CMH L RCTH >RY HRJM W BQ<WT L MVR H CMJM TC TH MJM,0 0 000 000 0000 0000 000 0 0000 000 0000 0 00000 0 000 0 0000 00 00 1000,qal,ptca,>CR >TMH B>JM CMH,>TMH,CMH,CM,there,1,dir-he,adv,inanim,det,adv,simple,factive,,,,,,,,
2063632,<BR[,4Q128,Deuteronomy,11,11,<BRJM,W H >RY >CR >TMH <BRJM CMH L RCTH >RY HRJM W BQ<H L MVR H CMJM TCTH MJM,0 0 000 000 0000 00000 000 0 0000 000 0000 0 0000 0 000 0 0000 0000 000,qal,ptca,>CR >TMH <BRJM CMH,>TMH,CMH,CM,there,1,dir-he,adv,inanim,det,adv,simple,factive,,,,,,,,
99928,SWR[,MT,Deuteronomy,11,16,SRTM,HCMRW LKM PN JPTH LBBKM W SRTM W <BDTM >LHJM >XRJM W HCTXWJTM LHM,,qal,perf,W SRTM,,no complement,no complement,,,,,,,,,,,,,,,,,
2065739,SWR[,4Q131,Deuteronomy,11,16,SRTM,LBBKM W SRTM W <BDTM >LHJM >XRJM W HCTXWJTM LHM,00000 0 0000 0 00000 00000 00000 0 00000000 000,qal,perf,W SRTM,,no complement,no complement,,,,,,,,,,,,,,,,,
2065611,MHR[,4Q130,Deuteronomy,11,17,MHR,W XRH >P JHWH BKM W <YR >T H CMJM W L> JHJH MVR W H >DMH L> TTN >T JBWLH W >BDTM MHR M <L H >RY H VWBH >CR JHWH NWTN LKM,0 000 00 0000 000 0 000 00 0 0000 0 00 0000 000 0 0 0000 00 000 00 00000 0 00000 000 0 00 0 000 0 0000 000 0000 0000 000,piel,infa,W >BDTM MHR M <L H >RY H VWBH,,no complement,no complement,,,,,,,,,,,,,,,,,MHR[ not predicate? variant
2063765,MHR[,4Q128,Deuteronomy,11,17,MHR,W XRH >P JHWH BKM W <YR >T H CMJM W LW> JHJH MVR W H >DMH L> TTN >T JBWLH W >BDTMH MHR M <L H >RY H VBH >CR JHWH NTN LKM,0 000 00 0000 000 0 000 00 0 0000 0 000 0000 000 0 0 0000 00 000 00 00000 0 000000 000 0 00 0 000 0 000 000 0000 000 000,piel,infa,W >BDTMH MHR M <L H >RY H VBH,,,no complement,,,,,,,,,,,,,,,,,MHR[ not predicate? variant
2102880,HLK[,Xhev/se5,Deuteronomy,11,19,LKTK,W LMDTM >TM >T BNJKM L DBR BM B CBTK B BJTK W B LKTK B DRK W B CKBK W B QWMK,0 00000 000 00 00000 0 000 00 0 0000 0 0000 0 0 0000 0 000 0 0 0000 0 0 0000,qal,infc,W B LKTK B DRK,,B DRK,B H DRK/,on the way,0,prep,topo,inanim,det,subs,simple,factive,,,,,,,,
2091465,HLK[,Mur4,Deuteronomy,11,19,LKTK,W LMDTM >TM >T BNJKM L DBR BM B CBTK B BJTK W B LKTK B DRK W B CKBK W B QWMK,0 00000 000 00 00000 0 000 00 0 0000 0 0000 0 0 0000 0 000 0 0 0000 0 0 0000,qal,infc,W B LKTK B DRK,,B DRK,B H DRK/,on the way,0,prep,topo,inanim,det,subs,simple,factive,,,,,,,,
100007,HLK[,MT,Deuteronomy,11,19,LKTK,W LMDTM >TM >T BNJKM L DBR BM B CBTK B BJTK W B LKTK B DRK W B CKBK W B QWMK,,qal,infc,W B LKTK B DRK,,B DRK,B H DRK/,on the way,0,prep,topo,inanim,det,subs,simple,factive,,,,,,,,
2078751,HLK[,8Q4,Deuteronomy,11,19,LKTK,W LMDTM >TM >T BNJKM L DBR BM B CBTK B BJTK W B LKTK B DRK W B CKBK W B QWMK,0 00000 000 00 00000 0 000 00 0 0000 0 0000 0 0 0000 0 000 0 0 0000 0 0 0000,qal,infc,W B LKTK B DRK,,B DRK,B H DRK/,on the way,0,prep,topo,inanim,det,subs,simple,factive,,,,,,,,
2076711,HLK[,8Q3,Deuteronomy,11,19,LKTK,W LMDTM >TM >T BNJKM L DBR BM B CBTK B BJTK W B LKTK B DRK W B CKBK W B QWMK,0 00000 000 00 00000 0 000 00 0 0000 0 0000 0 0 0000 0 000 0 0 0000 0 0 0000,qal,infc,W B LKTK B DRK,,B DRK,B H DRK/,on the way,0,prep,topo,inanim,det,subs,simple,factive,,,,,,,,
2070763,HLK[,4Q146,Deuteronomy,11,19,LKTK,B BJTK W B LKTK B D RK W B CKBK W B QWMK,0 0000 0 0 0000 0 0 00 0 0 0000 0 0 0000,qal,infc,W B LKTK B D RK,,B D RK,B H DRK/,on the way,0,prep,topo,inanim,det,subs,simple,factive,,,,,,,,
2070256,HLK[,4Q143,Deuteronomy,11,19,LKTKH,W LM DTM >WTM >T BNJKM L DBR BM B C BTKH B BJT W B LKTKH B DRK W B CKB KH W B QWMKH,0 00 000 0000 00 00000 0 000 00 0 0 0000 0 000 0 0 00000 0 000 0 0 000 00 0 0 00000,qal,infc,W B LKTKH B DRK,,B DRK,B H DRK/,on the way,0,prep,topo,inanim,det,subs,simple,factive,,,,,,,,
2067080,HLK[,4Q136,Deuteronomy,11,19,LKTK,W LMDTM >TM >T BNJKM L DBR BM B CBTK B BJT W B LKTK B DRK W B CKBK W B QWMK,0 00000 000 00 00000 0 000 00 0 0000 0 000 0 0 0000 0 000 0 0 0000 0 0 0000,qal,infc,W B LKTK B DRK,,B DRK,B H DRK/,on the way,0,prep,topo,inanim,det,subs,simple,factive,,,,,,,,
2065778,HLK[,4Q131,Deuteronomy,11,19,LKTK,W LMDTM >TM >T BNJKM L DBR BM B CBTK B BJTK W B LKTK B DRK,1 0 00000 000 00 00000 0 000 00 0 0000 0 0000 0 0 0000 0 000,qal,infc,W B LKTK B DRK,,B DRK,B H DRK/,on the way,0,prep,topo,inanim,det,subs,simple,factive,,,,,,,,
2065661,HLK[,4Q130,Deuteronomy,11,19,LKTK,W LMDTM >WTM >T BNKM L DBR BM B CBTK B BJT W B LKTK B DRK W B CKBK W B QMK,0 00000 0000 00 0000 0 000 00 0 0000 0 000 0 0 0000 0 000 0 0 0000 0 0 000,qal,infc,W B LKTK B DRK,,B DRK,B H DRK/,on the way,0,prep,topo,inanim,det,subs,simple,factive,,,,,,,,
2063815,HLK[,4Q128,Deuteronomy,11,19,LKTK,W LMDTM >TM >T BNJKMH L DBR BMH B CBTKH B BJTK W B LKTK B DRK W B CKBK W B QWMKH,0 00000 000 00 000000 0 000 000 0 00000 0 0000 0 0 0000 0 000 0 0 0000 0 0 00000,qal,infc,W B LKTK B DRK,,B DRK,B H DRK/,on the way,0,prep,topo,inanim,det,subs,simple,factive,,,,,,,,
100071,HLK[,MT,Deuteronomy,11,22,LKT,KJ >M CMR TCMRWN >T KL H MYWH H Z>T >CR >NKJ MYWH >TKM L <FTH L >HBH >T JHWH >LHJKM L LKT B KL DRKJW W L DBQH BW,,qal,infc,L LKT B KL DRKJW,,B KL DRKJW,B KL/ DRK/,in all his ways (God's),0,prep,abs,inanim,det,subs,complex,factive fictive,B,,,,,,,"walking on tgod's ways, probably fictive"
100186,SWR[,MT,Deuteronomy,11,28,SRTM,W H QLLH >M L> TCM<W >L MYWT JHWH >LHJKM W SRTM MN H DRK >CR >NKJ MYWH >TKM H JWM L LKT >XRJ >LHJM >XRJM >CR L> JD<TM,,qal,perf,W SRTM MN H DRK,,MN H DRK,MN H DRK/,from the way,0,prep,abs,,det,subs,simple,factive fictive,MN,,,,,,,"turn aside from God's way, fictive?"
100197,HLK[,MT,Deuteronomy,11,28,LKT,W H QLLH >M L> TCM<W >L MYWT JHWH >LHJKM W SRTM MN H DRK >CR >NKJ MYWH >TKM H JWM L LKT >XRJ >LHJM >XRJM >CR L> JD<TM,,qal,infc,L LKT >XRJ >LHJM >XRJM,,>XRJ >LHJM >XRJM,>XR/ >LHJM/ >XR=/,after the other gods,0,prep,pers,anim,det,subs,complex,factive fictive,>XR/,,,,,,,"to go after some gods, factive or fictive?"
1993400,SWR[,4Q45,Deuteronomy,11,28,SRTM,W H QLLH >M L> TCM<W >L MYWT JHWH >LHJKM W SRTM MN H DRK >CR >NKJ MYWH >TKM H JWM L LKT >XRJ >LHJM >XRJM >CR L> JD<TM,0 0 0000 00 00 00000 00 0000 0000 000000 0 0000 00 0 000 000 0000 0000 0000 0 000 0 000 0000 00000 00000 000 00 00000,qal,perf,W SRTM MN H DRK,,MN H DRK,MN H DRK/,from the way,0,prep,abs,,det,subs,simple,factive fictive,MN,,,,,,,"turn aside from God's way, fictive?"
1993411,HLK[,4Q45,Deuteronomy,11,28,LKT,W H QLLH >M L> TCM<W >L MYWT JHWH >LHJKM W SRTM MN H DRK >CR >NKJ MYWH >TKM H JWM L LKT >XRJ >LHJM >XRJM >CR L> JD<TM,0 0 0000 00 00 00000 00 0000 0000 000000 0 0000 00 0 000 000 0000 0000 0000 0 000 0 000 0000 00000 00000 000 00 00000,qal,infc,L LKT >XRJ >LHJM >XRJM,,>XRJ >LHJM >XRJM,>XR/ >LHJM/ >XR=/,after the other gods,0,prep,pers,anim,det,subs,complex,factive fictive,>XR/,,,,,,,"to go after some gods, factive or fictive?"
1891432,SWR[,1Q4,Deuteronomy,11,28,SRTM,W H QLLH >M L> TCM<W >L MYWT JHWH >LHJKM W SRTM MN H DRK >CR >NWKJ MYWH >TKM H JWM L LKT >XRJ >LHJM >XRJM >CR L> JD<TM,0 0 0000 00 00 00000 00 0000 0000 000000 0 0000 00 0 000 000 00000 0000 0000 0 000 0 000 0000 00000 00000 000 00 00000,qal,perf,W SRTM MN H DRK,,MN H DRK,MN H DRK/,from the way,0,prep,abs,,det,subs,simple,factive fictive,MN,,,,,,,"turn aside from God's way, fictive?"
1891443,HLK[,1Q4,Deuteronomy,11,28,LKT,W H QLLH >M L> TCM<W >L MYWT JHWH >LHJKM W SRTM MN H DRK >CR >NWKJ MYWH >TKM H JWM L LKT >XRJ >LHJM >XRJM >CR L> JD<TM,0 0 0000 00 00 00000 00 0000 0000 000000 0 0000 00 0 000 000 00000 0000 0000 0 000 0 000 0000 00000 00000 000 00 00000,qal,infc,L LKT >XRJ >LHJM >XRJM,,>XRJ >LHJM >XRJM,>XR/ >LHJM/ >XR=/,after the other gods,0,prep,pers,anim,det,subs,complex,factive fictive,>XR/,,,,,,,"to go after some gods, factive or fictive?"
100207,BW>[,MT,Deuteronomy,11,29,JBJ>K,W HJH KJ JBJ>K JHWH >LHJK >L H >RY >CR >TH B> CMH L RCTH W NTTH >T H BRKH <L HR GRZJM W >T H QLLH <L HR <JBL,,hif,impf,KJ JBJ>K JHWH >LHJK >L H >RY,JHWH >LHJK,>L H >RY,>L H >RY/,into the land,0,prep,topo,inanim,det,subs,simple,factive,>L,,,,,,,
100215,BW>[,MT,Deuteronomy,11,29,B>,W HJH KJ JBJ>K JHWH >LHJK >L H >RY >CR >TH B> CMH L RCTH W NTTH >T H BRKH <L HR GRZJM W >T H QLLH <L HR <JBL,,qal,ptca,>CR >TH B> CMH,>TH,CMH,CM,there,1,dir-he,adv,inanim,det,adv,simple,factive,,,,,,,,
1891454,BW>[,1Q4,Deuteronomy,11,29,JBJ>K,W HJH KJ JBJ>K JHWH >LHJK >L H >RY >CR >TH B> CMH L RCTH W NTTH >T H BRKH <L HR GRJZJM W >T H QLLH <L HR <JBL,0 000 00 00000 0000 00000 00 0 000 000 000 00 000 0 0000 0 0000 00 0 0000 00 00 000000 0 00 0 0000 00 00 0000,hif,impf,KJ JBJ>K JHWH >LHJK >L H >RY,JHWH >LHJK,>L H >RY,>L H >RY/,into the land,0,prep,topo,inanim,det,subs,simple,factive,>L,,,,,,,
1891462,BW>[,1Q4,Deuteronomy,11,29,B>,W HJH KJ JBJ>K JHWH >LHJK >L H >RY >CR >TH B> CMH L RCTH W NTTH >T H BRKH <L HR GRJZJM W >T H QLLH <L HR <JBL,0 000 00 00000 0000 00000 00 0 000 000 000 00 000 0 0000 0 0000 00 0 0000 00 00 000000 0 00 0 0000 00 00 0000,qal,ptca,>CR >TH B> CMH,,CMH,CM,there,1,dir-he,adv,inanim,det,adv,simple,factive,,,,,,,,
100263,<BR[,MT,Deuteronomy,11,31,<BRJM,KJ >TM <BRJM >T H JRDN L B> L RCT >T H >RY >CR JHWH >LHJKM NTN LKM W JRCTM >TH W JCBTM BH,,qal,ptca,KJ >TM <BRJM >T H JRDN,>TM,no complement,no complement,,,,,,,,,,,,,,,,,
100268,BW>[,MT,Deuteronomy,11,31,B>,KJ >TM <BRJM >T H JRDN L B> L RCT >T H >RY >CR JHWH >LHJKM NTN LKM W JRCTM >TH W JCBTM BH,,qal,infc,L B>,,no complement,no complement,,,,,,,,,,,,,,,,,
1892290,<BR[,1Q5,Deuteronomy,11,31,<BRJM,KJ >TM <BRJM >T H JRDN L B> L RCT >T H >RY >CR JHWH >LHJKM NTN LKM,00 000 00000 00 0 0000 0 00 0 000 00 0 000 000 0000 000000 000 000,qal,ptca,KJ >TM <BRJM >T H JRDN,>TM,no complement,no complement,,,,,,,,,,,,,,,,,
1892295,BW>[,1Q5,Deuteronomy,11,31,B>,KJ >TM <BRJM >T H JRDN L B> L RCT >T H >RY >CR JHWH >LHJKM NTN LKM,00 000 00000 00 0 0000 0 00 0 000 00 0 000 000 0000 000000 000 000,qal,infc,L B>,,no complement,no complement,,,,,,,,,,,,,,,,,
100419,BW>[,MT,Deuteronomy,12,5,B>T,KJ >M >L H MQWM >CR JBXR JHWH >LHJKM M KL CBVJKM L FWM >T CMW CM L CKNW TDRCW W B>T CMH,,qal,perf,W B>T CMH,,CMH,CM,there,1,dir-he,adv,inanim,det,adv,simple,factive,,,,,,,,
100422,BW>[,MT,Deuteronomy,12,6,HB>TM,W HB>TM CMH <LTJKM W ZBXJKM W >T M<FRTJKM W >T TRWMT JDKM W NDRJKM W NDBTJKM W BKRT BQRKM W Y>NKM,,hif,perf,W HB>TM CMH <LTJKM W ZBXJKM W >T M<FRTJKM W >T TRWMT JDKM W NDRJKM W NDBTJKM W BKRT BQRKM W Y>NKM,,CMH,CM,there ,1,dir-he,adv,inanim,det,adv,simple,factive,,,,,,,,
100481,BW>[,MT,Deuteronomy,12,9,B>TM,KJ L> B>TM <D <TH >L H MNWXH W >L H NXLH >CR JHWH >LHJK NTN LK,,qal,perf,KJ L> B>TM <D <TH >L H MNWXH W >L H NXLH,,>L H MNWXH W >L H NXLH,>L H MNWXH/ W >L H NXLH/,to the resting-place and the inheritance,0,prep + prep,topo,inanim,det,subs,complex,factive,>L,>L,,,,,,
100497,<BR[,MT,Deuteronomy,12,10,<BRTM,W <BRTM >T H JRDN W JCBTM B >RY >CR JHWH >LHJKM MNXJL >TKM W HNJX LKM M KL >JBJKM M SBJB W JCBTM BVX,,qal,perf,W <BRTM >T H JRDN,,no complement,no complement,,,,,,,,,,,,,,,,,
100512,NWX[,MT,Deuteronomy,12,10,HNJX,W <BRTM >T H JRDN W JCBTM B >RY >CR JHWH >LHJKM MNXJL >TKM W HNJX LKM M KL >JBJKM M SBJB W JCBTM BVX,,hif,perf,W HNJX LKM M KL >JBJKM M SBJB,,LKM,L,to you (the people),0,prep,prps,anim,det,prsf,simple,factive fictive,L,,,,,,,to give rest to someone not motion
100512,NWX[,MT,Deuteronomy,12,10,HNJX,W <BRTM >T H JRDN W JCBTM B >RY >CR JHWH >LHJKM MNXJL >TKM W HNJX LKM M KL >JBJKM M SBJB W JCBTM BVX,,hif,perf,W HNJX LKM M KL >JBJKM M SBJB,,M KL >JBJKM M SBJB,MN KL/ >JB[ MN SBJB/,from all the ones being hostile to you from all around,0,prep + prep,pers,anim,det,ptcl,complex,factive fictive,MN,MN,,,,,,give rest from something not motion
100536,BW>[,MT,Deuteronomy,12,11,TBJ>W,W HJH H MQWM >CR JBXR JHWH >LHJKM BW L CKN CMW CM CMH TBJ>W >T KL >CR >NKJ MYWH >TKM <WLTJKM W ZBXJKM M<FRTJKM W TRMT JDKM W KL MBXR NDRJKM >CR TDRW L JHWH,,hif,impf,CMH TBJ>W >T KL <WLTJKM W ZBXJKM M<FRTJKM W TRMT JDKM W KL MBXR NDRJKM,,CMH,CM,there,1,dir-he,adv,inanim,det,adv,simple,factive,,,,,,,,
1993597,BW>[,4Q45,Deuteronomy,12,11,TBJ>W,W HJH H MQWM >CR JBXR JHWH >LHJKM BW L CKN CMW CM CMH TBJ>W >T KL >CR >NKJ MYWH >TKM <WLTJKM W ZBXJKM M<FRTJKM W TRMT JDKM W KL MBXR NDRJKM >CR TDRW L JHWH,0 000 0 0000 000 0000 0000 000000 00 0 000 000 00 000 00000 00 00 000 0000 0000 0000 0000000 0 000000 00000000 0 0000 0000 0 00 0000 000000 000 0000 0 0000,hif,impf,CMH TBJ>W >T KL >CR >NKJ MYWH >TKM <WLTJKM W ZBXJKM M<FRTJKM W TRMT JDKM W KL MBXR NDRJKM,,CMH,CM,there,1,dir-he,adv,inanim,det,adv,simple,factive,,,,,,,,
100589,<LH[,MT,Deuteronomy,12,13,T<LH,HCMR LK PN T<LH <LTJK B KL MQWM >CR TR>H,,hif,impf,PN T<LH <LTJK B KL MQWM,,B KL MQWM,B KL/ MQWM/,in any place,0,prep,topo,inanim,det,subs,complex,factive fictive,B,,,,,,,"make your burnt offering go up / offer your burnt offering at any place, factive?"
100608,<LH[,MT,Deuteronomy,12,14,T<LH,KJ >M B MQWM >CR JBXR JHWH B >XD CBVJK CM T<LH <LTJK W CM T<FH KL >CR >NKJ MYWK,,hif,impf,CM T<LH <LTJK,,CM,CM,there,0,vc,adv,inanim,det,adv,simple,factive fictive,,,,,,,,"there offer your burnt offering, factive?"
100875,BW>[,MT,Deuteronomy,12,26,B>T,RQ QDCJK >CR JHJW LK W NDRJK TF> W B>T >L H MQWM >CR JBXR JHWH,,qal,perf,W B>T >L H MQWM,,>L H MQWM,>L H MQWM/,to the place,0,prep,topo,inanim,det,subs,simple,factive,>L,,,,,,,
1980151,BW>[,4Q30,Deuteronomy,12,26,B>T,RQ QDCJK >CR JHJW LK W NDRJK TF> W B>T >L H MQWM >CR JBXR JHWH,00 00000 000 0000 00 0 00000 000 0 000 00 0 0000 000 0000 0000,qal,perf,W B>T >L H MQWM,,>L H MQWM,>L H MQWM/,to the place,0,prep,topo,inanim,det,subs,simple,factive,>L,,,,,,,
100947,BW>[,MT,Deuteronomy,12,29,B>,KJ JKRJT JHWH >LHJK >T H GWJM >CR >TH B> CMH L RCT >WTM M PNJK W JRCT >TM W JCBT B >RYM,,qal,ptca,>CR >TH B> CMH,>TH,CMH,CM,there,1,dir-he,adv,inanim,det,adv,simple,factive,,,,,,,,
101052,BW>[,MT,Deuteronomy,13,3,B>,W B> H >WT W H MWPT >CR DBR >LJK L >MR NLKH >XRJ >LHJM >XRJM >CR L> JD<TM W N<BDM,,qal,perf,W B> H >WT W H MWPT,H >WT W H MWPT,no complement,no complement,,,,,,,,,,,,,,,,,
101063,HLK[,MT,Deuteronomy,13,3,NLKH,W B> H >WT W H MWPT >CR DBR >LJK L >MR NLKH >XRJ >LHJM >XRJM >CR L> JD<TM W N<BDM,,qal,impf,NLKH >XRJ >LHJM >XRJM,,>XRJ >LHJM >XRJM,>XR/ >LHJM/ >XR=/,after the other gods,0,prep,pers,anim,det,subs,complex,factive fictive,>XR/,,,,,,,
1990360,BW>[,4Q38c,Deuteronomy,13,3,B>,W B> H >WT W H MPT >CR DBR >LJK,0 00 0 000 0 0 000 000 000 0000 1,qal,perf,W B> H >WT W H MPT,H >WT W H MPT,no complement,no complement,,,,,,,,,,,,,,,,,
1891568,HLK[,1Q4,Deuteronomy,13,3,NLKH,W B> H >WT W H MWPT >CR DBR >LJK L >MR NLKH >XRJ >LHJM >XRJM >CR L> JD<TM W N<BDM,0 00 0 000 0 0 0000 000 000 0000 0 000 0000 0000 00000 00000 000 00 00000 0 00000,qal,impf,NLKH >XRJ >LHJM >XRJM,,>XRJ >LHJM >XRJM,>XR/ >LHJM/ >XR=/,after the other gods,0,prep,pers,anim,det,subs,complex,factive fictive,>XR/,,,,,,,
101110,HLK[,MT,Deuteronomy,13,5,TLKW,>XRJ JHWH >LHJKM TLKW W >TW TJR>W W >T MYWTJW TCMRW W B QLW TCM<W W >TW T<BDW W BW TDBQWN,,qal,impf,>XRJ JHWH >LHJKM TLKW,,>XRJ JHWH >LHJKM,>XR/ JHWH/ >LHJM/,after Yahweh your god,0,prep,pers,anim,det,subs,complex,factive fictive,>XR/,,,,,,,"to go after a god, factive or fictive? "
1980180,HLK[,4Q30,Deuteronomy,13,5,TLKWN,>XRJ JHWH >LHJKM TLKWN W >WTW TJR>W W >T MYWTJW TCMRW W B QLW TCM<W W >TW T<BDW W BW TDBQWN,1 0000 0000 000000 00000 0 0000 00000 0 00 000000 00000 0 0 000 00000 0 000 00000 0 00 000000 1,qal,impf,>XRJ JHWH >LHJKM TLKWN,,>XRJ JHWH >LHJKM,>XR/ JHWH/ >LHJM/,after Yahweh your god,0,prep,pers,anim,det,subs,complex,factive fictive,>XR/,,,,,,,"to go after a god, factive or fictive? "
1891617,HLK[,1Q4,Deuteronomy,13,5,TLKWN,>XRJ JHWH >LWHJKMH TLKWN W >WTW T<BDW TCMR,0000 0000 00000000 00000 0 0000 00000 1 1 0000,qal,impf,>XRJ JHWH >LWHJKMH TLKWN,,>XRJ JHWH >LWHJKMH,>XR/ JHWH/ >LHJM/,after Yahweh your god,0,prep,pers,anim,det,subs,complex,factive fictive,>XR/,,,,,,,"to go after a god, factive or fictive? "
101147,JY>[,MT,Deuteronomy,13,6,MWYJ>,W H NBJ> H HW> >W XLM H XLWM H HW> JWMT KJ DBR SRH <L JHWH >LHJKM H MWYJ> >TKM M >RY MYRJM W H PDK M BJT <BDJM L HDJXK MN H DRK >CR YWK JHWH >LHJK L LKT BH W B<RT H R< M QRBK,,hif,ptca,H MWYJ> >TKM M >RY MYRJM,,M >RY MYRJM,MN >RY/ MYRJM/,from the land of Egypt,0,prep,topo,inanim,det,subs,complex,factive,MN,,,,,,,
101168,HLK[,MT,Deuteronomy,13,6,LKT,W H NBJ> H HW> >W XLM H XLWM H HW> JWMT KJ DBR SRH <L JHWH >LHJKM H MWYJ> >TKM M >RY MYRJM W H PDK M BJT <BDJM L HDJXK MN H DRK >CR YWK JHWH >LHJK L LKT BH W B<RT H R< M QRBK,,qal,infc,L LKT BH,,BH,B,in it (the way God commanded),0,prep,prps,inanim,det,prsf,simple,factive fictive,B,,,,,,,to walk in God's way?
1891645,JY>[,1Q4,Deuteronomy,13,6,MWYJ>,W H NBJ H HW>H >W H LM H XLWM H HW> JWMT KJ DBR SRH <L JHWH >LHJKM H MWYJ> >TKM M >RY MYRJM W H PWDKH M BJT <BDJM L HDJXK MN H DRK >CR YWK JHWH >LHJK L LKT BH W B<RT H R< M QRBKH,0 0 000 0 0000 00 0 100 0 0000 0 000 0000 00 000 000 00 0000 000000 0 00000 0000 0 000 00000 0 0 00000 0 000 00000 0 00000 00 0 000 000 000 0000 00000 0 000 00 0 0000 0 00 0 00000,hif,ptca,H MWYJ> >TKM M >RY MYRJM,,M >RY MYRJM,MN >RY/ MYRJM/,from the land of Egypt,0,prep,topo,inanim,det,subs,complex,factive,MN,,,,,,,
1891666,HLK[,1Q4,Deuteronomy,13,6,LKT,W H NBJ H HW>H >W H LM H XLWM H HW> JWMT KJ DBR SRH <L JHWH >LHJKM H MWYJ> >TKM M >RY MYRJM W H PWDKH M BJT <BDJM L HDJXK MN H DRK >CR YWK JHWH >LHJK L LKT BH W B<RT H R< M QRBKH,0 0 000 0 0000 00 0 100 0 0000 0 000 0000 00 000 000 00 0000 000000 0 00000 0000 0 000 00000 0 0 00000 0 000 00000 0 00000 00 0 000 000 000 0000 00000 0 000 00 0 0000 0 00 0 00000,qal,infc,L LKT BH,,BH,B,in it (the way God commanded),0,prep,prps,inanim,det,prsf,simple,factive fictive,B,,,,,,,to walk in God's way?
