,verb_id,book,chapter,verse_num,verse_heb,verb_heb,clause_heb,cmpl_heb
122,217213,Isaiah,14,25,לִשְׁבֹּ֤ר אַשּׁוּר֙ בְּאַרְצִ֔י וְעַל־הָרַ֖י אֲבוּסֶ֑נּוּ וְסָ֤ר מֵֽעֲלֵיהֶם֙ עֻלֹּ֔ו וְסֻ֨בֳּלֹ֔ו מֵעַ֥ל שִׁכְמֹ֖ו יָסֽוּר׃ ,יָסֽוּר׃ ,וְסֻ֨בֳּלֹ֔ו מֵעַ֥ל שִׁכְמֹ֖ו יָסֽוּר׃ ,מֵעַ֥ל שִׁכְמֹ֖ו 
123,217246,Isaiah,14,27,כִּֽי־יְהוָ֧ה צְבָאֹ֛ות יָעָ֖ץ וּמִ֣י יָפֵ֑ר וְיָדֹ֥ו הַנְּטוּיָ֖ה וּמִ֥י יְשִׁיבֶֽנָּה׃ פ ,יְשִׁיבֶֽנָּה׃ פ ,וּמִ֥י יְשִׁיבֶֽנָּה׃ פ ,
124,217270,Isaiah,14,29,אַֽל־תִּשְׂמְחִ֤י פְלֶ֨שֶׁת֙ כֻּלֵּ֔ךְ כִּ֥י נִשְׁבַּ֖ר שֵׁ֣בֶט מַכֵּ֑ךְ כִּֽי־מִשֹּׁ֤רֶשׁ נָחָשׁ֙ יֵ֣צֵא צֶ֔פַע וּפִרְיֹ֖ו שָׂרָ֥ף מְעֹופֵֽף׃ ,יֵ֣צֵא ,כִּֽי־מִשֹּׁ֤רֶשׁ נָחָשׁ֙ יֵ֣צֵא צֶ֔פַע ,מִשֹּׁ֤רֶשׁ נָחָשׁ֙ 
125,217305,Isaiah,14,31,הֵילִ֤ילִֽי שַׁ֨עַר֙ זַֽעֲקִי־עִ֔יר נָמֹ֖וג פְּלֶ֣שֶׁת כֻּלֵּ֑ךְ כִּ֤י מִצָּפֹון֙ עָשָׁ֣ן בָּ֔א וְאֵ֥ין בֹּודֵ֖ד בְּמֹועָדָֽיו׃ ,בָּ֔א ,כִּ֤י מִצָּפֹון֙ עָשָׁ֣ן בָּ֔א ,מִצָּפֹון֙ 
126,217340,Isaiah,15,2,עָלָ֨ה הַבַּ֧יִת וְדִיבֹ֛ן הַבָּמֹ֖ות לְבֶ֑כִי עַל־נְבֹ֞ו וְעַ֤ל מֵֽידְבָא֙ מֹואָ֣ב יְיֵלִ֔יל בְּכָל־רֹאשָׁ֣יו קָרְחָ֔ה כָּל־זָקָ֖ן גְּרוּעָֽה׃ ,עָלָ֨ה ,עָלָ֨ה הַבַּ֧יִת ,הַבַּ֧יִת 
127,217374,Isaiah,15,3,בְּחוּצֹתָ֖יו חָ֣גְרוּ שָׂ֑ק עַ֣ל גַּגֹּותֶ֧יהָ וּבִרְחֹבֹתֶ֛יהָ כֻּלֹּ֥ה יְיֵלִ֖יל יֹרֵ֥ד בַּבֶּֽכִי׃ ,יֹרֵ֥ד ,יֹרֵ֥ד בַּבֶּֽכִי׃ ,
128,217409,Isaiah,15,5,לִבִּי֙ לְמֹואָ֣ב יִזְעָ֔ק בְּרִיחֶ֕הָ עַד־צֹ֖עַר עֶגְלַ֣ת שְׁלִשִׁיָּ֑ה כִּ֣י׀ מַעֲלֵ֣ה הַלּוּחִ֗ית בִּבְכִי֙ יַֽעֲלֶה־בֹּ֔ו כִּ֚י דֶּ֣רֶךְ חֹורֹנַ֔יִם זַעֲקַת־שֶׁ֖בֶר יְעֹעֵֽרוּ׃ ,יַֽעֲלֶה־,בִּבְכִי֙ יַֽעֲלֶה־בֹּ֔ו ,בֹּ֔ו 
129,217472,Isaiah,16,1,שִׁלְחוּ־כַ֥ר מֹשֵֽׁל־אֶ֖רֶץ מִסֶּ֣לַע מִדְבָּ֑רָה אֶל־הַ֖ר בַּת־צִיֹּֽון׃ ,שִׁלְחוּ־,שִׁלְחוּ־כַ֥ר מִסֶּ֣לַע מִדְבָּ֑רָה אֶל־הַ֖ר בַּת־צִיֹּֽון׃ ,מִסֶּ֣לַע 
130,217472,Isaiah,16,1,שִׁלְחוּ־כַ֥ר מֹשֵֽׁל־אֶ֖רֶץ מִסֶּ֣לַע מִדְבָּ֑רָה אֶל־הַ֖ר בַּת־צִיֹּֽון׃ ,שִׁלְחוּ־,שִׁלְחוּ־כַ֥ר מִסֶּ֣לַע מִדְבָּ֑רָה אֶל־הַ֖ר בַּת־צִיֹּֽון׃ ,מִדְבָּ֑רָה אֶל־הַ֖ר בַּת־צִיֹּֽון׃ 
131,217489,Isaiah,16,2,וְהָיָ֥ה כְעֹוף־נֹודֵ֖ד קֵ֣ן מְשֻׁלָּ֑ח תִּֽהְיֶ֨ינָה֙ בְּנֹ֣ות מֹואָ֔ב מַעְבָּרֹ֖ת לְאַרְנֹֽון׃ ,מְשֻׁלָּ֑ח ,וְהָיָ֥ה כְעֹוף־נֹודֵ֖ד קֵ֣ן מְשֻׁלָּ֑ח ,
132,217496,Isaiah,16,3,הָבִ֤יאִי עֵצָה֙ עֲשׂ֣וּ פְלִילָ֔ה שִׁ֧יתִי כַלַּ֛יִל צִלֵּ֖ךְ בְּתֹ֣וךְ צָהֳרָ֑יִם סַתְּרִי֙ נִדָּחִ֔ים נֹדֵ֖ד אַל־תְּגַלִּֽי׃ ,הָבִ֤יאִי ,הָבִ֤יאִי עֵצָה֙ ,
133,217512,Isaiah,16,3,הָבִ֤יאִי עֵצָה֙ עֲשׂ֣וּ פְלִילָ֔ה שִׁ֧יתִי כַלַּ֛יִל צִלֵּ֖ךְ בְּתֹ֣וךְ צָהֳרָ֑יִם סַתְּרִי֙ נִדָּחִ֔ים נֹדֵ֖ד אַל־תְּגַלִּֽי׃ ,תְּגַלִּֽי׃ ,נֹדֵ֖ד אַל־תְּגַלִּֽי׃ ,
134,217598,Isaiah,16,8,כִּ֣י שַׁדְמֹות֩ חֶשְׁבֹּ֨ון אֻמְלָ֜ל גֶּ֣פֶן שִׂבְמָ֗ה בַּעֲלֵ֤י גֹויִם֙ הָלְמ֣וּ שְׂרוּקֶּ֔יהָ עַד־יַעְזֵ֥ר נָגָ֖עוּ תָּ֣עוּ מִדְבָּ֑ר שְׁלֻ֣חֹותֶ֔יהָ נִטְּשׁ֖וּ עָ֥בְרוּ יָֽם׃ ,עָ֥בְרוּ ,עָ֥בְרוּ יָֽם׃ ,
135,217620,Isaiah,16,9,עַל־כֵּ֡ן אֶבְכֶּ֞ה בִּבְכִ֤י יַעְזֵר֙ גֶּ֣פֶן שִׂבְמָ֔ה אֲרַיָּ֨וֶךְ֙ דִּמְעָתִ֔י חֶשְׁבֹּ֖ון וְאֶלְעָלֵ֑ה כִּ֧י עַל־קֵיצֵ֛ךְ וְעַל־קְצִירֵ֖ךְ הֵידָ֥ד נָפָֽל׃ ,נָפָֽל׃ ,כִּ֧י עַל־קֵיצֵ֛ךְ וְעַל־קְצִירֵ֖ךְ הֵידָ֥ד נָפָֽל׃ ,
136,217622,Isaiah,16,10,וְנֶאֱסַ֨ף שִׂמְחָ֤ה וָגִיל֙ מִן־הַכַּרְמֶ֔ל וּבַכְּרָמִ֥ים לֹֽא־יְרֻנָּ֖ן לֹ֣א יְרֹעָ֑ע יַ֗יִן בַּיְקָבִ֛ים לֹֽא־יִדְרֹ֥ךְ הַדֹּרֵ֖ךְ הֵידָ֥ד הִשְׁבַּֽתִּי׃ ,נֶאֱסַ֨ף ,וְנֶאֱסַ֨ף שִׂמְחָ֤ה וָגִיל֙ מִן־הַכַּרְמֶ֔ל ,מִן־הַכַּרְמֶ֔ל 
137,217671,Isaiah,16,12,וְהָיָ֧ה כִֽי־נִרְאָ֛ה כִּֽי־נִלְאָ֥ה מֹואָ֖ב עַל־הַבָּמָ֑ה וּבָ֧א אֶל־מִקְדָּשֹׁ֛ו לְהִתְפַּלֵּ֖ל וְלֹ֥א יוּכָֽל׃ ,בָ֧א ,וּבָ֧א אֶל־מִקְדָּשֹׁ֛ו ,אֶל־מִקְדָּשֹׁ֛ו 
138,217721,Isaiah,17,1,מַשָּׂ֖א דַּמָּ֑שֶׂק הִנֵּ֤ה דַמֶּ֨שֶׂק֙ מוּסָ֣ר מֵעִ֔יר וְהָיְתָ֖ה מְעִ֥י מַפָּלָֽה׃ ,מוּסָ֣ר ,הִנֵּ֤ה דַמֶּ֨שֶׂק֙ מוּסָ֣ר מֵעִ֔יר ,מֵעִ֔יר 
139,217776,Isaiah,17,5,וְהָיָ֗ה כֶּֽאֱסֹף֙ קָצִ֣יר קָמָ֔ה וּזְרֹעֹ֖ו שִׁבֳּלִ֣ים יִקְצֹ֑ור וְהָיָ֛ה כִּמְלַקֵּ֥ט שִׁבֳּלִ֖ים בְּעֵ֥מֶק רְפָאִֽים׃ ,אֱסֹף֙ ,כֶּֽאֱסֹף֙ קָצִ֣יר קָמָ֔ה ,
140,217935,Isaiah,17,13,לְאֻמִּ֗ים כִּשְׁאֹ֞ון מַ֤יִם רַבִּים֙ יִשָּׁא֔וּן וְגָ֥עַר בֹּ֖ו וְנָ֣ס מִמֶּרְחָ֑ק וְרֻדַּ֗ף כְּמֹ֤ץ הָרִים֙ לִפְנֵי־ר֔וּחַ וּכְגַלְגַּ֖ל לִפְנֵ֥י סוּפָֽה׃ ,נָ֣ס ,וְנָ֣ס מִמֶּרְחָ֑ק ,מִמֶּרְחָ֑ק 
141,217980,Isaiah,18,2,הַשֹּׁלֵ֨חַ בַּיָּ֜ם צִירִ֗ים וּבִכְלֵי־גֹמֶא֮ עַל־פְּנֵי־מַיִם֒ לְכ֣וּ׀ מַלְאָכִ֣ים קַלִּ֗ים אֶל־גֹּוי֙ מְמֻשָּׁ֣ךְ וּמֹורָ֔ט אֶל־עַ֥ם נֹורָ֖א מִן־ה֣וּא וָהָ֑לְאָה גֹּ֚וי קַו־קָ֣ו וּמְבוּסָ֔ה אֲשֶׁר־בָּזְא֥וּ נְהָרִ֖ים אַרְצֹֽו׃ ,שֹּׁלֵ֨חַ ,הַשֹּׁלֵ֨חַ בַּיָּ֜ם צִירִ֗ים ,בַּיָּ֜ם 
142,217992,Isaiah,18,2,הַשֹּׁלֵ֨חַ בַּיָּ֜ם צִירִ֗ים וּבִכְלֵי־גֹמֶא֮ עַל־פְּנֵי־מַיִם֒ לְכ֣וּ׀ מַלְאָכִ֣ים קַלִּ֗ים אֶל־גֹּוי֙ מְמֻשָּׁ֣ךְ וּמֹורָ֔ט אֶל־עַ֥ם נֹורָ֖א מִן־ה֣וּא וָהָ֑לְאָה גֹּ֚וי קַו־קָ֣ו וּמְבוּסָ֔ה אֲשֶׁר־בָּזְא֥וּ נְהָרִ֖ים אַרְצֹֽו׃ ,לְכ֣וּ׀ ,לְכ֣וּ׀ אֶל־גֹּוי֙ מְמֻשָּׁ֣ךְ וּמֹורָ֔ט ,אֶל־גֹּוי֙ מְמֻשָּׁ֣ךְ וּמֹורָ֔ט 
143,218076,Isaiah,18,5,כִּֽי־לִפְנֵ֤י קָצִיר֙ כְּתָם־פֶּ֔רַח וּבֹ֥סֶר גֹּמֵ֖ל יִֽהְיֶ֣ה נִצָּ֑ה וְכָרַ֤ת הַזַּלְזַלִּים֙ בַּמַּזְמֵרֹ֔ות וְאֶת־הַנְּטִישֹׁ֖ות הֵסִ֥יר הֵתַֽז׃ ,הֵסִ֥יר ,וְאֶת־הַנְּטִישֹׁ֖ות הֵסִ֥יר ,
144,218147,Isaiah,19,1,מַשָּׂ֖א מִצְרָ֑יִם הִנֵּ֨ה יְהוָ֜ה רֹכֵ֨ב עַל־עָ֥ב קַל֙ וּבָ֣א מִצְרַ֔יִם וְנָע֞וּ אֱלִילֵ֤י מִצְרַ֨יִם֙ מִפָּנָ֔יו וּלְבַ֥ב מִצְרַ֖יִם יִמַּ֥ס בְּקִרְבֹּֽו׃ ,בָ֣א ,וּבָ֣א מִצְרַ֔יִם ,מִצְרַ֔יִם 
145,218269,Isaiah,19,8,וְאָנוּ֙ הַדַּיָּגִ֔ים וְאָ֣בְל֔וּ כָּל־מַשְׁלִיכֵ֥י בַיְאֹ֖ור חַכָּ֑ה וּפֹרְשֵׂ֥י מִכְמֹ֛רֶת עַל־פְּנֵי־מַ֖יִם אֻמְלָֽלוּ׃ ,מַשְׁלִיכֵ֥י ,מַשְׁלִיכֵ֥י בַיְאֹ֖ור חַכָּ֑ה ,בַיְאֹ֖ור 
146,218487,Isaiah,19,20,וְהָיָ֨ה לְאֹ֥ות וּלְעֵ֛ד לַֽיהוָ֥ה צְבָאֹ֖ות בְּאֶ֣רֶץ מִצְרָ֑יִם כִּֽי־יִצְעֲק֤וּ אֶל־יְהוָה֙ מִפְּנֵ֣י לֹֽחֲצִ֔ים וְיִשְׁלַ֥ח לָהֶ֛ם מֹושִׁ֥יעַ וָרָ֖ב וְהִצִּילָֽם׃ ,יִשְׁלַ֥ח ,וְיִשְׁלַ֥ח לָהֶ֛ם מֹושִׁ֥יעַ וָרָ֖ב ,לָהֶ֛ם 
147,218530,Isaiah,19,22,וְנָגַ֧ף יְהוָ֛ה אֶת־מִצְרַ֖יִם נָגֹ֣ף וְרָפֹ֑וא וְשָׁ֨בוּ֙ עַד־יְהוָ֔ה וְנֶעְתַּ֥ר לָהֶ֖ם וּרְפָאָֽם׃ ,שָׁ֨בוּ֙ ,וְשָׁ֨בוּ֙ עַד־יְהוָ֔ה ,עַד־יְהוָ֔ה 
148,218549,Isaiah,19,23,בַּיֹּ֣ום הַה֗וּא תִּהְיֶ֨ה מְסִלָּ֤ה מִמִּצְרַ֨יִם֙ אַשּׁ֔וּרָה וּבָֽא־אַשּׁ֥וּר בְּמִצְרַ֖יִם וּמִצְרַ֣יִם בְּאַשּׁ֑וּר וְעָבְד֥וּ מִצְרַ֖יִם אֶת־אַשּֽׁוּר׃ ס ,בָֽא־,וּבָֽא־אַשּׁ֥וּר בְּמִצְרַ֖יִם ,בְּמִצְרַ֖יִם 
149,218598,Isaiah,20,1,בִּשְׁנַ֨ת בֹּ֤א תַרְתָּן֙ אַשְׁדֹּ֔ודָה בִּשְׁלֹ֣ח אֹתֹ֔ו סַֽרְגֹ֖ון מֶ֣לֶךְ אַשּׁ֑וּר וַיִּלָּ֥חֶם בְּאַשְׁדֹּ֖וד וַֽיִּלְכְּדָֽהּ׃ ,בֹּ֤א ,בֹּ֤א תַרְתָּן֙ אַשְׁדֹּ֔ודָה ,אַשְׁדֹּ֔ודָה 
150,218602,Isaiah,20,1,בִּשְׁנַ֨ת בֹּ֤א תַרְתָּן֙ אַשְׁדֹּ֔ודָה בִּשְׁלֹ֣ח אֹתֹ֔ו סַֽרְגֹ֖ון מֶ֣לֶךְ אַשּׁ֑וּר וַיִּלָּ֥חֶם בְּאַשְׁדֹּ֖וד וַֽיִּלְכְּדָֽהּ׃ ,שְׁלֹ֣ח ,בִּשְׁלֹ֣ח אֹתֹ֔ו סַֽרְגֹ֖ון מֶ֣לֶךְ אַשּׁ֑וּר ,
151,218627,Isaiah,20,2,בָּעֵ֣ת הַהִ֗יא דִּבֶּ֣ר יְהוָה֮ בְּיַ֣ד יְשַׁעְיָ֣הוּ בֶן־אָמֹוץ֮ לֵאמֹר֒ לֵ֗ךְ וּפִתַּחְתָּ֤ הַשַּׂק֙ מֵעַ֣ל מָתְנֶ֔יךָ וְנַעַלְךָ֥ תַחֲלֹ֖ץ מֵעַ֣ל רַגְלֶ֑יךָ וַיַּ֣עַשׂ כֵּ֔ן הָלֹ֖ךְ עָרֹ֥ום וְיָחֵֽף׃ ס ,לֵ֗ךְ ,לֵ֗ךְ ,
152,218644,Isaiah,20,2,בָּעֵ֣ת הַהִ֗יא דִּבֶּ֣ר יְהוָה֮ בְּיַ֣ד יְשַׁעְיָ֣הוּ בֶן־אָמֹוץ֮ לֵאמֹר֒ לֵ֗ךְ וּפִתַּחְתָּ֤ הַשַּׂק֙ מֵעַ֣ל מָתְנֶ֔יךָ וְנַעַלְךָ֥ תַחֲלֹ֖ץ מֵעַ֣ל רַגְלֶ֑יךָ וַיַּ֣עַשׂ כֵּ֔ן הָלֹ֖ךְ עָרֹ֥ום וְיָחֵֽף׃ ס ,הָלֹ֖ךְ ,הָלֹ֖ךְ עָרֹ֥ום וְיָחֵֽף׃ ס ,
153,218653,Isaiah,20,3,וַיֹּ֣אמֶר יְהוָ֔ה כַּאֲשֶׁ֥ר הָלַ֛ךְ עַבְדִּ֥י יְשַׁעְיָ֖הוּ עָרֹ֣ום וְיָחֵ֑ף שָׁלֹ֤שׁ שָׁנִים֙ אֹ֣ות וּמֹופֵ֔ת עַל־מִצְרַ֖יִם וְעַל־כּֽוּשׁ׃ ,הָלַ֛ךְ ,כַּאֲשֶׁ֥ר הָלַ֛ךְ עַבְדִּ֥י יְשַׁעְיָ֖הוּ עָרֹ֣ום וְיָחֵ֑ף שָׁלֹ֤שׁ שָׁנִים֙ אֹ֣ות וּמֹופֵ֔ת עַל־מִצְרַ֖יִם וְעַל־כּֽוּשׁ׃ ,
154,218718,Isaiah,20,6,וְ֠אָמַר יֹשֵׁ֨ב הָאִ֣י הַזֶּה֮ בַּיֹּ֣ום הַהוּא֒ הִנֵּה־כֹ֣ה מַבָּטֵ֗נוּ אֲשֶׁר־נַ֤סְנוּ שָׁם֙ לְעֶזְרָ֔ה לְהִ֨נָּצֵ֔ל מִפְּנֵ֖י מֶ֣לֶךְ אַשּׁ֑וּר וְאֵ֖יךְ נִמָּלֵ֥ט אֲנָֽחְנוּ׃ ס ,נַ֤סְנוּ ,אֲשֶׁר־נַ֤סְנוּ שָׁם֙ לְעֶזְרָ֔ה ,שָׁם֙ 
155,218744,Isaiah,21,1,מַשָּׂ֖א מִדְבַּר־יָ֑ם כְּסוּפֹ֤ות בַּנֶּ֨גֶב֙ לַֽחֲלֹ֔ף מִמִּדְבָּ֣ר בָּ֔א מֵאֶ֖רֶץ נֹורָאָֽה׃ ,בָּ֔א ,כְּסוּפֹ֤ות בַּנֶּ֨גֶב֙ מִמִּדְבָּ֣ר בָּ֔א מֵאֶ֖רֶץ נֹורָאָֽה׃ ,מִמִּדְבָּ֣ר מֵאֶ֖רֶץ נֹורָאָֽה׃ 
156,218759,Isaiah,21,2,חָז֥וּת קָשָׁ֖ה הֻגַּד־לִ֑י הַבֹּוגֵ֤ד׀ בֹּוגֵד֙ וְהַשֹּׁודֵ֣ד׀ שֹׁודֵ֔ד עֲלִ֤י עֵילָם֙ צוּרִ֣י מָדַ֔י כָּל־אַנְחָתָ֖ה הִשְׁבַּֽתִּי׃ ,עֲלִ֤י ,עֲלִ֤י ,
157,218811,Isaiah,21,6,כִּ֣י כֹ֥ה אָמַ֛ר אֵלַ֖י אֲדֹנָ֑י לֵ֚ךְ הַעֲמֵ֣ד הַֽמְצַפֶּ֔ה אֲשֶׁ֥ר יִרְאֶ֖ה יַגִּֽיד׃ ,לֵ֚ךְ ,לֵ֚ךְ ,
158,218853,Isaiah,21,9,וְהִנֵּה־זֶ֥ה בָא֙ רֶ֣כֶב אִ֔ישׁ צֶ֖מֶד פָּֽרָשִׁ֑ים וַיַּ֣עַן וַיֹּ֗אמֶר נָפְלָ֤ה נָֽפְלָה֙ בָּבֶ֔ל וְכָל־פְּסִילֵ֥י אֱלֹהֶ֖יהָ שִׁבַּ֥ר לָאָֽרֶץ׃ ,בָא֙ ,וְהִנֵּה־זֶ֥ה בָא֙ רֶ֣כֶב אִ֔ישׁ צֶ֖מֶד פָּֽרָשִׁ֑ים ,
159,218862,Isaiah,21,9,וְהִנֵּה־זֶ֥ה בָא֙ רֶ֣כֶב אִ֔ישׁ צֶ֖מֶד פָּֽרָשִׁ֑ים וַיַּ֣עַן וַיֹּ֗אמֶר נָפְלָ֤ה נָֽפְלָה֙ בָּבֶ֔ל וְכָל־פְּסִילֵ֥י אֱלֹהֶ֖יהָ שִׁבַּ֥ר לָאָֽרֶץ׃ ,נָפְלָ֤ה ,נָפְלָ֤ה ,
160,218863,Isaiah,21,9,וְהִנֵּה־זֶ֥ה בָא֙ רֶ֣כֶב אִ֔ישׁ צֶ֖מֶד פָּֽרָשִׁ֑ים וַיַּ֣עַן וַיֹּ֗אמֶר נָפְלָ֤ה נָֽפְלָה֙ בָּבֶ֔ל וְכָל־פְּסִילֵ֥י אֱלֹהֶ֖יהָ שִׁבַּ֥ר לָאָֽרֶץ׃ ,נָֽפְלָה֙ ,נָֽפְלָה֙ בָּבֶ֔ל ,
161,218911,Isaiah,21,12,אָמַ֣ר שֹׁמֵ֔ר אָתָ֥ה בֹ֖קֶר וְגַם־לָ֑יְלָה אִם־תִּבְעָי֥וּן בְּעָ֖יוּ שֻׁ֥בוּ אֵתָֽיוּ׃ ס ,שֻׁ֥בוּ ,שֻׁ֥בוּ ,
162,218991,Isaiah,22,1,מַשָּׂ֖א גֵּ֣יא חִזָּיֹ֑ון מַה־לָּ֣ךְ אֵפֹ֔וא כִּֽי־עָלִ֥ית כֻּלָּ֖ךְ לַגַּגֹּֽות׃ ,עָלִ֥ית ,כִּֽי־עָלִ֥ית כֻּלָּ֖ךְ לַגַּגֹּֽות׃ ,לַגַּגֹּֽות׃ 
163,219088,Isaiah,22,8,וַיְגַ֕ל אֵ֖ת מָסַ֣ךְ יְהוּדָ֑ה וַתַּבֵּט֙ בַּיֹּ֣ום הַה֔וּא אֶל־נֶ֖שֶׁק בֵּ֥ית הַיָּֽעַר׃ ,יְגַ֕ל ,וַיְגַ֕ל אֵ֖ת מָסַ֣ךְ יְהוּדָ֑ה ,
164,219113,Isaiah,22,9,וְאֵ֨ת בְּקִיעֵ֧י עִיר־דָּוִ֛ד רְאִיתֶ֖ם כִּי־רָ֑בּוּ וַֽתְּקַבְּצ֔וּ אֶת־מֵ֥י הַבְּרֵכָ֖ה הַתַּחְתֹּונָֽה׃ ,תְּקַבְּצ֔וּ ,וַֽתְּקַבְּצ֔וּ אֶת־מֵ֥י הַבְּרֵכָ֖ה הַתַּחְתֹּונָֽה׃ ,
165,219200,Isaiah,22,14,וְנִגְלָ֥ה בְאָזְנָ֖י יְהוָ֣ה צְבָאֹ֑ות אִם־יְ֠כֻפַּר הֶעָוֹן֙ הַזֶּ֤ה לָכֶם֙ עַד־תְּמֻת֔וּן אָמַ֛ר אֲדֹנָ֥י יְהוִ֖ה צְבָאֹֽות׃ פ ,נִגְלָ֥ה ,וְנִגְלָ֥ה בְאָזְנָ֖י יְהוָ֣ה צְבָאֹ֑ות ,
166,219223,Isaiah,22,15,כֹּ֥ה אָמַ֛ר אֲדֹנָ֥י יְהוִ֖ה צְבָאֹ֑ות לֶךְ־בֹּא֙ אֶל־הַסֹּכֵ֣ן הַזֶּ֔ה עַל־שֶׁבְנָ֖א אֲשֶׁ֥ר עַל־הַבָּֽיִת׃ ,לֶךְ־,לֶךְ־,
167,219224,Isaiah,22,15,כֹּ֥ה אָמַ֛ר אֲדֹנָ֥י יְהוִ֖ה צְבָאֹ֑ות לֶךְ־בֹּא֙ אֶל־הַסֹּכֵ֣ן הַזֶּ֔ה עַל־שֶׁבְנָ֖א אֲשֶׁ֥ר עַל־הַבָּֽיִת׃ ,בֹּא֙ ,בֹּא֙ אֶל־הַסֹּכֵ֣ן הַזֶּ֔ה עַל־שֶׁבְנָ֖א ,אֶל־הַסֹּכֵ֣ן הַזֶּ֔ה עַל־שֶׁבְנָ֖א 
168,219405,Isaiah,22,25,בַּיֹּ֣ום הַה֗וּא נְאֻם֙ יְהוָ֣ה צְבָאֹ֔ות תָּמוּשׁ֙ הַיָּתֵ֔ד הַתְּקוּעָ֖ה בְּמָקֹ֣ום נֶאֱמָ֑ן וְנִגְדְּעָ֣ה וְנָפְלָ֗ה וְנִכְרַת֙ הַמַּשָּׂ֣א אֲשֶׁר־עָלֶ֔יהָ כִּ֥י יְהוָ֖ה דִּבֵּֽר׃ ס ,נָפְלָ֗ה ,וְנָפְלָ֗ה ,
169,219425,Isaiah,23,1,מַשָּׂ֖א צֹ֑ר הֵילִ֣ילוּ׀ אֳנִיֹּ֣ות תַּרְשִׁ֗ישׁ כִּֽי־שֻׁדַּ֤ד מִבַּ֨יִת֙ מִבֹּ֔וא מֵאֶ֥רֶץ כִּתִּ֖ים נִגְלָה־לָֽמֹו׃ ,בֹּ֔וא ,מִבֹּ֔וא מֵאֶ֥רֶץ כִּתִּ֖ים ,מֵאֶ֥רֶץ כִּתִּ֖ים 
170,219429,Isaiah,23,1,מַשָּׂ֖א צֹ֑ר הֵילִ֣ילוּ׀ אֳנִיֹּ֣ות תַּרְשִׁ֗ישׁ כִּֽי־שֻׁדַּ֤ד מִבַּ֨יִת֙ מִבֹּ֔וא מֵאֶ֥רֶץ כִּתִּ֖ים נִגְלָה־לָֽמֹו׃ ,נִגְלָה־,נִגְלָה־לָֽמֹו׃ ,לָֽמֹו׃ 
171,219436,Isaiah,23,2,דֹּ֖מּוּ יֹ֣שְׁבֵי אִ֑י סֹחֵ֥ר צִידֹ֛ון עֹבֵ֥ר יָ֖ם מִלְאֽוּךְ׃ ,עֹבֵ֥ר ,עֹבֵ֥ר יָ֖ם ,
172,219482,Isaiah,23,6,עִבְר֖וּ תַּרְשִׁ֑ישָׁה הֵילִ֖ילוּ יֹ֥שְׁבֵי אִֽי׃ ,עִבְר֖וּ ,עִבְר֖וּ תַּרְשִׁ֑ישָׁה ,תַּרְשִׁ֑ישָׁה 
173,219527,Isaiah,23,10,עִבְרִ֥י אַרְצֵ֖ךְ כַּיְאֹ֑ר בַּת־תַּרְשִׁ֕ישׁ אֵ֖ין מֵ֥זַח עֹֽוד׃ ,עִבְרִ֥י ,עִבְרִ֥י אַרְצֵ֖ךְ כַּיְאֹ֑ר ,אַרְצֵ֖ךְ 
174,219565,Isaiah,23,12,וַיֹּ֕אמֶר לֹֽא־תֹוסִ֥יפִי עֹ֖וד לַעְלֹ֑וז הַֽמְעֻשָּׁקָ֞ה בְּתוּלַ֣ת בַּת־צִידֹ֗ון כִּתִּים֙ ק֣וּמִי עֲבֹ֔רִי גַּם־שָׁ֖ם לֹא־יָנ֥וּחַֽ לָֽךְ׃ ,עֲבֹ֔רִי ,כִּתִּים֙ עֲבֹ֔רִי ,כִּתִּים֙ 
175,219623,Isaiah,23,16,קְחִ֥י כִנֹּ֛ור סֹ֥בִּי עִ֖יר זֹונָ֣ה נִשְׁכָּחָ֑ה הֵיטִ֤יבִי נַגֵּן֙ הַרְבִּי־שִׁ֔יר לְמַ֖עַן תִּזָּכֵֽרִי׃ ,קְחִ֥י ,קְחִ֥י כִנֹּ֛ור ,
176,219646,Isaiah,23,17,וְהָיָ֞ה מִקֵּ֣ץ׀ שִׁבְעִ֣ים שָׁנָ֗ה יִפְקֹ֤ד יְהוָה֙ אֶת־צֹ֔ר וְשָׁבָ֖ה לְאֶתְנַנָּ֑ה וְזָֽנְתָ֛ה אֶת־כָּל־מַמְלְכֹ֥ות הָאָ֖רֶץ עַל־פְּנֵ֥י הָאֲדָמָֽה׃ ,שָׁבָ֖ה ,וְשָׁבָ֖ה לְאֶתְנַנָּ֑ה ,לְאֶתְנַנָּ֑ה 
177,219775,Isaiah,24,5,וְהָאָ֥רֶץ חָנְפָ֖ה תַּ֣חַת יֹשְׁבֶ֑יהָ כִּֽי־עָבְר֤וּ תֹורֹת֙ חָ֣לְפוּ חֹ֔ק הֵפֵ֖רוּ בְּרִ֥ית עֹולָֽם׃ ,עָבְר֤וּ ,כִּֽי־עָבְר֤וּ תֹורֹת֙ ,
178,219834,Isaiah,24,10,נִשְׁבְּרָ֖ה קִרְיַת־תֹּ֑הוּ סֻגַּ֥ר כָּל־בַּ֖יִת מִבֹּֽוא׃ ,בֹּֽוא׃ ,מִבֹּֽוא׃ ,
