"verb_id","lex","scroll","book_canonical","text_unit","chapter","verse_num","gcons_verb","gcons_verse","sign_info","stem","tense","gcons_clause","subject","complement","cmpl_lex","cmpl_translation","dir_he","cmpl_constr","cmpl_nt","cmpl_anim","cmpl_det","cmpl_indiv","cmpl_complex","motion_type","spatial_arg_type","preposition_1","preposition_2","preposition_3","preposition_4","preposition_5","preposition_6","comments","reconstructed_verse","study_edition","verse_genre","verse_language","era_style","book_scroll","cmpl_syntax"
1899954,"<LH[","1Qisaa","Isaiah","1_Isaiah",14,8,"J<LH","GM BRWCJM FMXW LK >RZJ H LBNWN M >Z CKBTH W LW> J<LH H KWRT <LJNW","00 000000 0000 00 0000 0 00000 0 00 00000 0 000 0000 0 0000 00000","qal","impf","LW> J<LH H KWRT <LJNW","H KWRT","<LJNW","<L","to us",0,"prep","person","anim","det","prsf","simple","factive","goal","<L",NA,NA,NA,NA,NA,NA,"GM BRWCJM FMXW LK >RZJ H LBNWN M >Z CKBTH W LW> J<LH H KWRT <LJNW",NA,"prophetic","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
217049,"JRD[","MT","Isaiah","1_Isaiah",14,15,"TWRD",">K >L C>WL TWRD >L JRKTJ BWR",NA,"hof","impf",">K >L C>WL TWRD >L JRKTJ BWR",NA,">K >L C>WL >L JRKTJ BWR",">K >L C>WL/ >L JRKH/ BWR/","but to the Sheol, to the extremities of the pit",0,"prep","toponym","inanim","det","nmpr","complex","factive","goal",">L",">L",NA,NA,NA,NA,NA,NA,NA,"prophetic","Hebrew","CBH","Isaiah_MT","prepositional"
1900054,"JRD[","1Qisaa","Isaiah","1_Isaiah",14,15,"TWRD",">K >L C>WL TWRD >L JRKTJ BWR","00 00 0000 0000 00 00000 000","hofal","impf",">K >L C>WL TWRD >L JRKTJ BWR",NA,">K >L C>WL TWRD >L JRKTJ BWR",">K >L C>WL/ >L JRKH/ BWR/","but to the Sheol, to the extremities of the pit",0,"prep","toponym","inanim","det","nmpr","complex","factive","goal",">L",">L",NA,NA,NA,NA,NA,">K >L C>WL TWRD >L JRKTJ BWR",NA,"prophetic","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
217340,"<LH[","MT","Isaiah","1_Isaiah",15,2,"<LH","<LH H BJT W DJBN H BMWT L BKJ <L NBW W <L MJDB> MW>B JJLJL B KL R>CJW QRXH KL ZQN GRW<H",NA,"qal","perf","<LH H BJT",NA,"H BJT","H BJT/","into the house",0,"vc","place","inanim","det","subs","simple","factive","goal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"prophetic","Hebrew","CBH","Isaiah_MT","non-prepositional"
1900363,"<LH[","1Qisaa","Isaiah","1_Isaiah",15,2,"<LH","<LH H BJT W DJBWN H B>MWT L BKJ <L NBW W <L MJDBH MW>B JLJL B KWL R>WCW QRXH W KL ZQN GRW<H","000 0 000 0 00000 0 00000 0 000 00 000 0 00 00000 0000 0000 0 000 00000 0000 0 00 000 00000","qal","perf","<LH H BJT",NA,"H BJT","H BJT/","into the house",0,"vc","place","inanim","det","subs","simple","factive","goal",NA,NA,NA,NA,NA,NA,NA,"<LH H BJT W DJBWN H B>MWT L BKJ <L NBW W <L MJDBH MW>B JLJL B KWL R>WCW QRXH W KL ZQN GRW<H",NA,"prophetic","Hebrew","CBH","Isaiah_1Qisaa","non-prepositional"
217409,"<LH[","MT","Isaiah","1_Isaiah",15,5,"J<LH","LBJ L MW>B JZ<Q BRJXH <D Y<R <GLT CLCJH KJ M<LH H LWXJT B BKJ J<LH BW KJ DRK XWRNJM Z<QT CBR J<<RW",NA,"qal","impf","B BKJ J<LH BW",NA,"BW","B","in/on it/him",0,"prep","place","inanim","det","prsf","simple","factive","goal","B",NA,NA,NA,NA,NA,NA,NA,NA,"prophetic","Hebrew","CBH","Isaiah_MT","prepositional"
1900437,"<LH[","1Qisaa","Isaiah","1_Isaiah",15,5,"J<LH","LBJ L MW>B JZ<Q BRXWH <D Y<WR <GLT CLJCJH KJ M<LH H LWXWT B BKJ J<LH BW KJ DRK XWRWNJM Z<QT CBRJ <RW","000 0 0000 0000 00000 00 0000 0000 000000 00 0000 0 00000 0 000 0000 00 00 000 0000000 0000 0000 000","qal","impf","B BKJ J<LH BW",NA,"BW","B","in/on it/him",0,"prep","place","inanim","det","prsf","simple","factive","goal","B",NA,NA,NA,NA,NA,NA,"LBJ L MW>B JZ<Q BRXWH <D Y<WR <GLT CLJCJH KJ M<LH H LWXWT B BKJ J<LH BW KJ DRK XWRWNJM Z<QT CBRJ <RW",NA,"prophetic","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
1919468,"<LH[","1Q8","Isaiah","1_Isaiah",15,5,"J<LH","LBJ L MW>B JZ<Q BRJXH <D Y<R <GLT CLCJH KJ M<LH H LXJT B BKJ J<LH BW KJ DRK XWRNJM Z<QT CBR J<<RW","000 1 1111 1111 11111 11 111 1111 11111 11 1110 0 0000 0 000 0000 00 00 111 111111 1111 111 11111","qal","impf","B BKJ J<LH BW",NA,"BW","B","in/on it/him",0,"prep","place","inanim","det","prsf","simple","factive","goal","B",NA,NA,NA,NA,NA,NA,"LBJ [L MW>B JZ<Q BRJXH <D Y<R <GLT CLCJH KJ M<L]H H LXJT B BKJ J<LH BW KJ [DRK XWRNJM Z<QT CBR J<<RW]",NA,"prophetic","Hebrew","CBH","Isaiah_1Q8","prepositional"
217671,"BW>[","MT","Isaiah","1_Isaiah",16,12,"B>","W HJH KJ NR>H KJ NL>H MW>B <L H BMH W B> >L MQDCW L HTPLL W L> JWKL",NA,"qal","perf","W B> >L MQDCW",NA,">L MQDCW",">L MQDC/","to his sanctuary",0,"prep","place","inanim","det","subs","complex","factive","goal",">L",NA,NA,NA,NA,NA,NA,NA,NA,"prophetic","Hebrew","CBH","Isaiah_MT","prepositional"
1900688,"BW>[","1Qisaa","Isaiah","1_Isaiah",16,12,"B>","JHJH KJ NR>H KJ B> MW>B <L H BMH W B> >L MQDCJW L HTPLL W LW> JWKL","0000 00 0000 00 00 0000 00 0 000 0 00 00 000000 0 00000 0 000 0100","qal","perf","KJ B> MW>B <L H BMH","MW>B","<L H BMH","<L H BMH/","on the high place",0,"prep","place","inanim","det","subs","simple","factive","goal","<L",NA,NA,NA,NA,NA,NA,"JHJH KJ NR>H KJ B> MW>B <L H BMH W B> >L MQDCJW L HTPLL W LW> J[W]KL",NA,"prophetic","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
1900694,"BW>[","1Qisaa","Isaiah","1_Isaiah",16,12,"B>","JHJH KJ NR>H KJ B> MW>B <L H BMH W B> >L MQDCJW L HTPLL W LW> JWKL","0000 00 0000 00 00 0000 00 0 000 0 00 00 000000 0 00000 0 000 0100","qal","perf","W B> >L MQDCJW",NA,">L MQDCJW",">L MQDC/","to his sanctuary",0,"prep","place","inanim","det","subs","complex","factive","goal",">L",NA,NA,NA,NA,NA,NA,"JHJH KJ NR>H KJ B> MW>B <L H BMH W B> >L MQDCJW L HTPLL W LW> J[W]KL",NA,"prophetic","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
218147,"BW>[","MT","Isaiah","1_Isaiah",19,1,"B>","MF> MYRJM HNH JHWH RKB <L <B QL W B> MYRJM W N<W >LJLJ MYRJM M PNJW W LBB MYRJM JMS B QRBW",NA,"qal","perf","W B> MYRJM",NA,"MYRJM","MYRJM/","to Egypt",0,"vc","toponym","inanim","det","nmpr","simple","factive","goal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"prophetic","Hebrew","CBH","Isaiah_MT","non-prepositional"
1901188,"BW>[","1Qisaa","Isaiah","1_Isaiah",19,1,"B>","MF> MYRJM HNH JHWH RWKB <L <B QL W B> MYRJM W N<W >LJLJ MYRJM M PNJW W LBB MYRJM JMS B QRBW","000 00000 000 0000 0000 00 00 00 0 00 00000 0 000 00000 00000 0 0000 0 000 00000 000 0 0000","qal","ptca","W B> MYRJM",NA,"MYRJM","MYRJM/","to Egypt",0,"vc","toponym","inanim","det","nmpr","simple","factive","goal",NA,NA,NA,NA,NA,NA,NA,"MF> MYRJM HNH JHWH RWKB <L <B QL W B> MYRJM W N<W >LJLJ MYRJM M PNJW W LBB MYRJM JMS B QRBW",NA,"prophetic","Hebrew","CBH","Isaiah_1Qisaa","non-prepositional"
218549,"BW>[","MT","Isaiah","1_Isaiah",19,23,"B>","B JWM H HW> THJH MSLH M MYRJM >CWRH W B> >CWR B MYRJM W MYRJM B >CWR W <BDW MYRJM >T >CWR",NA,"qal","perf","W B> >CWR B MYRJM",">CWR","B MYRJM","B MYRJM/","in Egypt",0,"prep","toponym","inanim","det","nmpr","simple","factive","goal","B",NA,NA,NA,NA,NA,NA,NA,NA,"prophetic","Hebrew","CBH","Isaiah_MT","prepositional"
1901610,"BW>[","1Qisaa","Isaiah","1_Isaiah",19,23,"B>","B JWM H HW> THJH MSLH M MYRJM >CWRH W B> >CWR B MYRJM W MYRJM B >CWR W <BDW >T >CWR","0 000 0 000 0000 0000 0 00000 00000 0 00 0000 0 00000 0 00000 0 0000 0 0000 00 0000","qal","perf","W B> >CWR B MYRJM",">CWR","B MYRJM","B MYRJM/","in Egypt",0,"prep","toponym","inanim","det","nmpr","simple","factive","goal","B",NA,NA,NA,NA,NA,NA,"B JWM H HW> THJH MSLH M MYRJM >CWRH W B> >CWR B MYRJM W MYRJM B >CWR W <BDW >T >CWR",NA,"prophetic","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
218598,"BW>[","MT","Isaiah","1_Isaiah",20,1,"B>","B CNT B> TRTN >CDWDH B CLX >TW SRGWN MLK >CWR W JLXM B >CDWD W JLKDH",NA,"qal","infc","B> TRTN >CDWDH","TRTN",">CDWDH",">CDWD/","to Ashdod",1,"dir-he","toponym","inanim","det","nmpr","simple","factive","goal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"prophetic","Hebrew","CBH","Isaiah_MT","non-prepositional"
1901660,"BW>[","1Qisaa","Isaiah","1_Isaiah",20,1,"B>","B CNT B> TWRTN >CDWDH B CLX >WTW SRGWN MLK >CWR W JLXM B >CDWD W JLKWDH","0 000 00 00000 000000 0 000 0000 00000 000 0000 0 0000 0 00000 0 000000","qal","infc","B> TWRTN >CDWDH","TWRTN",">CDWDH",">CDWD/","to Ashdod",1,"dir-he","toponym","inanim","det","nmpr","simple","factive","goal",NA,NA,NA,NA,NA,NA,NA,"B CNT B> TWRTN >CDWDH B CLX >WTW SRGWN MLK >CWR W JLXM B >CDWD W JLKWDH",NA,"prophetic","Hebrew","CBH","Isaiah_1Qisaa","non-prepositional"
218991,"<LH[","MT","Isaiah","1_Isaiah",22,1,"<LJT","MF> GJ> XZJWN MH LK >PW> KJ <LJT KLK L GGWT",NA,"qal","perf","KJ <LJT KLK L GGWT","KLK","L GGWT","L H GG/","to the rooftops",0,"prep","place","inanim","det","subs","simple","factive","goal","L",NA,NA,NA,NA,NA,NA,NA,NA,"prophetic","Hebrew","CBH","Isaiah_MT","prepositional"
1902075,"<LH[","1Qisaa","Isaiah","1_Isaiah",22,1,"<LJTJ","MF> GJ XZWWN M LKJ >PW> KJ <LJTJ KWLK L GGWT","000 00 00000 0 000 0000 00 00000 0000 0 0000","qal","perf","KJ <LJTJ KWLK L GGWT","KWLK","L GGWT","L H GG/","to the rooftops",0,"prep","place","inanim","det","subs","simple","factive","goal","L",NA,NA,NA,NA,NA,NA,"MF> GJ XZWWN M LKJ >PW> KJ <LJTJ KWLK L GGWT",NA,"prophetic","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
219224,"BW>[","MT","Isaiah","1_Isaiah",22,15,"B>","KH >MR >DNJ JHWH YB>WT LK B> >L H SKN H ZH <L CBN> >CR <L H BJT",NA,"qal","impv","B> >L H SKN H ZH <L CBN>",NA,">L H SKN H ZH <L CBN>",">L H SKN[ H ZH <L CBN>/","to this steward, to Shebna",0,"prep","person","anim","det","subs","complex","factive","goal",">L","<L",NA,NA,NA,NA,NA,NA,NA,"prophetic","Hebrew","CBH","Isaiah_MT","prepositional"
1902319,"BW>[","1Qisaa","Isaiah","1_Isaiah",22,15,"BW>","KH >MR >DWNJ JHWH YB>WT LK BW> >L H SWKN H ZH >L CBN> >CR <L H BJT","00 000 00000 0000 00000 00 000 00 0 0000 0 00 00 0000 000 00 0 000","qal","impv","BW> >L H SWKN H ZH >L CBN",NA,">L H SWKN H ZH >L CBN",">L H SKN[ H ZH <L CBN>/","to this steward, to Shebna",0,"prep","person","anim","det","subs","complex","factive","goal",">L","<L",NA,NA,NA,NA,NA,"KH >MR >DWNJ JHWH YB>WT LK BW> >L H SWKN H ZH >L CBN> >CR <L H BJT",NA,"prophetic","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
219482,"<BR[","MT","Isaiah","1_Isaiah",23,6,"<BRW","<BRW TRCJCH HJLJLW JCBJ >J",NA,"qal","impv","<BRW TRCJCH",NA,"TRCJCH","TRCJC=/","to Tarshish",1,"dir-he","toponym","inanim","det","nmpr","simple","factive","goal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"prophetic","Hebrew","CBH","Isaiah_MT","non-prepositional"
1902589,"<BR[","1Qisaa","Isaiah","1_Isaiah",23,6,"<WBRJ","<WBRJ TLRCJCH HJLJLW JWCBJ >J","00000 0000000 000000 00000 00","qal","impv","<WBRJ TLRCJCH",NA,"TLRCJCH","TRCJC=/","to Tarshish",1,"dir-he","toponym","inanim","det","nmpr","simple","factive","goal",NA,NA,NA,NA,NA,NA,NA,"<WBRJ TLRCJCH HJLJLW JWCBJ >J",NA,"prophetic","Hebrew","CBH","Isaiah_1Qisaa","non-prepositional"
219527,"<BR[","MT","Isaiah","1_Isaiah",23,10,"<BRJ","<BRJ >RYK K J>R BT TRCJC >JN MZX <WD",NA,"qal","impv","<BRJ >RYK K J>R",NA,">RYK",">RY/","to your land",0,"vc","place","inanim","det","subs","complex","factive","goal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"prophetic","Hebrew","CBH","Isaiah_MT","non-prepositional"
219646,"CWB[","MT","Isaiah","1_Isaiah",23,17,"CBH","W HJH M QY CB<JM CNH JPQD JHWH >T YR W CBH L >TNNH W ZNTH >T KL MMLKWT H >RY <L PNJ H >DMH",NA,"qal","perf","W CBH L >TNNH",NA,"L >TNNH","L >TNN/","to her wages",0,"prep","occupation","inanim","det","subs","complex","factive","goal","L",NA,NA,NA,NA,NA,NA,NA,NA,"prophetic","Hebrew","CBH","Isaiah_MT","prepositional"
1902749,"CWB[","1Qisaa","Isaiah","1_Isaiah",23,17,"CBH","W HJH M QY CB<JN CNH JPQWD JHWH >T YR W CBH L >TNNH W ZNTH >T MMLKWT H >RY <L PNJ H >DMH","0 000 0 00 00000 000 00000 0000 00 00 0 000 0 00000 0 0000 00 000000 0 000 00 000 0 0000","qal","perf","W CBH L >TNNH",NA,"L >TNNH","L >TNN/","to her wages",0,"prep","occupation","inanim","det","subs","complex","factive","goal","L",NA,NA,NA,NA,NA,NA,"W HJH M QY CB<JN CNH JPQWD JHWH >T YR W CBH L >TNNH W ZNTH >T MMLKWT H >RY <L PNJ H >DMH",NA,"prophetic","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
220526,"BW>[","MT","Isaiah","1_Isaiah",26,20,"B>","LK <MJ B> B XDRJK W SGR DLTJK B<DK XBJ K M<V RG< <D J<BWR Z<M",NA,"qal","impv","B> B XDRJK",NA,"B XDRJK","B XDR/","in your chambers",0,"prep","place","inanim","det","subs","complex","factive","goal","B",NA,NA,NA,NA,NA,NA,NA,NA,"prophetic","Hebrew","CBH","Isaiah_MT","prepositional"
1903652,"BW>[","1Qisaa","Isaiah","1_Isaiah",26,20,"B>","LK <MJ B> B XDRJK W SGR DLTJK B<DK XBW K M<V RG< <D J<BWR Z<M","00 000 00 0 00000 0 000 00000 0000 000 0 000 000 00 00000 000","qal","impv","B> B XDRJK",NA,"B XDRJK","B XDR/","in your chambers",0,"prep","place","inanim","det","subs","complex","factive","goal","B",NA,NA,NA,NA,NA,NA,"LK <MJ B> B XDRJK W SGR DLTJK B<DK XBW K M<V RG< <D J<BWR Z<M",NA,"prophetic","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
220632,"PF<[","MT","Isaiah","1_Isaiah",27,4,">PF<H","XMH >JN LJ MJ JTNNJ CMJR CJT B MLXMH >PF<H BH >YJTNH JXD",NA,"qal","impf","B MLXMH >PF<H BH",NA,"BH","B","in it / in her",0,"prep","other","inanim","det","prsf","simple","factive","goal","B",NA,NA,NA,NA,NA,NA,NA,NA,"prophetic","Hebrew","CBH","Isaiah_MT","prepositional"
1903759,"PF<[","1Qisaa","Isaiah","1_Isaiah",27,4,">PF<H","XMH >JN LJ MJ JTNNJ CJMJR W CJT B MLXMH >PF<H BH W >YJTNH JXDW","000 000 00 00 00000 00000 0 000 0 00000 00000 00 0 000000 0000","qal","impf","B MLXMH >PF<H BH",NA,"BH","B","in it / in her",0,"prep","other","inanim","det","prsf","simple","factive","goal","B",NA,NA,NA,NA,NA,NA,"XMH >JN LJ MJ JTNNJ CJMJR W CJT B MLXMH >PF<H BH W >YJTNH JXDW",NA,"prophetic","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
220841,"NWX[","MT","Isaiah","1_Isaiah",28,2,"HNJX","HNH XZQ W >MY L >DNJ K ZRM BRD F<R QVB K ZRM MJM KBJRJM CVPJM HNJX L >RY B JD",NA,"hif","perf","K ZRM BRD F<R QVB K ZRM MJM KBJRJM CVPJM HNJX L >RY B JD",NA,"L >RY","L H >RY/","to the land / ground",0,"prep","place","inanim","det","subs","simple","factive","goal","L",NA,NA,NA,NA,NA,NA,NA,NA,"prophetic","Hebrew","CBH","Isaiah_MT","prepositional"
1903982,"NWX[","1Qisaa","Isaiah","1_Isaiah",28,2,"HNJX","HNH B XZQ W >MY L JHWH K ZRM BRD F<R QVB K ZRM MJM KBRJM CWVPJM W HNJX L >RY B JD","000 0 000 0 000 0 0000 0 000 000 000 000 0 000 000 00000 000000 0 0000 0 000 0 00","hifil","perf","K ZRM BRD F<R QVB K ZRM MJM KBRJM CWVPJM W HNJX L >RY B JD",NA,"L >RY","L H >RY/","to the land / ground",0,"prep","place","inanim","det","subs","simple","factive","goal","L",NA,NA,NA,NA,NA,NA,"HNH B XZQ W >MY L JHWH K ZRM BRD F<R QVB K ZRM MJM KBRJM CWVPJM W HNJX L >RY B JD",NA,"prophetic","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
221822,"JRD[","MT","Isaiah","1_Isaiah",30,2,"RDT","H HLKJM L RDT MYRJM W PJ L> C>LW L <WZ B M<WZ PR<H W L XSWT B YL MYRJM",NA,"qal","infc","L RDT MYRJM",NA,"MYRJM","MYRJM/","to Egypt",0,"vc","toponym","inanim","det","nmpr","simple","factive","goal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"prophetic","Hebrew","CBH","Isaiah_MT","non-prepositional"
1905005,"JRD[","1Qisaa","Isaiah","1_Isaiah",30,2,"RDT","H HWLKJM L RDT MYRJM W PJ LW> C>LW L <WZ B M<WZ PR<WH W L XSWT B YL MYRJM","0 000000 0 000 00000 0 00 000 0000 0 000 0 0000 00000 0 0 0000 0 00 00000","qal","infc","L RDT MYRJM",NA,"MYRJM","MYRJM/","to Egypt",0,"vc","toponym","inanim","det","nmpr","simple","factive","goal",NA,NA,NA,NA,NA,NA,NA,"H HWLKJM L RDT MYRJM W PJ LW> C>LW L <WZ B M<WZ PR<WH W L XSWT B YL MYRJM",NA,"prophetic","Hebrew","CBH","Isaiah_1Qisaa","non-prepositional"
222375,"BW>[","MT","Isaiah","1_Isaiah",30,29,"BW>","H CJR JHJH LKM K LJL HTQDC XG W FMXT LBB K HWLK B XLJL L BW> B HR JHWH >L YWR JFR>L",NA,"qal","infc","L BW> B HR JHWH >L YWR JFR>L",NA,">L YWR JFR>L",">L YWR/ JFR>L/","the rock of Israel",0,"prep","place","inanim","det","subs","complex","factive","goal",">L",NA,NA,NA,NA,NA,NA,NA,NA,"prophetic","Hebrew","CBH","Isaiah_MT","prepositional"
1905586,"BW>[","1Qisaa","Isaiah","1_Isaiah",30,29,"BW>","H CJR W HJH LKMH K LJL HTQDJCW XG W FMXT LBB K HWLK B XLJL L BW> B HR JHWH >L YWR JFR>L","0 000 0 000 0000 0 000 0000000 00 0 0000 000 0 0000 0 0000 0 000 0 00 0000 00 000 00000","qal","infc","L BW> B HR JHWH >L YWR JFR>L",NA,">L YWR JFR>L",">L YWR/ JFR>L/","the rock of Israel",0,"prep","place","inanim","det","subs","complex","factive","goal",">L",NA,NA,NA,NA,NA,NA,"H CJR W HJH LKMH K LJL HTQDJCW XG W FMXT LBB K HWLK B XLJL L BW> B HR JHWH >L YWR JFR>L",NA,"prophetic","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
222463,"JRD[","MT","Isaiah","1_Isaiah",31,1,"JRDJM","HWJ H JRDJM MYRJM L <ZRH <L SWSJM JC<NW W JBVXW <L RKB KJ RB W <L PRCJM KJ <YMW M>D W L> C<W <L QDWC JFR>L W >T JHWH L> DRCW",NA,"qal","ptca","H JRDJM MYRJM L <ZRH",NA,"MYRJM","MYRJM/","to Egypt",0,"vc","toponym","inanim","det","nmpr","simple","factive","goal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"prophetic","Hebrew","CBH","Isaiah_MT","non-prepositional"
1905679,"JRD[","1Qisaa","Isaiah","1_Isaiah",31,1,"JWRDJM","HWJ H JWRDJM L MYRJM L <ZRH <L SWSJM JC<NW W JBVXW <L H RKB KJ RB W <L PRCJM KJ <YMW M>DH W LW> C<W >L QDWC JFR>L W >T JHWH LW> DRCW","000 0 000000 0 00000 0 0000 00 00000 00000 0 00000 00 0 000 00 00 0 00 00000 00 0000 0000 0 000 000 00 0000 00000 0 00 0000 000 0000","qal","ptca","H JWRDJM L MYRJM L <ZRH",NA,"MYRJM","MYRJM/","to Egypt",0,"vc","toponym","inanim","det","nmpr","simple","factive","goal",NA,NA,NA,NA,NA,NA,NA,"HWJ H JWRDJM L MYRJM L <ZRH <L SWSJM JC<NW W JBVXW <L H RKB KJ RB W <L PRCJM KJ <YMW M>DH W LW> C<W >L QDWC JFR>L W >T JHWH LW> DRCW",NA,"prophetic","Hebrew","CBH","Isaiah_1Qisaa","non-prepositional"
222995,"CQQ[","MT","Isaiah","1_Isaiah",33,4,"CWQQ","W >SP CLLKM >SP H XSJL K MCQ GBJM CWQQ BW",NA,"qal","ptca","K MCQ GBJM CWQQ BW",NA,"BW","B","in/on it/him",0,"prep","object","inanim","det","prsf","simple","factive","goal","B",NA,NA,NA,NA,NA,NA,NA,NA,"prophetic","Hebrew","CBH","Isaiah_MT","prepositional"
1906247,"CQQ[","1Qisaa","Isaiah","1_Isaiah",33,4,"CQQ","W >SP CLLKM >SP H XSJL MCQ GBJM CQQ BW","0 000 00000 000 0 0000 000 0000 000 00","qal","ptca","MCQ GBJM CQQ BW",NA,"BW","B","in/on it/him",0,"prep","object","inanim","det","prsf","simple","factive","goal","B",NA,NA,NA,NA,NA,NA,"W >SP CLLKM >SP H XSJL MCQ GBJM CQQ BW",NA,"prophetic","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
223214,"HLK[","MT","Isaiah","1_Isaiah",33,21,"TLK","KJ >M CM >DJR JHWH LNW MQWM NHRJM J>RJM RXBJ JDJM BL TLK BW >NJ CJV W YJ >DJR L> J<BRNW",NA,"qal","impf","BL TLK BW >NJ CJV",">NJ CJV","BW","B","in/on it/him",0,"prep","place","inanim","det","prsf","simple","factive","goal","B",NA,NA,NA,NA,NA,NA,NA,NA,"prophetic","Hebrew","CBH","Isaiah_MT","prepositional"
1906478,"HLK[","1Qisaa","Isaiah","1_Isaiah",33,21,"TLB","KJ >M CM >DJR JHWH LNW MQWM NHRWT J>RJM RXBJ JDJM BL TLB BW >NJ CV W YJ >DJR LW> J<BRNW","00 00 00 0000 0000 000 0000 00000 00000 0000 0000 00 000 00 000 00 0 00 0000 000 000000","qal","impf","BL TLB BW >NJ CV",">NJ CV","BW","B","in/on it/him",0,"prep","place","inanim","det","prsf","simple","factive","goal","B",NA,NA,NA,NA,NA,NA,"KJ >M CM >DJR JHWH LNW MQWM NHRWT J>RJM RXBJ JDJM BL TLB BW >NJ CV W YJ >DJR LW> J<BRNW",NA,"prophetic","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
223722,"BW>[","MT","Isaiah","1_Isaiah",35,10,"B>W","W PDWJJ JHWH JCBWN W B>W YJWN B RNH W FMXT <WLM <L R>CM FFWN W FMXH JFJGW W NSW JGWN W >NXH",NA,"qal","perf","W B>W YJWN B RNH",NA,"YJWN","YJWN==/","to Zion",0,"vc","toponym","inanim","det","nmpr","simple","factive","goal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"prophetic","Hebrew","CBH","Isaiah_MT","non-prepositional"
1907027,"BW>[","1Qisaa","Isaiah","1_Isaiah",35,10,"B>W","W PDWJJ JHWH JCWBW W B>W YJWN B RWNH W FMXT <WLM <L R>WCM FFWN W FMXH JFJGW BH W NS JGWN W >NXH","0 00000 0000 00000 0 000 0000 0 0000 0 0000 0000 00 00000 0000 0 0000 00000 00 0 00 0000 0 0000","qal","perf","W B>W YJWN B RWNH",NA,"YJWN","YJWN==/","to Zion",0,"vc","toponym","inanim","det","nmpr","simple","factive","goal",NA,NA,NA,NA,NA,NA,NA,"W PDWJJ JHWH JCWBW W B>W YJWN B RWNH W FMXT <WLM <L R>WCM FFWN W FMXH JFJGW BH W NS JGWN W >NXH",NA,"prophetic","Hebrew","CBH","Isaiah_1Qisaa","non-prepositional"
223750,"<LH[","MT","Isaiah","1_Isaiah",36,1,"<LH","W JHJ B >RB< <FRH CNH L MLK XZQJHW <LH SNXRJB MLK >CWR <L KL <RJ JHWDH H BYRWT W JTPFM",NA,"qal","perf","<LH SNXRJB MLK >CWR <L KL <RJ JHWDH H BYRWT","SNXRJB MLK >CWR","<L KL <RJ JHWDH H BYRWT","<L KL/ <JR/ JHWDH/ H BYWR/","against all the fortified cities of Judah",0,"prep","place","inanim","det","subs","complex","factive","goal","<L",NA,NA,NA,NA,NA,NA,NA,NA,"prose","Hebrew","CBH","Isaiah_MT","prepositional"
1907056,"<LH[","1Qisaa","Isaiah","1_Isaiah",36,1,"<LH","W JHJ B >RB< <FRH CNH L MLK XZQJH <LH SNXRJB MLK >CWR <L KWL <RJ JHWDH H BYWRWT W JTPWFM","0 000 0 0000 0000 000 0 000 00000 000 000000 000 0000 00 000 000 00000 0 000000 0 000000","qal","perf","<LH SNXRJB MLK >CWR <L KWL <RJ JHWDH H BYWRWT","SNXRJB MLK >CWR","<L KWL <RJ JHWDH H BYWRWT","<L KL/ <JR/ JHWDH/ H BYWR/","against all the fortified cities of Judah",0,"prep","place","inanim","det","subs","complex","factive","goal","<L",NA,NA,NA,NA,NA,NA,"W JHJ B >RB< <FRH CNH L MLK XZQJH <LH SNXRJB MLK >CWR <L KWL <RJ JHWDH H BYWRWT W JTPWFM",NA,"prose","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
223791,"JY>[","MT","Isaiah","1_Isaiah",36,3,"JY>","W JY> >LJW >LJQJM BN XLQJHW >CR <L H BJT W CBN> H SPR W JW>X BN >SP H MZKJR",NA,"qal","wayq","W JY> >LJW >LJQJM BN XLQJHW W CBN> H SPR W JW>X BN >SP H MZKJR",">LJQJM BN XLQJHW W CBN> H SPR W JW>X BN >SP H MZKJR",">LJW",">L","to him / it",0,"prep","person","anim","det","prsf","simple","factive","goal",">L",NA,NA,NA,NA,NA,NA,NA,NA,"prose","Hebrew","CBH","Isaiah_MT","prepositional"
