verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,gcons_clause,subject,complement,dir_he,dir_he_dss,sign_info,stem,tense,preposition_1,preposition_2,preposition_3,preposition_4,cmpl_lex,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,motion_type
219405,NPL[,MT,Isaiah,22,25,NPLH,B JWM H HW> N>M JHWH YB>WT TMWC H JTD H TQW<H B MQWM N>MN W NGD<H W NPLH W NKRT H MF> >CR <LJH KJ JHWH DBR,W NPLH,,no complement,,,,qal,perf,,,,,no complement,,,,,,
1902495,MWC[,1Qisaa,Isaiah,22,25,TMWC,B JWM H HW> NW>M JHWH YB>WT TMWC H JTD H TQW<H B MQWM N>MN W NGD<H W NPLH W NKRT H MF> >CR <LJH KJ JHWH DBR,,,no complement,,0,0 000 0 000 0000 0000 00000 0000 0 000 0 00000 0 0000 0000 0 00000 0 0000 0 0000 0 000 000 00000 00 0000 000 00,qal,impf,,,,,no complement,,,,,,
1902506,NPL[,1Qisaa,Isaiah,22,25,NPLH,B JWM H HW> NW>M JHWH YB>WT TMWC H JTD H TQW<H B MQWM N>MN W NGD<H W NPLH W NKRT H MF> >CR <LJH KJ JHWH DBR,,,no complement,,0,0 000 0 000 0000 0000 00000 0000 0 000 0 00000 0 0000 0000 0 00000 0 0000 0 0000 0 000 000 00000 00 0000 000 00,qal,perf,,,,,no complement,,,,,,
1920309,MWC[,1Q8,Isaiah,22,25,TMWC,B JWM H HW> N>M JHWH YB>WT TMWC H JTD H TQW<H B MQWM N>MN W NGD<H W NPLH W NKRT H MF> >CR <LJH KJ JHWH DBR,,,no complement,,0,0 000 0 000 000 0000 00000 0000 0 000 0 00000 0 0000 0000 0 00000 0 0000 0 0000 0 000 000 00000 00 0000 000 00,qal,impf,,,,,no complement,,,,,,
1920320,NPL[,1Q8,Isaiah,22,25,NPLH,B JWM H HW> N>M JHWH YB>WT TMWC H JTD H TQW<H B MQWM N>MN W NGD<H W NPLH W NKRT H MF> >CR <LJH KJ JHWH DBR,,,no complement,,0,0 000 0 000 000 0000 00000 0000 0 000 0 00000 0 0000 0000 0 00000 0 0000 0 0000 0 000 000 00000 00 0000 000 00,qal,perf,,,,,no complement,,,,,,
219425,BW>[,MT,Isaiah,23,1,BW>,MF> YR HJLJLW >NJWT TRCJC KJ CDD M BJT M BW> M >RY KTJM NGLH LMW,M BW> M >RY KTJM,,M >RY KTJM,0,,,qal,infc,MN,,,,MN >RY/ KTJ/,prep,,,und,subs,
219429,GLH[,MT,Isaiah,23,1,NGLH,MF> YR HJLJLW >NJWT TRCJC KJ CDD M BJT M BW> M >RY KTJM NGLH LMW,NGLH LMW,,LMW,0,,,nif,perf,L,,,,L,prep,,,det,,
1902527,BW>[,1Qisaa,Isaiah,23,1,BW>,MF> YR >JLJLW >NJWT TRCJC KJ CWDD M BJT M BW> M >RY KTJJM NGLH LMW,M BW> M >RY KTJJM,,M >RY KTJJM,0,0,000 00 000000 00000 00000 00 0000 0 000 0 000 0 000 00000 0000 0000 00,qal,infc,MN,,,,MN >RY/ KTJ/,prep,,,und,subs,
1902531,GLH[,1Qisaa,Isaiah,23,1,NGLH,MF> YR >JLJLW >NJWT TRCJC KJ CWDD M BJT M BW> M >RY KTJJM NGLH LMW,NGLH LMW,,LMW,0,0,000 00 000000 00000 00000 00 0000 0 000 0 000 0 000 00000 0000 0000 00,nifal,perf,L,,,,L,prep,,,det,,
1920341,BW>[,1Q8,Isaiah,23,1,BW>,MF> YR HJLJLW >NJWT TRCJC KJ CDD M BJT M BW> M >RY KTJM NGLH LMW,M BW> M >RY KTJJM,,M >RY KTJJM,0,0,000 00 000000 00000 00000 00 000 0 000 0 000 0 000 0000 0000 0000 00,qal,infc,MN,,,,MN >RY/ KTJ/,prep,,,und,subs,
1920345,GLH[,1Q8,Isaiah,23,1,NGLH,MF> YR HJLJLW >NJWT TRCJC KJ CDD M BJT M BW> M >RY KTJM NGLH LMW,NGLH LMW,,LMW,0,0,000 00 000000 00000 00000 00 000 0 000 0 000 0 000 0000 0000 0000 00,nifal,perf,L,,,,L,prep,,,det,,
219436,<BR[,MT,Isaiah,23,2,<BR,DMW JCBJ >J SXR YJDWN <BR JM ML>WK,<BR JM,,no complement,,,,qal,ptca,,,,,no complement,,,,,,
1902539,<BR[,1Qisaa,Isaiah,23,2,<BRW,DMW JWCBJ >J SXR YJDWN <BRW JM ML>KJK,,,no complement,,0,000 00000 00 000 00000 0000 00 0000000 00,qal,perf,,,,,no complement,,,,,,
219482,<BR[,MT,Isaiah,23,6,<BRW,<BRW TRCJCH HJLJLW JCBJ >J,<BRW TRCJCH,,TRCJCH,1,,,qal,impv,,,,,TRCJC=/,dir_he,topo,inanim,,nmpr,
1902589,<BR[,1Qisaa,Isaiah,23,6,<WBRJ,<WBRJ TLRCJCH HJLJLW JWCBJ >J,<WBRJ TLRCJCH,,TLRCJCH,1,1,00000 00000000 000000 00000 00 00,qal,impv,,,,,TRCJC=/,dir_he,topo,inanim,,nmpr,
219527,<BR[,MT,Isaiah,23,10,<BRJ,<BRJ >RYK K J>R BT TRCJC >JN MZX <WD,<BRJ >RYK K J>R,,>RYK,0,,,qal,impv,,,,,>RY/,vc,,,det,subs,
219565,<BR[,MT,Isaiah,23,12,<BRJ,W J>MR L> TWSJPJ <WD L <LWZ H M<CQH BTWLT BT YJDWN KTJJM QWMJ <BRJ GM CM L> JNWX LK,KTJJM <BRJ,,KTJJM,0,,,qal,impv,,,,,KTJ/,vc,,,und,,
219569,NWX[,MT,Isaiah,23,12,JNWX,W J>MR L> TWSJPJ <WD L <LWZ H M<CQH BTWLT BT YJDWN KTJJM QWMJ <BRJ GM CM L> JNWX LK,GM CM L> JNWX LK,,no complement,,,,qal,impf,,,,,no complement,,,,,,
1902679,<BR[,1Qisaa,Isaiah,23,12,<BRJ,W JW>MR LW> TWSJPJ <WD L <LWZ M<CQH BTWLT BT YJDWN KTJJM QWMJ <BRJ GM CM LW> JNWX LK,KTJJM <BRJ,,KTJJM,0,0,0 00000 000 000000 000 0 0000 00000 00000 00 00000 00000 0000 0000 00 00 000 0000 000 00,qal,impv,,,,,no complement,,,,,,
1902683,NWX[,1Qisaa,Isaiah,23,12,JNWX,W JW>MR LW> TWSJPJ <WD L <LWZ M<CQH BTWLT BT YJDWN KTJJM QWMJ <BRJ GM CM LW> JNWX LK,,,no complement,,0,0 00000 000 000000 000 0 0000 00000 00000 00 00000 00000 0000 0000 00 00 000 0000 000 00,qal,impf,,,,,no complement,,,,,,
219625,SBB[,MT,Isaiah,23,16,SBJ,QXJ KNWR SBJ <JR ZWNH NCKXH HJVJBJ NGN HRBJ CJR LM<N TZKRJ,SBJ <JR,,no complement,,,,qal,impv,,,,,no complement,,,,,,
1902727,SBB[,1Qisaa,Isaiah,23,16,SBJ,QXJ KNWR SBJ <JR ZWNH NCKXH HJVJBJ NGN HRBJ CJR LM<N TZKRJ,SBJ <JR,,no complement,,,000 0000 000 000 0000 00000 000000 000 0000 000 0000 00000 00,qal,impv,,,,,no complement,,,,,,
219646,CWB[,MT,Isaiah,23,17,CBH,W HJH M QY CB<JM CNH JPQD JHWH >T YR W CBH L >TNNH W ZNTH >T KL MMLKWT H >RY <L PNJ H >DMH,W CBH L >TNNH,,L >TNNH,0,,,qal,perf,L,,,,L >TNN/,prep,,,det,subs,
1902749,CWB[,1Qisaa,Isaiah,23,17,CBH,W HJH M QY CB<JN CNH JPQWD JHWH >T YR W CBH L >TNNH W ZNTH >T MMLKWT H >RY <L PNJ H >DMH,W CBH L >TNNH,,L >TNNH,0,0,0 000 0 00 00000 000 00000 0000 00 00 0 000 0 000000 0 0000 00 000000 0 000 00 000 0 0000 00,qal,perf,L,,,,no complement,,,,,,
219775,<BR[,MT,Isaiah,24,5,<BRW,W H >RY XNPH TXT JCBJH KJ <BRW TWRT XLPW XQ HPRW BRJT <WLM,KJ <BRW TWRT,,no complement,,,,qal,perf,,,,,no complement,,,,,,
219777,XLP[,MT,Isaiah,24,5,XLPW,W H >RY XNPH TXT JCBJH KJ <BRW TWRT XLPW XQ HPRW BRJT <WLM,XLPW XQ,,no complement,,,,qal,perf,,,,,no complement,,,,,,
1902872,<BR[,1Qisaa,Isaiah,24,5,<BRW,W H >RY XNPH TXT JWCBJH KJ <BRW TWRWT XLPW XWQ HPJRW BRJT <WLM,KJ <BRW TWRWT,,no complement,,,0 0 000 0000 000 0000000 00 0000 00000 0000 000 00000 0000 0000 00,qal,perf,,,,,no complement,,,,,,
1902874,XLP[,1Qisaa,Isaiah,24,5,XLPW,W H >RY XNPH TXT JWCBJH KJ <BRW TWRWT XLPW XWQ HPJRW BRJT <WLM,XLPW XWQ,,no complement,,,0 0 000 0000 000 0000000 00 0000 00000 0000 000 00000 0000 0000 00,qal,perf,,,,,no complement,,,,,,
219834,BW>[,MT,Isaiah,24,10,BW>,NCBRH QRJT THW SGR KL BJT M BW>,M BW>,,no complement,,,,qal,infc,,,,,no complement,,,,,,
1902935,BW>[,1Qisaa,Isaiah,24,10,BW>,NCBRH QRJT THW SGR KWL BJT M BW>,M BW>,,no complement,,,00000 0000 000 000 000 000 0 000 00,qal,infc,,,,,no complement,,,,,,
219845,GLH[,MT,Isaiah,24,11,GLH,YWXH <L H JJN B XWYWT <RBH KL FMXH GLH MFWF H >RY,GLH MFWF H >RY,MFWF H >RY,no complement,,,,qal,perf,,,,,no complement,,,,,,
1902946,GLH[,1Qisaa,Isaiah,24,11,GLH,YWXH <L H JJN B XWYWT <RBH KWL FMXH GLH MFWF H >RY,,,no complement,0,0,0000 00 0 000 0 00000 0000 000 0000 000 0000 0 000 00,qal,perf,,,,,no complement,,,,,,
219938,NWS[,MT,Isaiah,24,18,NS,W HJH H NS M QWL H PXD JPL >L H PXT W H <WLH M TWK H PXT JLKD B PX KJ >RBWT M MRWM NPTXW W JR<CW MWSDJ >RY,H NS M QWL H PXD,,M QWL H PXD,0,,,qal,ptca,MN,,,,MN QWL/ H PXD/,prep,,,det,subs subs,
219943,NPL[,MT,Isaiah,24,18,JPL,W HJH H NS M QWL H PXD JPL >L H PXT W H <WLH M TWK H PXT JLKD B PX KJ >RBWT M MRWM NPTXW W JR<CW MWSDJ >RY,JPL >L H PXT,,>L H PXT,0,,,qal,impf,>L,,,,>L H PXT/,prep,,,det,subs,
219949,<LH[,MT,Isaiah,24,18,<WLH,W HJH H NS M QWL H PXD JPL >L H PXT W H <WLH M TWK H PXT JLKD B PX KJ >RBWT M MRWM NPTXW W JR<CW MWSDJ >RY,H <WLH M TWK H PXT,,M TWK H PXT,0,,,qal,ptca,MN,,,,MN TWK/ H PXT/,prep,,,det,subs subs,
1903044,NWS[,1Qisaa,Isaiah,24,18,NS,W HJH H NS M QWL H PXD JPWL >L H PXT W H <WLH M TWK H PXT JLKD B PX KJ >RBWT M MRWM NPTXW W JR<CW MWSDJ >RY,H NS M QWL H PXD,,M QWL H PXD,0,0,0 000 0 00 0 000 0 000 0000 00 0 000 0 0 0000 0 000 0 000 0000 0 00 00 00000 0 0000 00000 0 00000 00000 000 00,qal,ptca,MN,,,,no complement,,,,,,
1903049,NPL[,1Qisaa,Isaiah,24,18,JPWL,W HJH H NS M QWL H PXD JPWL >L H PXT W H <WLH M TWK H PXT JLKD B PX KJ >RBWT M MRWM NPTXW W JR<CW MWSDJ >RY,JPWL >L H PXT,,>L H PXT,0,0,0 000 0 00 0 000 0 000 0000 00 0 000 0 0 0000 0 000 0 000 0000 0 00 00 00000 0 0000 00000 0 00000 00000 000 00,qal,impf,>L,,,,no complement,,,,,,
1903055,<LH[,1Qisaa,Isaiah,24,18,<WLH,W HJH H NS M QWL H PXD JPWL >L H PXT W H <WLH M TWK H PXT JLKD B PX KJ >RBWT M MRWM NPTXW W JR<CW MWSDJ >RY,H <WLH M TWK H PXT,,M TWK H PXT,0,0,0 000 0 00 0 000 0 000 0000 00 0 000 0 0 0000 0 000 0 000 0000 0 00 00 00000 0 0000 00000 0 00000 00000 000 00,qal,ptca,MN,,,,no complement,,,,,,
1920401,NWS[,1Q8,Isaiah,24,18,NS,H NS M QWL H PXD JPL >L H PXT W H <WLH M TWK H PXT JLKD B PX KJ >RBWT M MRWM NPTXW W JR<CW MWSDJ >RY,H NS M QWL H PXD,,M QWL H PXD,0,0,0 00 0 000 0 000 000 00 0 000 0 0 0000 0 000 0 000 0000 0 00 00 00000 0 0000 00000 0 00000 00000 000 00,qal,ptca,MN,,,,no complement,,,,,,
1920406,NPL[,1Q8,Isaiah,24,18,JPL,H NS M QWL H PXD JPL >L H PXT W H <WLH M TWK H PXT JLKD B PX KJ >RBWT M MRWM NPTXW W JR<CW MWSDJ >RY,JPL >L H PXT,,>L H PXT,0,0,0 00 0 000 0 000 000 00 0 000 0 0 0000 0 000 0 000 0000 0 00 00 00000 0 0000 00000 0 00000 00000 000 00,qal,impf,>L,,,,no complement,,,,,,
1920412,<LH[,1Q8,Isaiah,24,18,<WLH,H NS M QWL H PXD JPL >L H PXT W H <WLH M TWK H PXT JLKD B PX KJ >RBWT M MRWM NPTXW W JR<CW MWSDJ >RY,H <WLH M TWK H PXT,,M TWK H PXT,0,0,0 00 0 000 0 000 000 00 0 000 0 0 0000 0 000 0 000 0000 0 00 00 00000 0 0000 00000 0 00000 00000 000 00,qal,ptca,MN,,,,no complement,,,,,,
219993,NPL[,MT,Isaiah,24,20,NPLH,NW< TNW< >RY K CKWR W HTNWDDH K MLWNH W KBD <LJH PC<H W NPLH W L> TSJP QWM,W NPLH,,no complement,,,,qal,perf,,,,,no complement,,,,,,
1903100,NPL[,1Qisaa,Isaiah,24,20,NPL,NW< TNW< H >RY K CKWR W HTNWDD> W K MLWNH W KBD <LJH PC<H W NPL W LW> TWSJP QWM,,,no complement,,0,000 0000 0 000 0 0000 0 0000000 0 0 00000 0 000 00000 00000 0 000 0 000 00000 000 00,qal,perf,,,,,no complement,,,,,,
1920454,NPL[,1Q8,Isaiah,24,20,NPLH,NW< TNW< >RY K CKWR W HTNWD> K MLWNH W KBD <LJH PC<H W NPLH W L> TSJP QWM,,,no complement,,0,000 0000 000 0 0000 0 000000 0 00000 0 000 00000 00000 0 0000 0 00 0000 000 00,qal,perf,,,,,no complement,,,,,,
220204,SWR[,MT,Isaiah,25,8,JSJR,BL< H MWT L NYX W MXH >DNJ JHWH DM<H M <L KL PNJM W XRPT <MW JSJR M <L KL H >RY KJ JHWH DBR,W XRPT <MW JSJR M <L KL H >RY,,M <L KL H >RY,0,,,hif,impf,MN,<L,,,MN <L KL/ H >RY/,prep + prep,,,det,subs subs,
1903313,SWR[,1Qisaa,Isaiah,25,8,JSJR,BL< H MWT L NYX W MXH >DWNJ JHWH DM<H M <L KWL PNJM W XRPT <MW JSJR M <L KWL H >RY KJ JHWH DBR,W XRPT <MW JSJR M <L KWL H >RY,,M <L KWL H >RY,0,0,000 0 000 0 000 0 000 00000 0000 0000 0 00 000 0000 0 0000 0000 0000 0 00 000 0 000 00 0000 000 00,hifil,impf,MN,<L,,,MN <L KL/ H >RY/,prep + prep,,,det,subs subs,
1920668,SWR[,1Q8,Isaiah,25,8,JSJR,BL< H MWT L NYX W MXH >DNJ JHWH DM<H M <L KL PNJM W XRPT <MW JSJR M <L KL H >RY KJ JHWH DBR,W XRPT <MW JSJR M <L KWL H >RY,,M <L KWL H >RY,0,0,000 0 000 0 000 0 000 0000 0000 0000 0 00 00 0000 0 0000 0000 0000 0 00 00 0 000 00 0000 000 00,hifil,impf,MN,<L,,,MN <L KL/ H >RY/,prep + prep,,,det,subs subs,
220237,NWX[,MT,Isaiah,25,10,TNWX,KJ TNWX JD JHWH B HR H ZH W NDWC MW>B TXTJW K HDWC MTBN BMJ MDMNH,KJ TNWX JD JHWH B HR H ZH,JD JHWH,B HR H ZH,0,,,qal,impf,B,,,,B H HR/ H ZH,prep,,,det,subs,
1903348,NWX[,1Qisaa,Isaiah,25,10,TNWX,KJ TNWX JD JHWH B HR H ZH W NDC MW>B TXTJW K XDWC MTBN B MJ MDMNH,KJ TNWX JD JHWH B HR H ZH,JD JHWH,B HR H ZH,0,0,00 0000 00 0000 0 00 0 00 0 000 0000 000000 0 0000 0000 0 00 00000 00,qal,impf,B,,,,no complement,,,,,,
220308,BW>[,MT,Isaiah,26,2,JB>,PTXW C<RJM W JB> GWJ YDJQ CMR >MNJM,W JB> GWJ YDJQ,GWJ YDJQ,no complement,,,,qal,impf,,,,,no complement,,,,,,
1903421,BW>[,1Qisaa,Isaiah,26,2,JBW>,PTXW C<RJK W JBW> GWJ YDJQ CWMR >MWNJM,W JBW> GWJ YDJQ,GWJ YDJQ,no complement,,,0000 000000 0 0000 000 0000 0000 000000 00,qal,impf,,,,,no complement,,,,,,
1920709,BW>[,1Q8,Isaiah,26,2,JB>W,PTXW C<RJM W JB>W GWJ YDJQ CMR >MNJM,W JB>W GWJ YDJQ,GWJ YDJQ,no complement,,,0000 00000 0 0000 000 0000 000 00000 00,qal,impf,,,,,no complement,,,,,,
220481,QRB[,MT,Isaiah,26,17,TQRJB,KMW HRH TQRJB L LDT TXJL TZ<Q B XBLJH KN HJJNW M PNJK JHWH,KMW HRH TQRJB,HRH,no complement,,,,hif,impf,,,,,no complement,,,,,,
1903604,QRB[,1Qisaa,Isaiah,26,17,TQRJB,KMW HRH TQRJB L LDT TXJL TZ<Q B XBLJH KN HJJNW M PNJK JHWH,KMW HRH TQRJB,HRH,no complement,,,000 000 00000 0 000 0000 0000 0 000000 00 00000 0 00000 0000 00,hifil,impf,,,,,no complement,,,,,,
220504,NPL[,MT,Isaiah,26,18,JPLW,HRJNW XLNW KMW JLDNW RWX JCW<T BL N<FH >RY W BL JPLW JCBJ TBL,W BL JPLW JCBJ TBL,JCBJ TBL,no complement,,,,qal,impf,,,,,no complement,,,,,,
1903628,NPL[,1Qisaa,Isaiah,26,18,JPWLW,HRJNW XLNW KMW JLDNW RWX JCW<TK BL N<FH >RY W BL JPWLW JWCBJ TBL,W BL JPWLW JWCBJ TBL,JWCBJ TBL,no complement,,,00000 0000 000 00000 000 0000000 00 0000 000 0 00 00000 00000 000 00,qal,impf,,,,,no complement,,,,,,
220523,NPL[,MT,Isaiah,26,19,TPJL,JXJW MTJK NBLTJ JQWMWN HQJYW W RNNW CKNJ <PR KJ VL >WRT VLK W >RY RP>JM TPJL,W >RY RP>JM TPJL,>RY,no complement,,,,hif,impf,,,,,no complement,,,,,,
1903648,NPL[,1Qisaa,Isaiah,26,19,TPJL,JXJW MJTJK NBLTJ JQWMWN JQJYW W JRNNW CWKNJ <PR KJ VL >WRWT VLK W >RY RP>JM TPJL,W >RY RP>JM TPJL,>RY,no complement,,,0000 000000 000000 0000000 00000 0 00000 00000 000 00 00 00000 0000 0 000 00000 0000 00,hifil,impf,,,,,no complement,,,,,,
220526,BW>[,MT,Isaiah,26,20,B>,LK <MJ B> B XDRJK W SGR DLTJK B<DK XBJ K M<V RG< <D J<BWR Z<M,B> B XDRJK,,B XDRJK,0,,,qal,impv,B,,,,B XDR/,prep,,,det,subs,
220524,HLK[,MT,Isaiah,26,20,LK,LK <MJ B> B XDRJK W SGR DLTJK B<DK XBJ K M<V RG< <D J<BWR Z<M,LK,,no complement,,,,qal,impv,,,,,no complement,,,,,,
220538,<BR[,MT,Isaiah,26,20,J<BWR,LK <MJ B> B XDRJK W SGR DLTJK B<DK XBJ K M<V RG< <D J<BWR Z<M,<D J<BWR Z<M,Z<M,no complement,,,,qal,impf,,,,,no complement,,,,,,
1903652,BW>[,1Qisaa,Isaiah,26,20,B>,LK <MJ B> B XDRJK W SGR DLTJK B<DK XBW K M<V RG< <D J<BWR Z<M,B> B XDRJK,,B XDRJK,0,0,00 0000 00 0 000000 0 000 000000 00000 000 0 000 000 00 00000 000 00,qal,impv,B,,,,B XDR/,prep,,,det,subs,
1903650,HLK[,1Qisaa,Isaiah,26,20,LK,LK <MJ B> B XDRJK W SGR DLTJK B<DK XBW K M<V RG< <D J<BWR Z<M,LK,,no complement,,,00 0000 00 0 000000 0 000 000000 00000 000 0 000 000 00 00000 000 00,qal,impv,,,,,no complement,,,,,,
1903664,<BR[,1Qisaa,Isaiah,26,20,J<BWR,LK <MJ B> B XDRJK W SGR DLTJK B<DK XBW K M<V RG< <D J<BWR Z<M,<D J<BWR Z<M,Z<M,no complement,,,00 0000 00 0 000000 0 000 000000 00000 000 0 000 000 00 00000 000 00,qal,impf,,,,,no complement,,,,,,
220543,JY>[,MT,Isaiah,26,21,JY>,KJ HNH JHWH JY> M MQWMW L PQD <WN JCB H >RY <LJW W GLTH H >RY >T DMJH W L> TKSH <WD <L HRWGJH,KJ HNH JHWH JY> M MQWMW,JHWH,M MQWMW,0,,,qal,ptca,MN,,,,MN MQWM/,prep,,,det,subs,
220554,GLH[,MT,Isaiah,26,21,GLTH,KJ HNH JHWH JY> M MQWMW L PQD <WN JCB H >RY <LJW W GLTH H >RY >T DMJH W L> TKSH <WD <L HRWGJH,W GLTH H >RY >T DMJH,H >RY,no complement,,,,piel,perf,,,,,no complement,,,,,,
1903669,JY>[,1Qisaa,Isaiah,26,21,JY>,KJ JHWH JY> M MQWMW L PQWD <WWN JWCB H >RY <LJW W GLTH H >RY >T DMJH W LW> TKSH <WD <L HRWGJH,KJ JHWH JY> M MQWMW,JHWH,M MQWMW,0,0,00 0000 000 0 000000 0 0000 0000 0000 0 000 00000 0 0000 0 000 00 00000 0 000 0000 000 00 0000000 00,qal,ptca,MN,,,,no complement,,,,,,
1903680,GLH[,1Qisaa,Isaiah,26,21,GLTH,KJ JHWH JY> M MQWMW L PQWD <WWN JWCB H >RY <LJW W GLTH H >RY >T DMJH W LW> TKSH <WD <L HRWGJH,,,no complement,,0,00 0000 000 0 000000 0 0000 0000 0000 0 000 00000 0 0000 0 000 00 00000 0 000 0000 000 00 0000000 00,piel,perf,,,,,no complement,,,,,,
1903711,BRX[,1Qisaa,Isaiah,27,1,BWRX,B JWM H HW> JPQWD JHWH B XRBW H QCH W H GDWLH W H XZQH <L LWJTN NXC BWRX W <L LWJTN NXC <QLTWN W HRG >T H TNJN >CR B JM,,,no complement,,0,0 000 0 000 00000 0000 0 00000 0 000 0 0 00000 0 0 0000 00 00000 000 0000 0 00 00000 000 000000 0 000 00 0 0000 000 0 00 00,qal,ptca,,,,,no complement,,,,,,
220632,PF<[,MT,Isaiah,27,4,>PF<H,XMH >JN LJ MJ JTNNJ CMJR CJT B MLXMH >PF<H BH >YJTNH JXD,B MLXMH >PF<H BH,,BH,0,,,qal,impf,B,,,,B,prep,,,det,,
1903759,PF<[,1Qisaa,Isaiah,27,4,>PF<H,XMH >JN LJ MJ JTNNJ CJMJR W CJT B MLXMH >PF<H BH W >YJTNH JXDW,B MLXMH >PF<H BH,,BH,0,0,000 000 000 00 000000 00000 0 000 0 00000 00000 000 0 0000000 0000 00,qal,impf,B,,,,no complement,,,,,,
220647,BW>[,MT,Isaiah,27,6,B>JM,H B>JM JCRC J<QB JYJY W PRX JFR>L W ML>W PNJ TBL TNWBH,H B>JM,H B>JM,no complement,,,,qal,ptca,,,,,no complement,,,,,,
1903777,BW>[,1Qisaa,Isaiah,27,6,B>JM,H B>JM JCRJC J<QWB W JYJY W JPRX JFR>L W ML>W PNJ TBL TNWBH,,,no complement,,0,0 0000 00000 00000 0 0000 0 0000 00000 0 0000 000 000 00000 00,qal,ptca,,,,,no complement,,,,,,
220692,SWR[,MT,Isaiah,27,9,HSR,LKN B Z>T JKPR <WN J<QB W ZH KL PRJ HSR XV>TW B FWMW KL >BNJ MZBX K >BNJ GR MNPYWT L> JQMW >CRJM W XMNJM,HSR XV>TW,,no complement,,,,hif,infc,,,,,no complement,,,,,,
1903827,SWR[,1Qisaa,Isaiah,27,9,HSJR,L KN B ZW>T JKPR <WWN J<QWB W ZH KWL PRJ HSJR XV>WW B FWMW KWL >BNJ MZBX K >BNJ GJR MNPYWT LW> JQWMW >CRJM W XMNJM,,,no complement,,0,0 00 0 0000 0000 0000 00000 0 00 000 000 0000 000000 0 00000 000 0000 0000 0 0000 000 000000 000 00000 00000 0 00000 00,hifil,infc,,,,,no complement,,,,,,
220733,BW>[,MT,Isaiah,27,11,B>WT,B JBC QYJRH TCBRNH NCJM B>WT M>JRWT >WTH KJ L> <M BJNWT HW> <L KN L> JRXMNW <FHW W JYRW L> JXNNW,NCJM B>WT,NCJM,no complement,,,,qal,ptca,,,,,no complement,,,,,,
1903870,BW>[,1Qisaa,Isaiah,27,11,B>WT,B JBC QYJRH TCBRNH NCJM B>WT M>JRWT >WTH KJ LW> <M BJNWT HW> <L KN LW> JRXMNW <WFHW W JWYRW LW> JXWNNW,,,no complement,,0,0 000 000000 0000 000000 0000 0000 000000 00000 00 000 00 00000 000 00 00 000 0000000 000000 0 000000 000 0000000 00,qal,ptca,,,,,no complement,,,,,,
220786,BW>[,MT,Isaiah,27,13,B>W,W HJH B JWM H HW> JTQ< B CWPR GDWL W B>W H >BDJM B >RY >CWR W H NDXJM B >RY MYRJM W HCTXWW L JHWH B HR H QDC B JRWCLM,W B>W,,no complement,,,,qal,perf,,,,,no complement,,,,,,
1903923,BW>[,1Qisaa,Isaiah,27,13,B>W,W HJH B JWM H HW> JTQ< B CWPR GDWL W B>W H >WBDJM B >RY >CWR W H NDXJM B >RY MYRJM W HCTXW L JHWH B HR H QDC B JRWCLM,,,no complement,,0,0 000 0 000 0 000 0000 0 0000 0000 0 000 0 000000 0 000 0000 0 0 00000 0 000 00000 0 00000 0 0000 0 00 0 000 0 000000 00,qal,perf,,,,,no complement,,,,,,
220840,CVP[,MT,Isaiah,28,2,CVPJM,HNH XZQ W >MY L >DNJ K ZRM BRD F<R QVB K ZRM MJM KBJRJM CVPJM HNJX L >RY B JD,K ZRM BRD F<R QVB K ZRM MJM KBJRJM CVPJM HNJX L >RY B JD,,no complement,0,,,qal,ptca,,,,,L H >RY/,prep,,,det,subs,
220841,NWX[,MT,Isaiah,28,2,HNJX,HNH XZQ W >MY L >DNJ K ZRM BRD F<R QVB K ZRM MJM KBJRJM CVPJM HNJX L >RY B JD,K ZRM BRD F<R QVB K ZRM MJM KBJRJM CVPJM HNJX L >RY B JD,,L >RY,0,,,hif,perf,L,,,,L H >RY/,prep,,,det,subs,
1903980,CVP[,1Qisaa,Isaiah,28,2,CWVPJM,HNH B XZQ W >MY L JHWH K ZRM BRD F<R QVB K ZRM MJM KBRJM CWVPJM W HNJX L >RY B JD,K ZRM BRD F<R QVB K ZRM MJM KBRJM CWVPJM W HNJX L >RY B JD,,no complement,0,0,000 0 000 0 000 0 0000 0 000 000 000 000 0 000 000 00000 000000 0 0000 0 000 0 00 00,qal,ptca,,,,,no complement,,,,,,
1903982,NWX[,1Qisaa,Isaiah,28,2,HNJX,HNH B XZQ W >MY L JHWH K ZRM BRD F<R QVB K ZRM MJM KBRJM CWVPJM W HNJX L >RY B JD,K ZRM BRD F<R QVB K ZRM MJM KBRJM CWVPJM W HNJX L >RY B JD,,L >RY,0,0,000 0 000 0 000 0 0000 0 000 000 000 000 0 000 000 00000 000000 0 0000 0 000 0 00 00,hifil,perf,L,,,,no complement,,,,,,
220911,CWB[,MT,Isaiah,28,6,MCJBJ,W L RWX MCPV L JWCB <L H MCPV W L GBWRH MCJBJ MLXMH C<RH,MCJBJ MLXMH C<RH,,no complement,,,,hif,ptca,,,,,no complement,,,,,,
1904054,CWB[,1Qisaa,Isaiah,28,6,MCJBJ,W L RWX MCPV L JWCB <L H MCPV W L GBWRH MCJBJ MLXMH C<R,,,no complement,,0,0 0 000 0000 0 0000 00 0 0000 0 0 00000 00000 00000 000 00,hifil,ptca,,,,,no complement,,,,,,
