chapter,verse_num,verse
7,20,"καὶ ἐποίησαν οὕτως Μωυσῆς καὶ Ἀαρών, καθάπερ ἐνετείλατο αὐτοῖς Κύριος · καὶ ἐπάρας τῇ ράβδῳ αὐτοῦ ἐπάταξε τὸ ὕδωρ τὸ ἐν τῷ ποταμῷ ἐναντίον Φαραὼ καὶ ἐναντίον τῶν θεραπόντων αὐτοῦ καὶ μετέβαλε πᾶν τὸ ὕδωρ τὸ ἐν τῷ ποταμῷ εἰς αἷμα."
7,21,"καὶ οἱ ἰχθύες οἱ ἐν τῷ ποταμῷ ἐτελεύτησαν, καὶ ἐπώζεσεν ὁ ποταμός, καὶ οὐκ ἠδύναντο οἱ Αἰγύπτιοι πιεῖν ὕδωρ ἐκ τοῦ ποταμοῦ, καὶ ἦν τὸ αἷμα ἐν πάσῃ γῇ Αἰγύπτου."
7,22,"ἐποίησαν δὲ ὡσαύτως καὶ οἱ ἐπαοιδοὶ τῶν Αἰγυπτίων ταῖς φαρμακείαις αὐτῶν · καὶ ἐσκληρύνθη ἡ καρδία Φαραώ, καὶ οὐκ εἰσήκουσεν αὐτῶν, καθάπερ εἶπε Κύριος."
7,23,ἐπιστραφεὶς δὲ Φαραὼ εἰσῆλθεν εἰς τὸν οἶκον αὐτοῦ καὶ οὐκ ἐπέστησε τὸν νοῦν αὐτοῦ οὐ -δὲ ἐπὶ τούτῳ.
7,24,"ὤρυξαν δὲ πάντες οἱ Αἰγύπτιοι κύκλῳ τοῦ ποταμοῦ ὥστε πιεῖν ὕδωρ, καὶ οὐκ ἠδύναντο πιεῖν ὕδωρ ἀπὸ τοῦ ποταμοῦ."
7,25,καὶ ἀνεπληρώθησαν ἑπτὰ ἡμέραι μετὰ τὸ πατάξαι Κύριον τὸν ποταμόν.
7,26,"εἶπε δὲ Κύριος πρὸς Μωυσῆν · εἴσελθε πρὸς Φαραὼ καὶ ἐρεῖς πρὸς αὐτόν · τάδε λέγει Κύριος · ἐξαπόστειλον τὸν λαόν μου, ἵνα μοι λατρεύσωσιν ·"
7,27,"εἰ δὲ μὴ βούλει σὺ ἐξαποστεῖλαι, ἰδοὺ ἐγὼ τύπτω πάντα τὰ ὅριά σου τοῖς βατράχοις."
7,28,"καὶ ἐξερεύξεται ὁ ποταμὸς βατράχους, καὶ ἀναβάντες εἰσελεύσονται εἰς τοὺς οἴκους σου καὶ εἰς τὰ ταμιεῖα τῶν κοιτώνων σου καὶ ἐπὶ τῶν κλινῶν σου καὶ ἐπὶ τοὺς οἴκους τῶν θεραπόντων σου καὶ τοῦ λαοῦ σου καὶ ἐν τοῖς φυράμασί σου καὶ ἐν τοῖς κλιβάνοις σου ·"
7,29,καὶ ἐπὶ σὲ καὶ ἐπὶ τοὺς θεράποντάς σου καὶ ἐπὶ τὸν λαόν σου ἀναβήσονται οἱ βάτραχοι.
8,1,εἶπε δὲ Κύριος πρὸς Μωυσῆν · εἰπὸν Ἀαρὼν τῷ ἀδελφῷ σου ἔκτεινον τῇ χειρὶ τὴν ράβδον σου ἐπὶ τοὺς ποταμοὺς καὶ ἐπὶ τὰς διώρυγας καὶ ἐπὶ τὰ ἕλη καὶ ἀνάγαγε τοὺς βατράχους ·
8,2,καὶ ἐξέτεινεν Ἀαρὼν τὴν χεῖρα ἐπὶ τὰ ὕδατα Αἰγύπτου καὶ ἀνήγαγε τοὺς βατράχους · καὶ ἀνεβιβάσθη ὁ βάτραχος καὶ ἐκάλυψε τὴν γῆν Αἰγύπτου.
8,3,ἐποίησαν δὲ ὡσαύτως καὶ οἱ ἐπαοιδοὶ τῶν Αἰγυπτίων ταῖς φαρμακείαις αὐτῶν καὶ ἀνήγαγον τοὺς βατράχους ἐπὶ γῆν Αἰγύπτου.
8,4,"καὶ ἐκάλεσε Φαραὼ Μωυσῆν καὶ Ἀαρὼν καὶ εἶπεν · εὔξασθε περὶ ἐμοῦ πρὸς Κύριον, καὶ περιελέτω τοὺς βατράχους ἀπ’ ἐμοῦ καὶ ἀπὸ τοῦ ἐμοῦ λαοῦ, καὶ ἐξαποστελῶ αὐτούς, καὶ θύσωσι τῷ Κυρίῳ."
8,5,"εἶπε δὲ Μωυσῆς πρὸς Φαραώ · τάξαι πρός με πότε εὔξομαι περὶ σοῦ καὶ περὶ τῶν θεραπόντων σου καὶ τοῦ λαοῦ σου ἀφανίσαι τοὺς βατράχους ἀπὸ σοῦ καὶ ἀπὸ τοῦ λαοῦ σου καὶ ἐκ τῶν οἰκιῶν ὑμῶν, πλὴν ἐν τῷ ποταμῷ ὑπολειφθήσονται."
8,6,"ὁ δὲ εἶπεν · εἰς αὔριον. E εἶπεν οὖν · ὡς εἴρηκας, ἵνα εἰδῇς ὅτι οὐκ ἔστι ἄλλος πλὴν Κυρίου ·"
8,7,"καὶ περιαιρεθήσονται οἱ βάτραχοι ἀπὸ σοῦ καὶ ἀπὸ τῶν οἰκιῶν ὑμῶν καὶ ἀπὸ τῶν ἐπαύλεων καὶ ἀπὸ τῶν θεραπόντων σου καὶ ἀπὸ τοῦ λαοῦ σου, πλὴν ἐν τῷ ποταμῷ ὑπολειφθήσονται."
8,8,"ἐξῆλθε δὲ Μωυσῆς καὶ Ἀαρὼν ἀπὸ Φαραώ · καὶ ἐβόησε Μωυσῆς πρὸς Κύριον περὶ τοῦ ὁρισμοῦ τῶν βατράχων, ὡς ἐτάξατο Φαραώ."
8,9,ἐποίησε δὲ Κύριος καθάπερ εἶπε Μωυσῆς καὶ ἐτελεύτησαν οἱ βάτραχοι ἐκ τῶν οἰκιῶν καὶ ἐκ τῶν ἐπαύλεων καὶ ἐκ τῶν ἀγρῶν ·
8,10,"καὶ συνήγαγον αὐτοὺς θημωνίας θημωνίας, καὶ ὤζεσεν ἡ γῆ."
8,11,"ἰδὼν δὲ Φαραὼ ὅτι γέγονεν ἀνάψυξις, ἐβαρύνθη ἡ καρδία αὐτοῦ, καὶ οὐκ εἰσήκουσεν αὐτῶν, καθάπερ ἐλάλησε Κύριος."
8,12,"εἶπε δὲ Κύριος πρὸς Μωυσῆν · εἰπὸν Ἀαρών, ἔκτεινον τῇ χειρὶ τὴν ράβδον σου καὶ πάταξον τὸ χῶμα τῆς γῆς, καὶ ἔσονται σκνῖφες ἔν τε τοῖς ἀνθρώποις καὶ ἐν τοῖς τετράποσι καὶ ἐν πάσῃ γῇ Αἰγύπτου."
8,13,"ἐξέτεινεν οὖν Ἀαρὼν τῇ χειρὶ τὴν ράβδον καὶ ἐπάταξε τὸ χῶμα τῆς γῆς, καὶ ἐγένοντο οἱ σκνῖφες ἐν τοῖς ἀνθρώποις καὶ ἐν τοῖς τετράποσι, καὶ ἐν παντὶ χώματι τῆς γῆς ἐγένοντο οἱ σκνῖφες."
8,14,ἐποίησαν δὲ ὡσαύτως καὶ οἱ ἐπαοιδοὶ ταῖς φαρμακείαις αὐτῶν ἐξαγαγεῖν τὸν σκνῖφα καὶ οὐκ ἠδύναντο. καὶ ἐγένοντο οἱ σκνῖφες ἔν τε τοῖς ἀνθρώποις καὶ ἐν τοῖς τετράποσιν.
8,15,"εἶπαν οὖν οἱ ἐπαοιδοὶ τῷ Φαραώ · δάκτυλος Θεοῦ ἐστι τοῦτο. καὶ ἐσκληρύνθη ἡ καρδία Φαραώ, καὶ οὐκ εἰσήκουσεν αὐτῶν, καθάπερ ἐλάλησε Κύριος."
8,16,"εἶπε δὲ Κύριος πρὸς Μωυσῆν · ὄρθρισον τὸ πρωΐ καὶ στῆθι ἐναντίον Φαραώ · καὶ ἰδοὺ αὐτὸς ἐξελεύσεται ἐπὶ τὸ ὕδωρ, καὶ ἐρεῖς πρὸς αὐτόν · τάδε λέγει Κύριος · ἐξαπόστειλον τὸν λαόν μου, ἵνα μοι λατρεύσωσιν ἐν τῇ ἐρήμῳ ·"
8,17,"ἐὰν δὲ μὴ βούλῃ ἐξαποστεῖλαι τὸν λαόν μου, ἰδοὺ ἐγὼ ἐξαποστέλλω ἐπὶ σὲ καὶ ἐπὶ τοὺς θεράποντάς σου καὶ ἐπὶ τὸν λαόν σου καὶ ἐπὶ τοὺς οἴκους ὑμῶν κυνόμυιαν, καὶ πλησθήσονται αἱ οἰκίαι τῶν Αἰγυπτίων τῆς κυνομυίης καὶ εἰς τὴν γῆν, ἐφ’ ἧς εἰσιν ἐπ’ αὐτῆς."
8,18,"καὶ παραδοξάσω ἐν τῇ ἡμέρᾳ ἐκείνῃ τὴν γῆν Γεσέμ, ἐφ’ ἧς ὁ λαός μου ἔπεστιν ἐπ’ αὐτῆς, ἐφ’ ἧς οὐκ ἔσται ἐκεῖ ἡ κυνόμυια, ἵνα εἰδῇς ὅτι ἐγώ εἰμι Κύριος ὁ Θεὸς πάσης τῆς γῆς."
8,19,καὶ δώσω διαστολὴν ἀνὰ μέσον τοῦ ἐμοῦ λαοῦ καὶ ἀνὰ μέσον τοῦ σοῦ λαοῦ · ἐν δὲ τῇ αὔριον ἔσται τὸ σημεῖον τοῦτο ἐπὶ τῆς γῆς.
8,20,"ἐποίησε δὲ Κύριος οὕτως, καὶ παρεγένετο ἡ κυνόμυια πλῆθος εἰς τοὺς οἴκους Φαραὼ καὶ εἰς τοὺς οἴκους τῶν θεραπόντων αὐτοῦ καὶ εἰς πᾶσαν τὴν γῆν Αἰγύπτου, καὶ ἐξωλοθρεύθη ἡ γῆ ἀπὸ τῆς κυνομυίης."
8,21,ἐκάλεσε δὲ Φαραὼ Μωυσῆν καὶ Ἀαρὼν λέγων · ἐλθόντες θύσατε Κυρίῳ τῷ Θεῷ ὑμῶν ἐν τῇ γῇ.
8,22,"καὶ εἶπε Μωυσῆς · οὐ δυνατὸν γενέσθαι οὕτως · E τὰ γὰρ βδελύγματα τῶν Αἰγυπτίων θύσομεν Κυρίῳ τῷ Θεῷ ἡμῶν · ἐὰν γὰρ θύσωμεν τὰ βδελύγματα τῶν Αἰγυπτίων ἐναντίον αὐτῶν, λιθοβοληθησόμεθα."
8,23,"ὁδὸν τριῶν ἡμερῶν πορευσόμεθα εἰς τὴν ἔρημον καὶ θύσομεν τῷ Θεῷ ἡμῶν, καθάπερ εἶπε Κύριος ἡμῖν."
8,24,"καὶ εἶπε Φαραώ · ἐγὼ ἀποστέλλω ὑμᾶς, καὶ θύσατε τῷ Θεῷ ὑμῶν ἐν τῇ ἐρήμῳ, ἀλλ’ οὐ μακρὰν ἀποτενεῖτε πορευθῆναι · εὔξασθε οὖν περὶ ἐμοῦ πρὸς Κύριον."
8,25,"εἶπε δὲ Μωυσῆς · ὅδε ἐγὼ ἐξελεύσομαι ἀπὸ σοῦ καὶ εὔξομαι πρὸς τὸν Θεόν, καὶ ἀπελεύσεται ἡ κυνόμυια καὶ ἀπὸ τῶν θεραπόντων σου καὶ ἀπὸ τοῦ λαοῦ σου αὔριον · μὴ προσθῇς ἔτι, Φαραώ, ἐξαπατῆσαι τοῦ μὴ ἐξαποστεῖλαι τὸν λαὸν θῦσαι Κυρίῳ."
8,26,ἐξῆλθε δὲ Μωυσῆς ἀπὸ Φαραὼ καὶ ηὔξατο πρὸς τὸν Θεόν ·
8,27,"ἐποίησε δὲ Κύριος καθάπερ εἶπε Μωυσῆς, καὶ περιεῖλε τὴν κυνόμυιαν ἀπὸ Φαραὼ καὶ τῶν θεραπόντων αὐτοῦ καὶ τοῦ λαοῦ αὐτοῦ, καὶ οὐ κατελείφθη οὐδεμία."
8,28,"καὶ ἐβάρυνε Φαραὼ τὴν καρδίαν αὐτοῦ καὶ ἐπὶ τοῦ καιροῦ τούτου, καὶ οὐκ ἠθέλησεν ἐξαποστεῖλαι τὸν λαόν."
9,1,"εἶπε δὲ Κύριος πρὸς Μωυσῆν · εἴσελθε πρὸς Φαραὼ καὶ ἐρεῖς αὐτῷ · τάδε λέγει Κύριος ὁ Θεὸς τῶν Ἑβραίων · ἐξαπόστειλον τὸν λαόν μου, ἵνα μοι λατρεύσωσιν ·"
9,2,"εἰ μὲν οὖν μή βούλει ἐξαποστεῖλαι τὸν λαόν μου, ἀλλὰ ἔτι ἐγκρατεῖς αὐτοῦ,"
9,3,"ἰδοὺ χεὶρ Κυρίου ἐπέσται ἐν τοῖς κτήνεσί σου τοῖς ἐν τοῖς πεδίοις, ἔν τε τοῖς ἵπποις καὶ ἐν τοῖς ὑποζυγίοις καὶ ταῖς καμήλοις καὶ βουσὶ καὶ προβάτοις, θάνατος μέγας σφόδρα. E"
9,4,καὶ παραδοξάσω ἐγὼ ἐν τῷ καιρῷ ἐκείνῳ ἀνὰ μέσον τῶν κτηνῶν τῶν Αἰγυπτίων καὶ ἀνὰ μέσον τῶν κτηνῶν τῶν υἱῶν Ἰσραήλ · οὐ τελευτήσει ἀπὸ πάντων τῶν τοῦ Ἰσραὴλ υἱῶν ρητόν.
9,5,καὶ ἔδωκεν ὁ Θεὸς ὅρον λέγων · ἐν τῇ αὔριον ποιήσει Κύριος τὸ ρῆμα τοῦτο ἐπὶ τῆς γῆς.
9,6,"καὶ ἐποίησε Κύριος τὸ ρῆμα τοῦτο τῇ ἐπαύριον, καὶ ἐτελεύτησε πάντα τὰ κτήνη τῶν Αἰγυπτίων, ἀπὸ δὲ τῶν κτηνῶν τῶν υἱῶν Ἰσραὴλ οὐκ ἐτελεύτησεν οὐδέν."
9,7,"ἰδὼν δὲ Φαραὼ ὅτι οὐκ ἐτελεύτησεν ἀπὸ πάντων τῶν κτηνῶν τῶν υἱῶν Ἰσραὴλ οὐδέν, ἐβαρύνθη ἡ καρδία Φαραώ, καὶ οὐκ ἐξαπέστειλε τὸν λαόν."
9,8,"εἶπε δὲ Κύριος πρὸς Μωυσῆν καὶ Ἀαρὼν λέγων · λάβετε ὑμεῖς πλήρεις τὰς χεῖρας αἰθάλης καμιναίας, καὶ πασάτω Μωυσῆς εἰς τὸν οὐρανὸν ἐναντίον Φαραὼ καὶ ἐναντίον τῶν θεραπόντων αὐτοῦ,"
9,9,"καὶ γενηθήτω κονιορτὸς ἐπὶ πᾶσαν τὴν γῆν Αἰγύπτου, καὶ ἔσται ἐπὶ τούς ἀνθρώπους καὶ ἐπὶ τὰ τετράποδα ἕλκη, φλυκτίδες ἀναζέουσαι, ἔν τε τοῖς ἀνθρώποις καὶ ἐν τοῖς τετράποσι καὶ ἐν πάσῃ γῇ Αἰγύπτου."
9,10,"καὶ ἔλαβε τὴν αἰθάλην τῆς καμιναίας ἐναντίον Φαραώ, καὶ ἔπασεν αὐτὴν Μωυσῆς εἰς τὸν οὐρανόν, καὶ ἐγένετο ἕλκη, φλυκτίδες ἀναζέουσαι, ἔν τε τοῖς ἀνθρώποις καὶ ἐν τοῖς τετράποσι."
9,11,καὶ οὐκ ἠδύναντο οἱ φαρμακοὶ στῆναι ἐναντίον Μωυσῆ διὰ τὰ ἕλκη · ἐγένετο γὰρ τὰ ἕλκη ἐν τοῖς φαρμακοῖς καὶ ἐν πάσῃ γῇ Αἰγύπτῳ.
9,12,"ἐσκλήρυνε δὲ Κύριος τὴν καρδίαν Φαραώ, καὶ οὐκ εἰσήκουσεν αὐτῶν, καθὰ συνέταξε Κύριος."
9,13,"εἶπε δὲ Κύριος πρὸς Μωυσῆν · ὄρθρισον τὸ πρωΐ καὶ στῆθι ἐναντίον Φαραὼ καὶ ἐρεῖς πρὸς αὐτόν · τάδε λέγει Κύριος ὁ Θεὸς τῶν Ἑβραίων · ἐξαπόστειλον τὸν λαόν μου, ἵνα λατρεύσωσί μοι ·"
9,14,"ἐν τῷ γὰρ νῦν καιρῷ ἐγὼ ἐξαποστέλλω πάντα τὰ συναντήματά μου εἰς τὴν καρδίαν σου καὶ τῶν θεραπόντων σου καὶ τοῦ λαοῦ σου, ἵνα εἰδῇς ὅτι οὐκ ἔστιν ὡς ἐγὼ ἄλλος ἐν πάσῃ τῇ γῇ ·"
9,15,"νῦν γὰρ ἀποστείλας τὴν χεῖρα πατάξω σε, καὶ τὸν λαόν σου θανατώσω, καὶ ἐκτριβήσῃ ἀπὸ τῆς γῆς ·"
9,16,"καὶ ἕνεκεν τούτου διετηρήθης, ἵνα ἐνδείξωμαι ἐν σοὶ τὴν ἰσχύν μου, καὶ ὅπως διαγγελῇ τὸ ὄνομά μου ἐν πάσῃ τῇ γῇ."
9,17,ἔτι οὖν σὺ ἐμποιῇ τοῦ λαοῦ μου τοῦ μὴ ἐξαποστεῖλαι αὐτούς;
9,18,"ἰδοὺ ἐγὼ ὕω ταύτην τὴν ὥραν αὔριον χάλαζαν πολλὴν σφόδρα, ἥτις τοιαύτη οὐ γέγονεν ἐν Αἰγύπτῳ, ἀφ’ ἧς ἡμέρας ἔκτισται ἕως τῆς ἡμέρας ταύτης."
9,19,"νῦν οὖν κατάσπευσον συναγαγεῖν τὰ κτήνη σου καὶ ὅσα σοί ἐστιν ἐν τῷ πεδίῳ · πάντες γὰρ οἱ ἄνθρωποι καὶ τὰ κτήνη, ὅσα ἐὰν εὑρεθῇ ἐν τοῖς πεδίοις καὶ μὴ εἰσέλθῃ εἰς οἰκίαν, πέσῃ δὲ ἐπ’ αὐτὰ ἡ χάλαζα, τελευτήσει."
9,20,ὁ φοβούμενος τὸ ρῆμα Κυρίου τῶν θεραπόντων Φαραὼ συνήγαγε τὰ κτήνη αὐτοῦ εἰς τοὺς οἴκους ·
9,21,"ὃς δὲ μὴ προσέσχε τῇ διανοίᾳ εἰς τὸ ρῆμα Κυρίου, ἀφῆκε τὰ κτήνη ἐν τοῖς πεδίοις."
9,22,"εἶπε δὲ Κύριος πρὸς Μωυσῆν · ἔκτεινον τὴν χεῖρά σου εἰς τὸν οὐρανόν, καὶ ἔσται χάλαζα ἐπὶ πᾶσαν γῆν Αἰγύπτου, ἐπί τε τοὺς ἀνθρώπους καὶ τὰ κτήνη καὶ ἐπὶ πᾶσαν βοτάνην τὴν ἐπὶ τῆς γῆς."
9,23,"ἐξέτεινε δὲ Μωυσῆς τὴν χεῖρα εἰς τὸν οὐρανόν, καὶ Κύριος ἔδωκε φωνὰς καὶ χάλαζαν, καὶ διέτρεχε τὸ πῦρ ἐπὶ τῆς γῆς, καὶ ἔβρεξε Κύριος χάλαζαν ἐπὶ πᾶσαν γῆν Αἰγύπτου."
9,24,"ἦν δὲ ἡ χάλαζα καὶ τὸ πῦρ φλογίζον ἐν τῇ χαλάζῃ · ἡ δὲ χάλαζα πολλὴ σφόδρα, ἥτις τοιαύτη οὐ γέγονεν ἐν Αἰγύπτῳ, ἀφ’ ἧς ἡμέρας γεγένηται ἐπ’ αὐτῆς ἔθνος. E"
9,25,"ἐπάταξε δὲ ἡ χάλαζα ἐν πάσῃ γῇ Αἰγύπτου ἀπὸ ἀνθρώπου ἕως κτήνους, καὶ πᾶσαν βοτάνην τὴν ἐν τῷ πεδίῳ ἐπάταξεν ἡ χάλαζα, καὶ πάντα τὰ ξύλα τὰ ἐν τοῖς πεδίοις συνέτριψεν ἡ χάλαζα ·"
9,26,"πλὴν ἐν γῇ Γεσέμ, οὗ ἦσαν οἱ υἱοὶ Ἰσραήλ, οὐκ ἐγένετο ἡ χάλαζα."
9,27,"ἀποστείλας δὲ Φαραώ ἐκάλεσε Μωυσῆν καὶ Ἀαρὼν καὶ εἶπεν αὐτοῖς · ἡμάρτηκα τὸ νῦν · ὁ Κύριος δίκαιος, ἐγὼ δὲ καὶ ὁ λαός μου ἀσεβεῖς. E"
9,28,"εὔξασθε οὖν περὶ ἐμοῦ πρὸς Κύριον, καὶ παυσάσθω τοῦ γενηθῆναι φωνὰς Θεοῦ καὶ χάλαζαν καὶ πῦρ · καὶ ἐξαποστελῶ ὑμᾶς, καὶ οὐκέτι προστεθήσεσθε μένειν."
9,29,"εἶπε δὲ αὐτῷ Μωυσῆς · ὡς ἂν ἐξέλθω τὴν πόλιν, ἐκπετάσω τὰς χεῖράς μου πρὸς τὸν Κύριον, καὶ αἱ φωναὶ παύσονται, καὶ ἡ χάλαζα καὶ ὁ ὑετὸς οὐκ ἔσται ἔτι, ἵνα γνῷς ὅτι τοῦ Κυρίου ἡ γῆ."
9,30,"καὶ σὺ καὶ οἱ θεράποντές σου, ἐπίσταμαι ὅτι οὐδέπω πεφόβησθε τὸν Κύριον."
9,31,"τὸ δὲ λίνον καὶ ἡ κριθὴ ἐπλήγη · ἡ γὰρ κριθὴ παρεστηκυῖα, τὸ δὲ λίνον σπερματίζον. E"
9,32,"ὁ δὲ πυρὸς καὶ ἡ ὀλύρα οὐκ ἐπλήγησαν, ὄψιμα γὰρ ἦν."
9,33,"ἐξῆλθε δὲ Μωυσῆς ἀπὸ Φαραὼ ἐκτὸς τῆς πόλεως καὶ ἐξέτεινε τὰς χεῖρας πρὸς Κύριον, καὶ αἱ φωναὶ ἐπαύσαντο καὶ ἡ χάλαζα, καὶ ὁ ὑετὸς οὐκ ἔσταξεν ἔτι ἐπὶ τὴν γῆν."
9,34,"ἰδὼν δὲ Φαραὼ ὅτι πέπαυται ὁ ὑετὸς καὶ ἡ χάλαζα καὶ αἱ φωναί, προσέθετο τοῦ ἁμαρτάνειν καὶ ἐβάρυνεν αὐτοῦ τὴν καρδίαν καὶ τῶν θεραπόντων αὐτοῦ."
9,35,"καὶ ἐσκληρύνθη ἡ καρδία Φαραώ, καὶ οὐκ ἐξαπέστειλε τοὺς υἱοὺς Ἰσραήλ, καθάπερ ἐλάλησε Κύριος τῷ Μωυσῇ."
10,1,"εἶπε δὲ Κύριος πρὸς Μωυσῆν λέγων · εἴσελθε πρὸς Φαραώ · ἐγὼ γὰρ ἐσκλήρυνα αὐτοῦ τὴν καρδίαν καὶ τῶν θεραπόντων αὐτοῦ, ἵνα ἑξῆς ἐπέλθῃ τὰ σημεῖα ταῦτα ἐπ’ αὐτούς ·"
10,2,"ὅπως διηγήσησθε εἰς τὰ ὦτα τῶν τέκνων ὑμῶν καὶ τοῖς τέκνοις τῶν τέκνων ὑμῶν, ὅσα ἐμπέπαιχα τοῖς Αἰγυπτίοις, καὶ τὰ σημεῖά μου, ἃ ἐποίησα ἐν αὐτοῖς, καὶ γνώσεσθε ὅτι ἐγὼ Κύριος. E"
10,3,"εἰσῆλθε δὲ Μωυσῆς καὶ Ἀαρὼν ἐναντίον Φαραὼ καὶ εἶπαν αὐτῷ · τάδε λέγει Κύριος ὁ Θεὸς τῶν Ἑβραίων · ἕως τίνος οὐ βούλῃ ἐντραπῆναί με; ἐξαπόστειλον τὸν λαόν μου, ἵνα λατρεύσωσί μοι."
10,4,"ἐὰν δὲ μὴ θέλῃς σὺ ἐξαποστεῖλαι τὸν λαόν μου, ἰδοὺ ἐγὼ ἐπάγω ταύτην τὴν ὥραν αὔριον ἀκρίδα πολλὴν ἐπὶ πάντα τὰ ὅριά σου,"
10,5,"καὶ καλύψει τὴν ὄψιν τῆς γῆς, καὶ οὐ δυνήσῃ κατιδεῖν τὴν γῆν, καὶ κατέδεται πᾶν τὸ περισσὸν τῆς γῆς τὸ καταλειφθέν, ὃ κατέλιπεν ὑμῖν ἡ χάλαζα, καὶ κατέδεται πᾶν ξύλον τὸ φυόμενον ὑμῖν ἐπὶ τῆς γῆς ·"
10,6,"καὶ πλησθήσονταί σου αἱ οἰκίαι καὶ αἱ οἰκίαι τῶν θεραπόντων σου καὶ πᾶσαι αἱ οἰκίαι ἐν πάσῃ γῇ τῶν Αἰγυπτίων, ἃ οὐδέποτε ἑωράκασιν οἱ πατέρες σου, οὐ -δ’ οἱ πρόπαπποι αὐτῶν, ἀφ’ ἧς ἡμέρας γεγόνασιν ἐπὶ τῆς γῆς ἕως τῆς ἡμέρας ταύτης. καὶ ἐκκλίνας Μωυσῆς ἐξῆλθεν ἀπὸ Φαραώ."
10,7,"καὶ λέγουσιν οἱ θεράποντες Φαραὼ πρὸς αὐτόν · ἕως τίνος ἔσται τοῦτο ἡμῖν σκῶλον; ἐξαπόστειλον τοὺς ἀνθρώπους, ὅπως λατρεύσωσι τῷ Θεῷ αὐτῶν · ἢ εἰδέναι βούλῃ ὅτι ἀπόλωλεν Αἴγυπτος;"
10,8,"καὶ ἀπέστρεψαν τόν τε Μωυσῆν καὶ Ἀαρὼν πρὸς Φαραώ, καὶ εἶπεν αὐτοῖς · πορεύεσθε καὶ λατρεύσατε Κυρίῳ τῷ Θεῷ ὑμῶν · τίνες δὲ καὶ τίνες εἰσὶν οἱ πορευόμενοι;"
10,9,"καὶ λέγει Μωυσῆς · σὺν τοῖς νεανίσκοις καὶ πρεσβυτέροις πορευσόμεθα, σὺν τοῖς υἱοῖς καὶ θυγατράσι καὶ προβάτοις καὶ βουσὶν ἡμῶν · ἔστι γὰρ ἑορτὴ Κυρίου τοῦ Θεοῦ ἡμῶν."
10,10,"καὶ εἶπε πρὸς αὐτούς · ἔστω οὕτω, Κύριος μεθ’ ὑμῶν · καθότι ἀποστέλλω ὑμᾶς, μὴ καὶ τὴν ἀποσκευὴν ὑμῶν; E ἴδετε ὅτι πονηρία πρόσκειται ὑμῖν."
10,11,"μὴ οὕτως · E πορευέσθωσαν δὲ οἱ ἄνδρες, καὶ λατρευσάτωσαν τῷ Θεῷ · τοῦτο γὰρ αὐτοὶ ἐκζητεῖτε. ἐξέβαλον δὲ αὐτοὺς ἀπὸ προσώπου Φαραώ."
10,12,"εἶπε δὲ Κύριος πρὸς Μωυσῆν · ἔκτεινον τὴν χεῖρα ἐπὶ γῆν Αἰγύπτου, καὶ ἀναβήτω ἀκρὶς ἐπὶ τὴν γῆν καὶ κατέδεται πᾶσαν βοτάνην τῆς γῆς καὶ πάντα τὸν καρπὸν τῶν ξύλων, ὃν ὑπελίπετο ἡ χάλαζα."
10,13,"καὶ ἐπῇρε Μωυσῆς τὴν ράβδον εἰς τὸν οὐρανόν, καὶ Κύριος ἐπήγαγεν ἄνεμον νότον ἐπὶ τὴν γῆν, ὅλην τὴν ἡμέραν ἐκείνην καὶ ὅλην τὴν νύκτα · τὸ πρωΐ ἐγενήθη, καὶ ὁ ἄνεμος ὁ νότος ἀνέλαβε τὴν ἀκρίδα"
10,14,"καὶ ἀνήγαγεν αὐτὴν ἐπὶ πᾶσαν τὴν γῆν Αἰγύπτου, καὶ κατέπαυσεν ἐπὶ πάντα τὰ ὅρια Αἰγύπτου πολλὴ σφόδρα · προτέρα αὐτῆς οὐ γέγονε τοιαύτη ἀκρὶς καὶ μετὰ ταῦτα οὐκ ἔσται οὕτως."
10,15,"καὶ ἐκάλυψε τὴν ὄψιν τῆς γῆς, καὶ ἐφθάρη ἡ γῆ · καὶ κατέφαγε πᾶσαν βοτάνην τῆς γῆς καὶ πάντα τὸν καρπὸν τῶν ξύλων, ὃς ὑπελείφθη ἀπὸ τῆς χαλάζης · οὐχ ὑπελείφθη χλωρὸν οὐδὲν ἐν τοῖς ξύλοις καὶ ἐν πάσῃ βοτάνῃ τοῦ πεδίου, ἐν πάσῃ γῇ Αἰγύπτου."
10,16,κατέσπευδε δὲ Φαραὼ καλέσαι Μωυσῆν καὶ Ἀαρὼν λέγων · ἡμάρτηκα ἐναντίον Κυρίου τοῦ Θεοῦ ὑμῶν καὶ εἰς ὑμᾶς ·
10,17,"προσδέξασθε οὖν μου τὴν ἁμαρτίαν ἔτι νῦν καὶ προσεύξασθε πρὸς Κύριον τὸν Θεὸν ὑμῶν, καὶ περιελέτω ἀπ’ ἐμοῦ τὸν θάνατον τοῦτον."
10,18,ἐξῆλθε δὲ Μωυσῆς ἀπὸ Φαραὼ καὶ ηὔξατο πρὸς τὸν Θεόν.
10,19,"καὶ μετέβαλε Κύριος ἄνεμον ἀπὸ θαλάσσης σφοδρόν, καὶ ἀνέλαβε τὸν ἀκρίδα καὶ ἔβαλεν αὐτὴν εἰς τὴν ἐρυθρὰν θάλασσαν, καὶ οὐχ ὑπελείφθη ἀκρὶς μία ἐν πάσῃ γῇ Αἰγύπτου."
