verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,gcons_clause,subject,complement,cmpl_lex,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,dir_he_dss,sign_info,stem,tense,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,preposition_7
2092957,<LH[,Mur88,Amos,9,7,H<LJTJ,H LW> K BNJ KCJJM >TM LJ BNJ JFR>L N>M JHWH H LW> >T JFR>L H<LJTJ M >RY MYRJM W PLCTJJM M KPTWR W >RM M QJR,H LW> >T JFR>L H<LJTJ M >RY MYRJM,,M >RY MYRJM,,0.0,,,,,,,0,0 000 0 000 00000 000 00 000 00000 000 0000 0 000 00 00000 000000 0 000 00000 0 0000000 0 00000 0 000 0 000,hif,perf,M,,,,,,
2093017,NPL[,Mur88,Amos,9,9,JPWL,KJ HNH >NKJ MYWH W HN<WTJ B KL H GWJM >T BJT JFR>L K >CR JNW< B KBRH W L> JPWL YRWR >RY,None,None,,,,,,,,,,0,00 000 0000 0000 0 000000 0 00 0 0000 00 000 00000 0 000 0000 0 0000 0 00 0000 0000 000,qal,impf,,,,,,,
2093030,NGC[,Mur88,Amos,9,10,TGJC,B XRB JMWTW KL XV>J <MJ H >MRJM L> TGJC W TQDJM B<DJNW H R<H,None,None,,,,,,,,,,0,0 000 00000 00 0000 000 0 00000 00 0000 0 00000 000000 0 000,hif,impf,,,,,,,
2093046,NPL[,Mur88,Amos,9,11,NPLT,B JWM H HW> >QJM >T SKT DWJD H NPLT W GDRTJ >T PRYJHN W HRSTJW >QJM W BNJTJH K JMJ <WLM,None,None,,,,,,,,,,0,0 000 0 000 0000 00 000 0000 0 0000 0 00000 00 000000 0 000000 0000 0 000000 0 000 0000,qal,ptca,,,,,,,
2093080,BW>[,Mur88,Amos,9,13,B>JM,HNH JMJM B>JM N>M JHWH W NGC XWRC B QYR W DRK <NBJM B MCK H ZR< W HVJPW H HRJM <SJS W KL H GB<WT TTMWGGNH,None,None,,,,,,,,,,0,000 0000 0000 000 0000 0 000 0000 0 000 0 000 00000 0 000 0 000 0 00000 0 0000 0000 0 00 0 00000 00000000,qal,ptca,,,,,,,
2093084,NGC[,Mur88,Amos,9,13,NGC,HNH JMJM B>JM N>M JHWH W NGC XWRC B QYR W DRK <NBJM B MCK H ZR< W HVJPW H HRJM <SJS W KL H GB<WT TTMWGGNH,None,None,,,,,,,,,,0,000 0000 0000 000 0000 0 000 0000 0 000 0 000 00000 0 000 0 000 0 00000 0 0000 0000 0 00 0 00000 00000000,nif,perf,,,,,,,
2093096,NVP[,Mur88,Amos,9,13,HVJPW,HNH JMJM B>JM N>M JHWH W NGC XWRC B QYR W DRK <NBJM B MCK H ZR< W HVJPW H HRJM <SJS W KL H GB<WT TTMWGGNH,None,None,,,,,,,,,,0,000 0000 0000 000 0000 0 000 0000 0 000 0 000 00000 0 000 0 000 0 00000 0 0000 0000 0 00 0 00000 00000000,hif,perf,,,,,,,
370087,BW>[,MT,Daniel,1,1,B>,B CNT CLWC L MLKWT JHWJQJM MLK JHWDH B> NBWKDN>YR MLK BBL JRWCLM W JYR <LJH,B CNT CLWC L MLKWT JHWJQJM MLK JHWDH B> NBWKDN>YR MLK BBL JRWCLM,NBWKDN>YR MLK BBL,JRWCLM,JRWCLM/,0.0,vc,topo,inanim,det,nmpr,simple,,,qal,perf,,,,,,,
370112,BW>[,MT,Daniel,1,2,JBJ>M,W JTN >DNJ B JDW >T JHWJQJM MLK JHWDH W M QYT KLJ BJT H >LHJM W JBJ>M >RY CN<R BJT >LHJW W >T H KLJM HBJ> BJT >WYR >LHJW,W JBJ>M >RY CN<R BJT >LHJW,,>RY CN<R BJT >LHJW,>RY/ CN<R/ BJT/ >LHJM/,0.0,vc,topo,inanim,det,subs,complex,,,hif,wayq,,,,,,,
370121,BW>[,MT,Daniel,1,2,HBJ>,W JTN >DNJ B JDW >T JHWJQJM MLK JHWDH W M QYT KLJ BJT H >LHJM W JBJ>M >RY CN<R BJT >LHJW W >T H KLJM HBJ> BJT >WYR >LHJW,W >T H KLJM HBJ> BJT >WYR >LHJW,,BJT >WYR >LHJW,BJT/ >WYR/ >LHJM/,0.0,vc,,,det,subs,complex,,,hif,perf,,,,,,,
370134,BW>[,MT,Daniel,1,3,HBJ>,W J>MR H MLK L >CPNZ RB SRJSJW L HBJ> M BNJ JFR>L W M ZR< H MLWKH W MN H PRTMJM,L HBJ> M BNJ JFR>L W M ZR< H MLWKH W MN H PRTMJM,,M BNJ JFR>L W M ZR< H MLWKH W MN H PRTMJM,MN BN/ JFR>L/ W MN ZR</ H MLWKH/ W MN H PRTMJM/,0.0,prep + prep + prep,"pers,gens,topo",,det,subs,complex,,,hif,infc,MN,MN,MN,,,,
370470,BW>[,MT,Daniel,1,18,HBJ>M,W L M QYT H JMJM >CR >MR H MLK L HBJ>M W JBJ>M FR H SRJSJM L PNJ NBKDNYR,L HBJ>M,,no complement,no complement,,,,,,,,,,hif,infc,,,,,,,
370472,BW>[,MT,Daniel,1,18,JBJ>M,W L M QYT H JMJM >CR >MR H MLK L HBJ>M W JBJ>M FR H SRJSJM L PNJ NBKDNYR,W JBJ>M FR H SRJSJM L PNJ NBKDNYR,FR H SRJSJM,L PNJ NBKDNYR,L PNH/ NBWKDN>YR/,0.0,prep,pers,anim,det,subs,complex,,,hif,wayq,L,,,,,,
370580,BW>[,MT,Daniel,2,2,JB>W,W J>MR H MLK L QR> L XRVMJM W L >CPJM W L MKCPJM W L KFDJM L HGJD L MLK XLMTJW W JB>W W J<MDW L PNJ H MLK,W JB>W,,no complement,no complement,,,,,,,,,,qal,wayq,,,,,,,
370916,GLH[,MT,Daniel,2,19,GLJ,>DJN L DNJ>L B XZW> DJ LJLJ> RZH GLJ >DJN DNJ>L BRK L >LH CMJ>,>DJN L DNJ>L B XZW> DJ LJLJ> RZH GLJ,RZH,L DNJ>L,L DNJ>L/,0.0,prep,pers,anim,det,nmpr,simple,,,peil,perf,L,,,,,,
370927,HWH[,MT,Daniel,2,20,LHW>,<NH DNJ>L W >MR LHW> CMH DJ >LH> MBRK MN <LM> W <D <LM> DJ XKMT> W GBWRT> DJ LH HJ>,LHW> CMH DJ >LH> MBRK MN <LM> W <D <LM>,CMH DJ >LH>,no complement,no complement,,,,,,,,,,peal,impf,,,,,,,
370965,GLH[,MT,Daniel,2,22,GL>,HW> GL> <MJQT> W MSTRT> JD< MH B XCWK> W NHJR> <MH CR>,HW> GL> <MJQT> W MSTRT>,HW>,no complement,no complement,,,,,,,,,,peal,ptca,,,,,,,
371104,GLH[,MT,Daniel,2,28,GL>,BRM >JTJ >LH B CMJ> GL> RZJN W HWD< L MLK> NBWKDNYR MH DJ LHW> B >XRJT JWMJ> XLMK W XZWJ R>CK <L MCKBK DNH HW>,GL> RZJN,,no complement,no complement,,,,,,,,,,peal,ptca,,,,,,,
371113,HWH[,MT,Daniel,2,28,LHW>,BRM >JTJ >LH B CMJ> GL> RZJN W HWD< L MLK> NBWKDNYR MH DJ LHW> B >XRJT JWMJ> XLMK W XZWJ R>CK <L MCKBK DNH HW>,DJ LHW> B >XRJT JWMJ>,,no complement,no complement,,,,,,,,,,peal,impf,,,,,,,
371130,SLQ[,MT,Daniel,2,29,SLQW,>NTH MLK> R<JWNK <L MCKBK SLQW MH DJ LHW> >XRJ DNH W GL> RZJ> HWD<K MH DJ LHW>,R<JWNK <L MCKBK SLQW,R<JWNK <L MCKBK,no complement,no complement,,,,,,,,,,peal,perf,,,,,,,
371133,HWH[,MT,Daniel,2,29,LHW>,>NTH MLK> R<JWNK <L MCKBK SLQW MH DJ LHW> >XRJ DNH W GL> RZJ> HWD<K MH DJ LHW>,DJ LHW> >XRJ DNH,,no complement,no complement,,,,,,,,,,peal,impf,,,,,,,
371137,GLH[,MT,Daniel,2,29,GL>,>NTH MLK> R<JWNK <L MCKBK SLQW MH DJ LHW> >XRJ DNH W GL> RZJ> HWD<K MH DJ LHW>,GL> RZJ>,,no complement,no complement,,,,,,,,,,peal,ptca,,,,,,,
371142,HWH[,MT,Daniel,2,29,LHW>,>NTH MLK> R<JWNK <L MCKBK SLQW MH DJ LHW> >XRJ DNH W GL> RZJ> HWD<K MH DJ LHW>,DJ LHW>,,no complement,no complement,,,,,,,,,,peal,impf,,,,,,,
371156,GLH[,MT,Daniel,2,30,GLJ,W >NH L> B XKMH DJ >JTJ BJ MN KL XJJ> RZ> DNH GLJ LJ LHN <L DBRT DJ PCR> L MLK> JHWD<WN W R<JWNJ LBBK TND<,L> B XKMH RZ> DNH GLJ LJ,RZ> DNH,LJ,L,0.0,prep,,,det,,simple,,,peil,perf,L,,,,,,
371173,HWH[,MT,Daniel,2,31,HWJT,>NTH MLK> XZH HWJT W >LW YLM XD FGJ> YLM> DKN RB W ZJWH JTJR Q>M L QBLK W RWH DXJL,>NTH XZH HWJT,>NTH,no complement,no complement,,,,,,,,,,peal,perf,,,,,,,
371219,HWH[,MT,Daniel,2,34,HWJT,XZH HWJT <D DJ HTGZRT >BN DJ L> B JDJN W MXT L YLM> <L RGLWHJ DJ PRZL> W XSP> W HDQT HMWN,XZH HWJT,,no complement,no complement,,,,,,,,,,peal,perf,,,,,,,
371253,HWH[,MT,Daniel,2,35,HWW,B >DJN DQW K XDH PRZL> XSP> NXC> KSP> W DHB> W HWW K <WR MN >DRJ QJV W NF> HMWN RWX> W KL >TR L> HCTKX LHWN W >BN> DJ MXT L YLM> HWT L VWR RB W MLT KL >R<>,W HWW K <WR MN >DRJ QJV,,no complement,no complement,,,,,,,,,,peal,perf,,,,,,,
371275,HWH[,MT,Daniel,2,35,HWT,B >DJN DQW K XDH PRZL> XSP> NXC> KSP> W DHB> W HWW K <WR MN >DRJ QJV W NF> HMWN RWX> W KL >TR L> HCTKX LHWN W >BN> DJ MXT L YLM> HWT L VWR RB W MLT KL >R<>,W >BN> HWT L VWR RB,>BN>,no complement,no complement,,,,,,,,,,peal,perf,,,,,,,
371350,HWH[,MT,Daniel,2,40,THW>,W MLKW RBJ<JH THW> TQJPH K PRZL> K L QBL DJ PRZL> MHDQ W XCL KL> W K PRZL> DJ MR<< KL >LJN TDQ W TR<,W MLKW RBJ<JH THW> TQJPH K PRZL>,MLKW RBJ<JH,no complement,no complement,,,,,,,,,,peal,impf,,,,,,,
371388,HWH[,MT,Daniel,2,41,THWH,W DJ XZJTH RGLJ> W >YB<T> MNHWN XSP DJ PXR W MNHWN PRZL MLKW PLJGH THWH W MN NYBT> DJ PRZL> LHW> BH K L QBL DJ XZJTH PRZL> M<RB B XSP VJN>,MLKW PLJGH THWH,MLKW,no complement,no complement,,,,,,,,,,peal,impf,,,,,,,
371394,HWH[,MT,Daniel,2,41,LHW>,W DJ XZJTH RGLJ> W >YB<T> MNHWN XSP DJ PXR W MNHWN PRZL MLKW PLJGH THWH W MN NYBT> DJ PRZL> LHW> BH K L QBL DJ XZJTH PRZL> M<RB B XSP VJN>,W MN NYBT> DJ PRZL> LHW> BH,MN NYBT> DJ PRZL>,no complement,no complement,,,,,,,,,,peal,impf,,,,,,,
371417,HWH[,MT,Daniel,2,42,THWH,W >YB<T RGLJ> MNHWN PRZL W MNHWN XSP MN QYT MLKWT> THWH TQJPH W MNH THWH TBJRH,MN QYT MLKWT> THWH TQJPH,MN QYT MLKWT>,no complement,no complement,,,,,,,,,,peal,impf,,,,,,,
371421,HWH[,MT,Daniel,2,42,THWH,W >YB<T RGLJ> MNHWN PRZL W MNHWN XSP MN QYT MLKWT> THWH TQJPH W MNH THWH TBJRH,W MNH THWH TBJRH,MNH,no complement,no complement,,,,,,,,,,peal,impf,,,,,,,
371432,HWH[,MT,Daniel,2,43,LHWN,DJ XZJT PRZL> M<RB B XSP VJN> MT<RBJN LHWN B ZR< >NC> W L> LHWN DBQJN DNH <M DNH H> K DJ PRZL> L> MT<RB <M XSP>,MT<RBJN LHWN B ZR< >NC>,,B ZR< >NC>,B ZR</ >NC/,0.0,prep,,,det,subs,complex,,,peal,impf,B,,,,,,
371438,HWH[,MT,Daniel,2,43,LHWN,DJ XZJT PRZL> M<RB B XSP VJN> MT<RBJN LHWN B ZR< >NC> W L> LHWN DBQJN DNH <M DNH H> K DJ PRZL> L> MT<RB <M XSP>,W L> LHWN DBQJN,,no complement,no complement,,,,,,,,,,peal,impf,,,,,,,
371513,HWH[,MT,Daniel,2,45,LHW>,K L QBL DJ XZJT DJ M VWR> >TGZRT >BN DJ L> B JDJN W HDQT PRZL> NXC> XSP> KSP> W DHB> >LH RB HWD< L MLK> MH DJ LHW> >XRJ DNH W JYJB XLM> W MHJMN PCRH,DJ LHW> >XRJ DNH,,no complement,no complement,,,,,,,,,,peal,impf,,,,,,,
371526,NPL[,MT,Daniel,2,46,NPL,B >DJN MLK> NBWKDNYR NPL <L >NPWHJ W L DNJ>L SGD W MNXH W NJXXJN >MR L NSKH LH,B >DJN MLK> NBWKDNYR NPL <L >NPWHJ,MLK> NBWKDNYR,<L >NPWHJ,<L >NP/,0.0,prep,,,det,subs,simple,,,peal,perf,<L,,,,,,
371558,GLH[,MT,Daniel,2,47,GLH,<NH MLK> L DNJ>L W >MR MN QCV DJ >LHKWN HW> >LH >LHJN W MR> MLKJN W GLH RZJN DJ JKLT L MGL> RZH DNH,W GLH RZJN,,no complement,no complement,,,,,,,,,,peal,ptca,,,,,,,
371563,GLH[,MT,Daniel,2,47,MGL>,<NH MLK> L DNJ>L W >MR MN QCV DJ >LHKWN HW> >LH >LHJN W MR> MLKJN W GLH RZJN DJ JKLT L MGL> RZH DNH,L MGL> RZH DNH,,no complement,no complement,,,,,,,,,,peal,infc,,,,,,,
371651,>TH[,MT,Daniel,3,2,MT>,W NBWKDNYR MLK> CLX L MKNC L >XCDRPNJ> SGNJ> W PXWT> >DRGZRJ> GDBRJ> DTBRJ> TPTJ> W KL CLVNJ MDJNT> L MT> L XNKT YLM> DJ HQJM NBWKDNYR MLK>,L MT> L XNKT YLM>,,L XNKT YLM>,L XNKH/ YLM/,0.0,prep,,,det,subs,complex,,,peal,infc,L,,,,,,
371715,NPL[,MT,Daniel,3,5,TPLWN,B <DN> DJ TCM<WN QL QRN> MCRWQJT> QJTRWS SBK> PSNTRJN SWMPNJH W KL ZNJ ZMR> TPLWN W TSGDWN L YLM DHB> DJ HQJM NBWKDNYR MLK>,B <DN> TPLWN,,no complement,no complement,,,,,,,,,,peal,impf,,,,,,,
371729,NPL[,MT,Daniel,3,6,JPL,W MN DJ L> JPL W JSGD BH C<T> JTRM> L GW> >TWN NWR> JQDT>,DJ L> JPL,,no complement,no complement,,,,,,,,,,peal,impf,,,,,,,
371761,NPL[,MT,Daniel,3,7,NPLJN,K L QBL DNH BH ZMN> K DJ CM<JN KL <MMJ> QL QRN> MCRWQJT> QJTRS FBK> PSNVRJN W KL ZNJ ZMR> NPLJN KL <MMJ> >MJ> W LCNJ> SGDJN L YLM DHB> DJ HQJM NBWKDNYR MLK>,K L QBL DNH BH ZMN> NPLJN KL <MMJ> >MJ> W LCNJ>,KL <MMJ> >MJ> W LCNJ>,no complement,no complement,,,,,,,,,,peal,ptca,,,,,,,
371781,QRB[,MT,Daniel,3,8,QRBW,K L QBL DNH BH ZMN> QRBW GBRJN KFD>JN W >KLW QRYJHWN DJ JHWDJ>,K L QBL DNH BH ZMN> QRBW GBRJN KFD>JN,GBRJN KFD>JN,no complement,no complement,,,,,,,,,,peal,perf,,,,,,,
371820,NPL[,MT,Daniel,3,10,JPL,>NTH MLK> FMT V<M DJ KL >NC DJ JCM< QL QRN> MCRQJT> QJTRS FBK> PSNTRJN W SJPNJH W KL ZNJ ZMR> JPL W JSGD L YLM DHB>,DJ KL >NC JPL,KL >NC,no complement,no complement,,,,,,,,,,peal,impf,,,,,,,
371830,NPL[,MT,Daniel,3,11,JPL,W MN DJ L> JPL W JSGD JTRM> L GW> >TWN NWR> JQDT>,DJ L> JPL,,no complement,no complement,,,,,,,,,,peal,impf,,,,,,,
371881,>TH[,MT,Daniel,3,13,HJTJH,B >DJN NBWKDNYR B RGZ W XMH >MR L HJTJH L CDRK MJCK W <BD_NGW B >DJN GBRJ> >LK HJTJW QDM MLK>,L HJTJH L CDRK MJCK W <BD_NGW,,L CDRK MJCK W <BD_NGW,L CDRK/ MJCK/ W <BD_NGW/,0.0,prep,pers pers pers,anim anim anim,det,nmpr,complex,,,haf,infc,L,,,,,,
371891,>TH[,MT,Daniel,3,13,HJTJW,B >DJN NBWKDNYR B RGZ W XMH >MR L HJTJH L CDRK MJCK W <BD_NGW B >DJN GBRJ> >LK HJTJW QDM MLK>,B >DJN GBRJ> >LK HJTJW QDM MLK>,GBRJ> >LK,QDM MLK>,QDM/ MLK/,0.0,vc,,,det,subs,complex,,,hof,perf,,,,,,,
371939,NPL[,MT,Daniel,3,15,TPLWN,K<N HN >JTJKWN <TJDJN DJ B <DN> DJ TCM<WN QL QRN> MCRWQJT> QJTRS FBK> PSNTRJN W SWMPNJH W KL ZNJ ZMR> TPLWN W TSGDWN L YLM> DJ <BDT W HN L> TSGDWN BH C<TH TTRMWN L GW> >TWN NWR> JQDT> W MN HW> >LH DJ JCJZBNKWN MN JDJ,DJ B <DN> TPLWN,,no complement,no complement,,,,,,,,,,peal,impf,,,,,,,
372006,HWH[,MT,Daniel,3,18,LHW>,W HN L> JDJ< LHW> LK MLK> DJ L >LHJK L> >JTJN> PLXJN W L YLM DHB> DJ HQJMT L> NSGD,JDJ< LHW> LK,,LK,L,0.0,prep,,,det,,simple,,,peal,impf,L,,,,,,
372108,SLQ[,MT,Daniel,3,22,HSQW,K L QBL DNH MN DJ MLT MLK> MXYPH W >TWN> >ZH JTJR> GBRJ> >LK DJ HSQW L CDRK MJCK W <BD_NGW QVL HMWN CBJB> DJ NWR>,DJ HSQW L CDRK MJCK W <BD_NGW,,L CDRK MJCK W <BD_NGW,L CDRK/ MJCK/ W <BD_NGW/,0.0,prep,pers pers pers,anim anim anim,det,nmpr,complex,,,haf,perf,L,,,,,,
372127,NPL[,MT,Daniel,3,23,NPLW,W GBRJ> >LK TLTHWN CDRK MJCK W <BD_NGW NPLW L GW> >TWN NWR> JQDT> MKPTJN,W GBRJ> >LK TLTHWN CDRK MJCK W <BD_NGW NPLW L GW> >TWN NWR> JQDT>,GBRJ> >LK TLTHWN CDRK MJCK W <BD_NGW,L GW> >TWN NWR> JQDT>,L GW>/ >TWN/ NWR/ JQD[,0.0,prep,,,det,subs,complex,,,peal,perf,L,,,,,,
372172,HLK[,MT,Daniel,3,25,MHLKJN,<NH W >MR H> >NH XZH GBRJN >RB<H CRJN MHLKJN B GW> NWR> W XBL L> >JTJ BHWN W RWH DJ RBJ<J> DMH L BR >LHJN,MHLKJN B GW> NWR>,,B GW> NWR>,B GW>/ NWR/,0.0,prep,,,det,subs,complex,,,haf,ptca,B,,,,,,
372191,QRB[,MT,Daniel,3,26,QRB,B >DJN QRB NBWKDNYR L TR< >TWN NWR> JQDT> <NH W >MR CDRK MJCK W <BD_NGW <BDWHJ DJ >LH> <LJ> PQW W >TW B >DJN NPQJN CDRK MJCK W <BD_NGW MN GW> NWR>,B >DJN QRB NBWKDNYR L TR< >TWN NWR> JQDT>,NBWKDNYR,L TR< >TWN NWR> JQDT>,L TR</ >TWN/ NWR/ JQD[,0.0,prep,,,det,subs,complex,,,peal,perf,L,,,,,,
372211,>TH[,MT,Daniel,3,26,>TW,B >DJN QRB NBWKDNYR L TR< >TWN NWR> JQDT> <NH W >MR CDRK MJCK W <BD_NGW <BDWHJ DJ >LH> <LJ> PQW W >TW B >DJN NPQJN CDRK MJCK W <BD_NGW MN GW> NWR>,W >TW,,no complement,no complement,,,,,,,,,,peal,impv,,,,,,,
372396,HWH[,MT,Daniel,4,1,HWJT,>NH NBWKDNYR CLH HWJT B BJTJ W R<NN B HJKLJ,>NH NBWKDNYR CLH HWJT B BJTJ,>NH NBWKDNYR,no complement,no complement,,,,,,,,,,peal,perf,,,,,,,
372500,HWH[,MT,Daniel,4,7,HWJT,W XZWJ R>CJ <L MCKBJ XZH HWJT W >LW >JLN B GW> >R<> W RWMH FGJ>,W XZWJ R>CJ <L MCKBJ XZH HWJT,,no complement,no complement,,,,,,,,,,peal,perf,,,,,,,
372551,HWH[,MT,Daniel,4,10,HWJT,XZH HWJT B XZWJ R>CJ <L MCKBJ W >LW <JR W QDJC MN CMJ> NXT,XZH HWJT B XZWJ R>CJ <L MCKBJ,,B XZWJ R>CJ <L MCKBJ,B XZW/ R>C/ <L MCKB/,0.0,prep + prep,,,det,subs,complex,,,peal,perf,B,<L,,,,,
372564,NXT[,MT,Daniel,4,10,NXT,XZH HWJT B XZWJ R>CJ <L MCKBJ W >LW <JR W QDJC MN CMJ> NXT,W >LW <JR W QDJC MN CMJ> NXT,<JR W QDJC,MN CMJ>,MN CMJN/,0.0,prep,,,det,subs,simple,,,peal,ptca,MN,,,,,,
372630,XLP[,MT,Daniel,4,13,JXLPWN,LBBH MN >NWC> JCNWN W LBB XJWH JTJHB LH W CB<H <DNJN JXLPWN <LWHJ,W CB<H <DNJN JXLPWN <LWHJ,CB<H <DNJN,<LWHJ,<L,0.0,prep,,,det,,simple,,,peal,impf,<L,,,,,,
372791,NXT[,MT,Daniel,4,20,NXT,W DJ XZH MLK> <JR W QDJC NXT MN CMJ> W >MR GDW >JLN> W XBLWHJ BRM <QR CRCWHJ B >R<> CBQW W B >SWR DJ PRZL W NXC B DT>> DJ BR> W B VL CMJ> JYVB< W <M XJWT BR> XLQH <D DJ CB<H <DNJN JXLPWN <LWHJ,<JR W QDJC NXT MN CMJ>,<JR W QDJC,MN CMJ>,MN CMJN/,0.0,prep,,,det,subs,simple,,,peal,ptca,MN,,,,,,
372831,XLP[,MT,Daniel,4,20,JXLPWN,W DJ XZH MLK> <JR W QDJC NXT MN CMJ> W >MR GDW >JLN> W XBLWHJ BRM <QR CRCWHJ B >R<> CBQW W B >SWR DJ PRZL W NXC B DT>> DJ BR> W B VL CMJ> JYVB< W <M XJWT BR> XLQH <D DJ CB<H <DNJN JXLPWN <LWHJ,<D DJ CB<H <DNJN JXLPWN <LWHJ,CB<H <DNJN,<LWHJ,<L,0.0,prep,,,det,,simple,,,peal,impf,<L,,,,,,
372854,HWH[,MT,Daniel,4,22,LHWH,W LK VRDJN MN >NC> W <M XJWT BR> LHWH MDRK W <FB> K TWRJN LK JV<MWN W M VL CMJ> LK MYB<JN W CB<H <DNJN JXLPWN <LJK <D DJ TND< DJ CLJV <LJ> B MLKWT >NC> W L MN DJ JYB> JTNNH,W <M XJWT BR> LHWH MDRK,MDRK,<M XJWT BR>,<M XJWH/ BR=/,0.0,prep,,,det,subs,complex,,,peal,impf,<M,,,,,,
372871,XLP[,MT,Daniel,4,22,JXLPWN,W LK VRDJN MN >NC> W <M XJWT BR> LHWH MDRK W <FB> K TWRJN LK JV<MWN W M VL CMJ> LK MYB<JN W CB<H <DNJN JXLPWN <LJK <D DJ TND< DJ CLJV <LJ> B MLKWT >NC> W L MN DJ JYB> JTNNH,W CB<H <DNJN JXLPWN <LJK,CB<H <DNJN,<LJK,<L,0.0,prep,,,det,,simple,,,peal,impf,<L,,,,,,
372922,HWH[,MT,Daniel,4,24,THW>,LHN MLK> MLKJ JCPR <LJK W XVJK B YDQH PRQ W <WJTK B MXN <NJN HN THW> >RKH L CLWTK,HN THW> >RKH L CLWTK,>RKH,L CLWTK,L CLWH/,0.0,prep,,,det,subs,simple,,,peal,impf,L,,,,,,
372941,HLK[,MT,Daniel,4,26,MHLK,L QYT JRXJN TRJ <FR <L HJKL MLKWT> DJ BBL MHLK HWH,L QYT JRXJN TRJ <FR <L HJKL MLKWT> DJ BBL MHLK HWH,,<L HJKL MLKWT> DJ BBL,<L HJKL/ MLKW/ DJ BBL/,0.0,prep + prep,topo,inanim,det,subs,complex,,,pael,ptca,<L,DJ,,,,,
372942,HWH[,MT,Daniel,4,26,HWH,L QYT JRXJN TRJ <FR <L HJKL MLKWT> DJ BBL MHLK HWH,L QYT JRXJN TRJ <FR <L HJKL MLKWT> DJ BBL MHLK HWH,,<L HJKL MLKWT> DJ BBL,<L HJKL/ MLKW/ DJ BBL/,0.0,prep + prep,topo,inanim,det,subs,complex,,,peal,perf,<L,DJ,,,,,
372974,NPL[,MT,Daniel,4,28,NPL,<WD MLT> B PM MLK> QL MN CMJ> NPL LK >MRJN NBWKDNYR MLK> MLKWTH <DT MNK,QL MN CMJ> NPL,QL,MN CMJ>,MN CMJN/,0.0,prep,,,det,subs,simple,,,peal,perf,MN,,,,,,
373000,XLP[,MT,Daniel,4,29,JXLPWN,W MN >NC> LK VRDJN W <M XJWT BR> MDRK <FB> K TWRJN LK JV<MWN W CB<H <DNJN JXLPWN <LJK <D DJ TND< DJ CLJV <LJ> B MLKWT >NC> W L MN DJ JYB> JTNNH,W CB<H <DNJN JXLPWN <LJK,CB<H <DNJN,<LJK,<L,0.0,prep,,,det,,simple,,,peal,impf,<L,,,,,,
373161,HLK[,MT,Daniel,4,34,MHLKJN,K<N >NH NBWKDNYR MCBX W MRWMM W MHDR L MLK CMJ> DJ KL M<BDWHJ QCV W >RXTH DJN W DJ MHLKJN B GWH JKL L HCPLH,DJ MHLKJN B GWH,,B GWH,B GWH/,0.0,prep,,,det,subs,simple,,,haf,ptca,B,,,,,,
373187,>TH[,MT,Daniel,5,2,HJTJH,BLC>YR >MR B V<M XMR> L HJTJH L M>NJ DHB> W KSP> DJ HNPQ NBWKDNYR >BWHJ MN HJKL> DJ B JRWCLM W JCTWN BHWN MLK> W RBRBNWHJ CGLTH W LXNTH,L HJTJH L M>NJ DHB> W KSP>,,L M>NJ DHB> W KSP>,L M>N/ DHB/ W KSP/,0.0,prep,,,det,subs,complex,,,haf,infc,L,,,,,,
373213,>TH[,MT,Daniel,5,3,HJTJW,B >DJN HJTJW M>NJ DHB> DJ HNPQW MN HJKL> DJ BJT >LH> DJ B JRWCLM W >CTJW BHWN MLK> W RBRBNWHJ CGLTH W LXNTH,B >DJN HJTJW M>NJ DHB>,,no complement,no complement,,,,,,,,,,haf,perf,,,,,,,
373478,>TH[,MT,Daniel,5,13,HJTJ,B >DJN DNJ>L H<L QDM MLK> <NH MLK> W >MR L DNJ>L >NTH HW> DNJ>L DJ MN BNJ GLWT> DJ JHWD DJ HJTJ MLK> >BJ MN JHWD,DJ HJTJ MLK> >BJ MN JHWD,MLK> >BJ,MN JHWD,MN JHWD/,0.0,prep,topo,inanim,det,nmpr,simple,,,haf,perf,MN,,,,,,
373566,HWH[,MT,Daniel,5,17,LHWJN,B >DJN <NH DNJ>L W >MR QDM MLK> MTNTK LK LHWJN W NBZBJTK L >XRN HB BRM KTB> >QR> L MLK> W PCR> >HWD<NH,MTNTK LK LHWJN,MTNTK,LK,L,0.0,prep,,,det,,simple,,,peal,impf,L,,,,,,
373606,HWH[,MT,Daniel,5,19,HWW,W MN RBWT> DJ JHB LH KL <MMJ> >MJ> W LCNJ> HWW Z><JN W DXLJN MN QDMWHJ DJ HWH YB> HW> QVL W DJ HWH YB> HWH MX> W DJ HWH YB> HWH MRJM W DJ HWH YB> HWH MCPJL,W MN RBWT> KL <MMJ> >MJ> W LCNJ> HWW Z><JN,KL <MMJ> >MJ> W LCNJ>,no complement,no complement,,,,,,,,,,peal,perf,,,,,,,
373613,HWH[,MT,Daniel,5,19,HWH,W MN RBWT> DJ JHB LH KL <MMJ> >MJ> W LCNJ> HWW Z><JN W DXLJN MN QDMWHJ DJ HWH YB> HW> QVL W DJ HWH YB> HWH MX> W DJ HWH YB> HWH MRJM W DJ HWH YB> HWH MCPJL,DJ HWH YB>,,no complement,no complement,,,,,,,,,,peal,perf,,,,,,,
